,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
694,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2023-12-05 18:45:44.000000,2023-10-04 12:31:54,297.0,4.0,97.0,15.0,51.0,13.0,15.0,541.0,A library of metrics for evaluating recommender systems.,20.0,21,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,47.0,47.0,https://pypi.org/project/recmetrics,11351.0,11351.0,,,,,,,,3.0,5.0,2022-04-26 17:57:01.000,,,,,,,,,,,,,,,,,
695,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,3.0,54.0,60.0,9.0,23.0,25.0,512.0,Python library assists deep learning on graphs.,18.0,21,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,81.0,80.0,https://pypi.org/project/deepsnap,522.0,522.0,,,,,,,,3.0,10.0,2021-09-05 22:57:16.000,1.0,,,,,,,,,,,,,,,,
696,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-08-01 17:51:43.000000,2023-07-18 10:24:07,542.0,,34.0,14.0,222.0,13.0,40.0,476.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,True,2023-07-18 10:06:08.000,1.4.6,34.0,popmon,,,,"['pandas', 'spark']",20.0,20.0,https://pypi.org/project/popmon,9702.0,9705.0,,,,,,,,3.0,138.0,,,,,,,,,,,,,,,,,,
697,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-12-07 13:59:00.000000,2023-03-05 00:16:57,419.0,,96.0,36.0,276.0,69.0,173.0,450.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,21,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,75.0,73.0,https://pypi.org/project/tick,1025.0,1028.0,,,,,,,,3.0,292.0,2020-05-24 22:01:17.000,2.0,,,,,,,,,,,,,,,,
698,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2023-12-22 12:48:46.000000,2023-12-01 23:20:05,2811.0,109.0,60.0,12.0,254.0,9.0,109.0,410.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,21,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,48.0,48.0,,,,,,,,3.0,,2022-04-12 08:56:50.000,,,,,,,,,,,,,,,,,
699,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2023-12-27 02:16:31.000000,2023-12-11 07:05:24,4782.0,77.0,32.0,13.0,1.0,2.0,80.0,398.0,Deep Learning PyTorch.,,21,True,2023-04-22 01:50:50.000,0.4.1,26.0,carefree-learn,,,,['pytorch'],4.0,4.0,https://pypi.org/project/carefree-learn,210.0,210.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
700,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,27.0,10.0,9.0,2.0,9.0,384.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,21,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],897.0,891.0,https://pypi.org/project/julius,165585.0,165585.0,,,,,,,,3.0,,2022-09-20 06:43:57.063,6.0,,,,,,,,,,,,,,,,
701,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,52.0,24.0,231.0,57.0,195.0,377.0,Studio: Simplify and expedite model building process.,24.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,388.0,388.0,,,,,,,,3.0,,2021-09-14 22:55:51.000,,,,,,,,,,,,,,,,,
702,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,61.0,27.0,110.0,32.0,184.0,360.0,scalable audio processing framework and server written in Python.,22.0,21,False,2023-01-03 17:34:09.000,1.1.3,6.0,TimeSide,,,,,16.0,16.0,https://pypi.org/project/TimeSide,75.0,75.0,,,,,,,,3.0,,,,,,yomguy/TimeSide,,,,,,,,,,,,,
703,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,33.0,18.0,6.0,18.0,21.0,303.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,21,True,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],80.0,79.0,https://pypi.org/project/dm-launchpad,2471.0,2471.0,,,,,,,,3.0,,2022-04-28 06:23:38.000,1.0,,,google-deepmind/launchpad,,,,,,,,,,,,,
704,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-11-16 02:17:24.000000,2023-11-16 02:17:17,251.0,6.0,23.0,8.0,4.0,22.0,59.0,277.0,Multiple Imputation with LightGBM in Python.,6.0,21,False,2022-12-12 14:01:15.000,DOI,8.0,miceforest,conda-forge/miceforest,,,,113.0,113.0,https://pypi.org/project/miceforest,26393.0,26792.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,11574.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
705,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2023-10-13 23:30:32.439000,2022-09-26 07:14:12,621.0,,67.0,27.0,29.0,30.0,113.0,256.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,12.0,,https://pypi.org/project/somoclu,1881.0,4077.0,https://anaconda.org/conda-forge/somoclu,2023-10-13 23:30:32.439,82833.0,,,,,3.0,1846.0,2023-02-18 02:51:08.166,12.0,,,,,,,,,,,,,,,,
706,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,19.0,20.0,464.0,90.0,76.0,225.0,Functional tensors for probabilistic programming.,11.0,21,False,2023-08-31 18:37:22.000,0.4.6,12.0,funsor,,,,['pytorch'],70.0,65.0,https://pypi.org/project/funsor,36534.0,36534.0,,,,,,,,3.0,,2023-01-23 08:32:39.757,5.0,,,,,,,,,,,,,,,,
707,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-12-22 07:27:57.000000,2023-10-19 02:11:57,190.0,1.0,1098.0,99.0,48.0,363.0,280.0,6069.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,20,True,,,,pyslowfast,,,,['pytorch'],15.0,15.0,https://pypi.org/project/pyslowfast,18.0,18.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
708,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,97.0,16.0,53.0,17.0,3352.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,141.0,134.0,https://pypi.org/project/tensorwatch,606.0,606.0,,,,,,,,3.0,,2020-03-04 07:26:22.000,7.0,,,,,,,,,,,,,,,,
709,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2023-04-26 19:35:05.000000,2023-04-26 19:32:49,683.0,,482.0,215.0,16.0,24.0,4.0,3258.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,20,True,2023-04-26 19:36:36.846,0.11.12,13.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,104.0,104.0,,,,,,,,3.0,49.0,2021-10-07 14:58:03.000,,,,,,,,,,,,,,,,,
710,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,314.0,60.0,242.0,173.0,109.0,3008.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,20,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,1623.0,1637.0,,,,,,,,3.0,672.0,2022-11-03 06:46:55.989,2.0,,,,,,,,,,,,,,,,
711,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,101.0,54.0,64.0,48.0,2897.0,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,752.0,752.0,,,,,,,,3.0,,2017-02-13 14:54:48.000,4.0,,,rhsimplex/image-match,,,,,,,,,,,,,
712,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2023-10-11 16:38:54.000000,2021-06-15 18:41:51,22.0,,261.0,33.0,19.0,27.0,37.0,2889.0,A small package to create visualizations of PyTorch execution graphs.,6.0,20,False,,,,,,,,,1497.0,1497.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
713,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2023-12-15 22:52:18.000000,2023-12-15 22:50:38,766.0,1.0,356.0,93.0,547.0,83.0,92.0,2740.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,20,True,2019-05-09 10:06:22.000,1.0.0,1.0,tensorflow-graphics,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-graphics,5599.0,5599.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
714,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,453.0,127.0,225.0,87.0,183.0,2284.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,87.0,87.0,,,,,,,,3.0,,2019-10-10 14:17:10.000,2.0,,,,,,,,,,,,,,,,
715,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2023-08-26 21:36:44.000000,2023-08-26 20:55:56,106.0,,231.0,62.0,105.0,24.0,56.0,2090.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,True,2021-05-21 00:29:47.000,0.2,2.0,pycls,,,,['pytorch'],16.0,16.0,https://pypi.org/project/pycls,1308.0,1308.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
716,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,252.0,54.0,35.0,15.0,105.0,2003.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:08:36.000,1.4.4,21.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,3528.0,3528.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
717,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,176.0,55.0,895.0,129.0,586.0,1870.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,19.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
718,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,209.0,38.0,111.0,54.0,42.0,1694.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13.000,0.6.2.post0,12.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],9.0,,https://pypi.org/project/sklearn-contrib-lightning,1566.0,3860.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,203074.0,,,,,3.0,407.0,2022-01-30 00:43:43.000,9.0,,,,,,,,,,,,,,,,
719,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,140.0,102.0,150.0,21.0,20.0,1552.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,20,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,22.0,21.0,https://pypi.org/project/lore,1014.0,1014.0,,,,,,,,3.0,,2022-02-18 18:01:38.000,1.0,,,,,,,,,,,,,,,,
720,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157.0,46.0,3.0,13.0,15.0,1529.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],22.0,22.0,https://pypi.org/project/lambda-networks,1857.0,1857.0,,,,,,,,3.0,,2020-11-18 08:19:23.000,,,,,,,,,,,,,,,,,
721,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,400.0,102.0,36.0,11.0,24.0,1408.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,67.0,67.0,,,,,,,,3.0,,2018-02-26 17:43:57.000,,,,,,,,,,,,,,,,,
722,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101.0,41.0,13.0,14.0,9.0,1265.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,112.0,111.0,https://pypi.org/project/doc2text,2404.0,2404.0,,,,,,,,3.0,,2016-09-06 21:59:21.000,1.0,,,,,,,,,,,,,,,,
723,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-06-16 19:27:46.249000,2022-08-31 13:13:15,103.0,,80.0,40.0,14.0,12.0,27.0,1263.0,A Graph Neural Network Library in Jax.,17.0,20,False,2022-08-12 15:24:20.000,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],136.0,125.0,https://pypi.org/project/jraph,6346.0,6503.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,4088.0,,,,,3.0,,2022-08-12 15:25:29.659,11.0,,,google-deepmind/jraph,,,,,,,,,,,,,
724,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,169.0,56.0,14.0,30.0,19.0,1010.0,python toolbox for visualizing geographical data and making maps.,8.0,20,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,180.0,168.0,https://pypi.org/project/geoplotlib,660.0,917.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,7978.0,,,,,3.0,,2016-07-27 14:55:01.000,12.0,,,,,,,,,,,,,,,,
725,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-12-13 18:40:36.000000,2023-12-13 18:40:36,436.0,9.0,187.0,61.0,7.0,13.0,29.0,1009.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,20,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,161.0,161.0,,,,,,,,3.0,,2020-08-29 18:44:15.000,,,,,,,,,,,,,,,,,
726,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,52.0,12.0,16.0,42.0,1009.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],77.0,73.0,https://pypi.org/project/tensornets,92.0,92.0,,,,,,,,3.0,,2020-03-31 04:35:15.000,4.0,,,,,,,,,,,,,,,,
727,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2023-12-19 05:15:05.000000,2020-04-17 02:27:44,79.0,,130.0,26.0,75.0,43.0,36.0,989.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,2.0,,https://pypi.org/project/adtk,245718.0,245889.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7704.0,,,,,3.0,,2020-04-17 02:18:00.000,2.0,,,,,,,,,,,,,,,,
728,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2023-09-04 22:14:55.000000,2023-09-04 22:14:55,303.0,,87.0,18.0,72.0,18.0,42.0,922.0,Audio processing by using pytorch 1D convolution network.,15.0,20,True,2022-10-09 13:50:13.300,0.3.2,39.0,nnAudio,,,,,153.0,150.0,https://pypi.org/project/nnAudio,4117.0,4117.0,,,,,,,,3.0,,2021-12-24 09:38:22.000,3.0,,,,,,,,,,,,,,,,
729,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,225.0,31.0,38.0,39.0,21.0,823.0,An open source python library for scalable Bayesian optimisation.,13.0,20,False,2022-10-01 22:28:00.848,0.1.7,10.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,9087.0,9087.0,,,,,,,,3.0,,2022-10-01 22:28:00.848,2.0,,,,,,,,,,,,,,,,
730,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,125.0,17.0,24.0,27.0,39.0,796.0,python partial dependence plot toolbox.,7.0,20,True,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,23617.0,23987.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,19642.0,,,,,3.0,,2021-03-14 16:21:17.000,26.0,,,,,,,,,,,,,,,,
731,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,153.0,38.0,46.0,40.0,49.0,778.0,Public facing deeplift repo.,11.0,20,False,,,21.0,deeplift,,,,,87.0,87.0,https://pypi.org/project/deeplift,468.0,468.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
732,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,159.0,76.0,98.0,51.0,43.0,753.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,20789.0,20789.0,,,,,,,,3.0,,2018-05-16 14:20:28.000,1.0,,,,,,,,,,,,,,,,
733,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,147.0,37.0,33.0,25.0,39.0,748.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",20.0,20,True,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,112.0,96.0,https://pypi.org/project/NearPy,568.0,568.0,,,,,,,,3.0,,2016-09-27 13:03:12.000,16.0,,,,,,,,,,,,,,,,
734,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2023-07-02 20:27:29.000000,2021-07-30 15:06:27,104.0,,127.0,30.0,28.0,21.0,34.0,748.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],44.0,42.0,https://pypi.org/project/sklearn-deap,366.0,366.0,,,,,,,,3.0,,2021-07-30 15:13:54.000,2.0,,,,,,,,,,,,,,,,
735,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,138.0,25.0,19.0,20.0,5.0,731.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,20,False,,,1.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],584.0,584.0,https://pypi.org/project/treeinterpreter,72644.0,72804.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,6080.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
736,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,52.0,30.0,12.0,11.0,15.0,628.0,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,218.0,164.0,https://pypi.org/project/tensorboard_logger,5778.0,5778.0,,,,,,,,3.0,,2018-02-08 07:28:51.000,54.0,,,,,,,,,,,,,,,,
