,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
699,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,141.0,24.0,19.0,26.0,5.0,744.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,21,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,['sklearn'],,42244.0,666.0,658.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000,8.0,42065.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,8443.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
700,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,25.0,37.0,27.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,21,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,,26.0,39989.0,35.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,35.0,39989.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
701,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,107.0,30.0,1.0,15.0,3.0,641.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,False,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,"['sklearn', 'xgboost']",,23600.0,674.0,657.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,17.0,23600.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
702,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2023-12-04 11:10:47.000000,2023-12-04 11:10:46,442.0,,68.0,25.0,433.0,10.0,237.0,634.0,torchbearer: A model fitting library for PyTorch.,14.0,21,True,2023-12-01 18:48:07.000,0.5.5,26.0,torchbearer,,,['pytorch'],,805.0,94.0,90.0,https://pypi.org/project/torchbearer,2023-12-01 18:48:07.000,4.0,805.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
703,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,54.0,29.0,12.0,13.0,15.0,631.0,Log TensorBoard events without touching TensorFlow.,5.0,21,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,28702.0,220.0,212.0,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,8.0,28702.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
704,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,95.0,26.0,32.0,35.0,6.0,613.0,machine learning with logical rules in Python.,19.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,['sklearn'],,20039.0,406.0,398.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,20039.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
705,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2024-07-25 11:20:23.000000,2022-02-09 16:35:40,142.0,,103.0,23.0,26.0,44.0,61.0,612.0,Build fully-functioning computer vision models with PyTorch.,12.0,21,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,['pytorch'],,4602.0,183.0,181.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,4481.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,4738.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
706,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,111.0,26.0,23.0,66.0,35.0,609.0,a distributed Hyperband implementation on Steroids.,11.0,21,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,7958.0,490.0,465.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,25.0,7525.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,19507.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
707,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,315.0,606.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,454.0,63.0,62.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,454.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
708,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2024-05-02 14:24:25.000000,2024-05-02 14:23:46,346.0,,85.0,7.0,20.0,3.0,92.0,583.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code...,18.0,21,True,2024-02-10 13:12:00.000,0.5.7,162.0,featurewiz,,,,,21033.0,75.0,73.0,https://pypi.org/project/featurewiz,2024-02-10 13:12:00.000,2.0,21033.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
709,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2024-06-16 04:23:17.000000,2024-06-16 04:23:17,307.0,,105.0,9.0,15.0,6.0,16.0,580.0,Make Waffle Charts in Python.,6.0,21,True,2024-06-16 04:18:08.000,1.1.1,28.0,pywaffle,conda-forge/pywaffle,,,,6607.0,412.0,406.0,https://pypi.org/project/pywaffle,2024-06-16 04:18:08.000,6.0,6416.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,13246.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
710,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,27.0,31.0,5.0,24.0,571.0,Python module for machine learning time series:.,14.0,21,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,1505.0,52.0,50.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,1505.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
711,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2024-03-21 11:25:40.000000,2021-12-19 09:41:43,133.0,,58.0,10.0,21.0,15.0,37.0,557.0,Joyplots in Python with matplotlib & pandas.,8.0,21,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,13645.0,450.0,441.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,13225.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,27745.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
712,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,167.0,56.0,20.0,39.0,60.0,548.0,Bayesian inference in HSMMs and HMMs.,13.0,21,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,221.0,32.0,31.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,1.0,221.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
713,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2024-08-20 18:39:53.000000,2021-11-18 21:06:54,172.0,,48.0,9.0,10.0,13.0,21.0,497.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,21,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,29.0,6752.0,145.0,137.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,8.0,6752.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
714,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-09-23 04:22:16.000000,2023-07-18 10:24:07,542.0,,35.0,14.0,225.0,15.0,40.0,493.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,False,2023-07-18 10:32:00.587,1.4.6,36.0,popmon,,,"['pandas', 'spark']",236.0,10048.0,23.0,21.0,https://pypi.org/project/popmon,2023-07-18 10:32:00.587,2.0,10044.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
715,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-09-24 16:37:20.000000,2024-09-24 15:52:47,3054.0,29.0,63.0,11.0,268.0,11.0,112.0,436.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,25.0,21,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,['pytorch'],,257.0,3.0,3.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,257.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
716,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,25.0,9.0,9.0,2.0,9.0,422.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,21,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,['pytorch'],,436945.0,1825.0,1819.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,436945.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
717,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,79.0,24.0,12.0,48.0,49.0,414.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,104.0,4462.0,133.0,130.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,3.0,4462.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
718,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-09-06 09:28:23.000000,2024-09-06 09:27:10,824.0,4.0,26.0,8.0,78.0,33.0,23.0,396.0,Flexible time series feature extraction & processing.,6.0,21,True,2024-09-06 09:28:53.000,0.4.1,38.0,tsflex,conda-forge/tsflex,,,,1589.0,17.0,15.0,https://pypi.org/project/tsflex,2024-09-06 09:26:32.000,2.0,917.0,https://anaconda.org/conda-forge/tsflex,2024-04-08 09:54:58.786,25545.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
719,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2024-02-08 01:53:44.000000,2024-02-08 01:48:49,168.0,,49.0,17.0,2.0,12.0,3.0,377.0,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,21,True,2024-02-08 01:53:44.000,0.1.3,14.0,suod,,,,,10456.0,537.0,529.0,https://pypi.org/project/suod,2024-02-08 01:53:44.000,8.0,10456.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
720,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2024-02-25 19:17:18.000000,2024-02-25 19:17:13,576.0,,85.0,29.0,318.0,75.0,27.0,372.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,21,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,['tensorflow'],,31086.0,7.0,,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,31086.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
721,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,49.0,11.0,37.0,29.0,37.0,352.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,4916.0,256.0,240.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,16.0,4916.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
722,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-09-26 05:39:32.000000,2024-09-26 05:39:24,787.0,42.0,25.0,5.0,295.0,5.0,,311.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,13.0,21,True,2024-09-23 09:04:32.000,1.2.6,803.0,upgini,,,,,14520.0,8.0,8.0,https://pypi.org/project/upgini,2024-09-23 09:04:32.000,,14520.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
723,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,35.0,18.0,6.0,19.0,21.0,310.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,['tensorflow'],,1471.0,115.0,112.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,3.0,1471.0,,,,3.0,,,,,,google-deepmind/launchpad,,,,,,,,,,,,,,,,,,
724,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2024-04-18 12:38:22.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,42.0,8.0,10.0,285.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,21,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,"['sklearn', 'spark']",,482995.0,19.0,17.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,482995.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
725,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2024-08-26 15:06:41.000000,2024-08-24 17:15:47,524.0,4.0,57.0,14.0,89.0,26.0,39.0,269.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,21,False,2024-08-26 15:06:41.000,1.2.0,8.0,omlt,,,,,12756.0,22.0,19.0,https://pypi.org/project/omlt,2024-08-26 15:06:41.000,3.0,12756.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
726,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2024-09-13 04:58:28.982000,2024-01-18 11:58:51,626.0,,68.0,28.0,31.0,32.0,113.0,266.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",20.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,2052.0,5071.0,18.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,18.0,2528.0,https://anaconda.org/conda-forge/somoclu,2024-09-13 04:58:28.982,118750.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
727,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-09-22 00:12:17.000000,2024-09-14 23:54:15,492.0,3.0,109.0,19.0,547.0,58.0,126.0,265.0,An open-source toolkit for large-scale genomic analysis.,28.0,21,False,2024-03-12 08:52:09.000,2.0.0,16.0,glow.py,conda-forge/glow,,,98.0,64690.0,,,https://pypi.org/project/glow.py,2024-03-12 08:52:09.000,,64574.0,https://anaconda.org/conda-forge/glow,2024-03-13 03:00:18.463,4966.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
728,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-09-20 12:04:54.000000,2023-07-02 18:02:16,1462.0,,47.0,15.0,208.0,27.0,64.0,245.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,486.0,50.0,44.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,6.0,486.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
729,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-08-09 06:53:19.000000,2024-08-09 06:53:17,591.0,3.0,34.0,24.0,644.0,21.0,129.0,242.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2024-06-21 06:39:45.000,0.16.0,21.0,larq-compute-engine,,,,1209.0,1917.0,8.0,8.0,https://pypi.org/project/larq-compute-engine,2024-06-21 07:18:03.000,,1896.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
730,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2024-09-26 08:36:59.000000,2024-09-26 08:31:01,28.0,4.0,23.0,8.0,13.0,3.0,11.0,212.0,A Python module to convert natural language numerics into ints and floats.,4.0,21,False,2024-09-26 08:36:59.000,0.2.4,12.0,numerizer,,,,,17895.0,92.0,89.0,https://pypi.org/project/numerizer,2024-09-26 08:36:59.000,3.0,17895.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,
731,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-03-12 15:58:25.000000,2024-03-12 15:58:25,48.0,,2392.0,148.0,89.0,255.0,286.0,13405.0,End-to-End Object Detection with Transformers.,27.0,20,True,2020-06-29 16:41:01.000,0.2,1.0,,,,['pytorch'],,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
732,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2024-06-18 11:46:06.000000,2021-06-13 00:22:13,176.0,,1715.0,19.0,19.0,72.0,24.0,5088.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,20,False,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,,5082.0,,,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,5082.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
733,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,100.0,16.0,53.0,17.0,3411.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,918.0,160.0,153.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,918.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
734,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,321.0,59.0,242.0,175.0,111.0,3172.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,20,False,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,693.0,3071.0,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,3059.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
735,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,171.0,65.0,54.0,6.0,44.0,3082.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,False,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,48.0,440.0,5.0,5.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,440.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
736,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,101.0,54.0,64.0,48.0,2938.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,606.0,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,606.0,,,,3.0,,,,,,rhsimplex/image-match,,,,,,,,,,,,,,,,,,
737,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,332.0,101.0,1000.0,94.0,263.0,2853.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
738,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,831.0,84.0,30.0,46.0,80.0,2672.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,584.0,73.0,73.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,,584.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
739,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000000,2023-08-26 20:55:56,106.0,,237.0,61.0,106.0,27.0,56.0,2134.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,False,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,['pytorch'],,1315.0,19.0,19.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,1315.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
740,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,181.0,55.0,895.0,129.0,586.0,1930.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",52.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,17.0,,,,,,,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1046.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
741,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-06-13 10:11:03.000000,2024-01-16 17:27:35,27.0,,104.0,39.0,31.0,30.0,79.0,1815.0,"A flexible, intuitive and fast forecasting library.",10.0,20,True,2024-01-18 18:33:20.000,1.0.0,11.0,greykite,,,,34.0,6045.0,33.0,33.0,https://pypi.org/project/greykite,2024-01-12 20:13:07.000,,6044.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
742,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2023-08-03 00:59:57.000000,2020-07-17 20:19:46,350.0,,118.0,37.0,11.0,39.0,51.0,1623.0,"A fast, efficient universal vector embedding utility package.",4.0,20,False,2020-05-25 11:26:36.000,0.1.143,128.0,pymagnitude,,,,,1917.0,9.0,,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,9.0,1917.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
