,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
796,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2021-10-13 21:04:50.000000,2021-10-13 21:05:33,5078.0,,111,19.0,57.0,2.0,13.0,619,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,17,True,2021-10-13 21:04:12.000,2.0.8,119.0,caer,,,19.0,3300.0,1.0,,https://pypi.org/project/caer,2021-10-13 21:04:12.000,1.0,3300.0,,,,3.0,https://caer.rtfd.io,,,,,,,,,,,,,,,,,,,,,,,,
797,kale,kubeflow-kale/kale,data-pipelines,,https://github.com/kubeflow-kale/kale,https://github.com/kubeflow-kale/kale,Apache-2.0,2019-01-24 17:58:44.000,2022-05-26 20:56:02.000000,2021-10-20 12:44:09,644.0,,107,17.0,267.0,83.0,75.0,536,Kubeflows superfood for Data Scientists.,10.0,17,True,2021-05-19 12:56:53.000,0.7.0,15.0,kubeflow-kale,,['jupyter'],,914.0,,,https://pypi.org/project/kubeflow-kale,2021-05-19 12:56:53.000,,914.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
798,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2022-04-27 12:56:30.000000,2022-04-27 12:35:27,27.0,1.0,53,15.0,29.0,4.0,16.0,473,Leave One Feature Out Importance.,3.0,17,True,2022-04-27 12:56:30.000,0.3.2,12.0,lofo-importance,,,,446.0,20.0,19.0,https://pypi.org/project/lofo-importance,2022-04-27 12:56:30.000,1.0,446.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
799,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2021-11-18 21:06:56.000000,2021-11-18 21:06:54,172.0,,40,9.0,8.0,7.0,18.0,425,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,17,True,2020-09-28 07:19:15.000,0.6.0,13.0,apricot-select,,,10.0,291.0,30.0,27.0,https://pypi.org/project/apricot-select,2020-09-28 07:19:15.000,3.0,291.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
800,KD-Lib,SforAiDl/KD_Lib,others,,https://github.com/SforAiDl/KD_Lib,https://github.com/SforAiDl/KD_Lib,MIT,2020-05-10 13:08:42.000,2022-05-24 10:17:03.000000,2022-05-18 08:31:17,290.0,9.0,34,15.0,75.0,13.0,46.0,391,A Pytorch Knowledge Distillation library for benchmarking and extending works in the domains of Knowledge..,6.0,17,True,2022-05-18 08:35:04.000,0.0.32,8.0,KD-Lib,,['pytorch'],,138.0,,,https://pypi.org/project/KD-Lib,2022-05-18 08:35:04.000,,138.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
801,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2021-04-07 10:46:25.000000,2020-10-05 06:14:18,178.0,,34,10.0,29.0,17.0,17.0,389,A python package for animating plots build on matplotlib.,7.0,17,False,2020-10-05 06:20:52.000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,398.0,37.0,35.0,https://pypi.org/project/animatplot,2020-10-05 06:20:52.000,2.0,196.0,https://anaconda.org/conda-forge/animatplot,2020-10-06 02:02:00.460,8084.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
802,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24,122.0,,104,71.0,5.0,14.0,19.0,388,semantic similarity framework for knowledge graph.,5.0,17,False,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,187.0,36.0,33.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000,3.0,187.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
803,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-01-06 22:27:34.000000,2019-11-29 00:48:44,1051.0,,28,10.0,120.0,42.0,150.0,341,Open source production model management tool for data scientists.,6.0,17,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,114.0,5.0,5.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,114.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
804,data-describe,data-describe/data-describe,data-viz,,https://github.com/data-describe/data-describe,https://github.com/data-describe/data-describe,Apache-2.0,2020-05-04 17:58:14.000,2022-06-09 05:04:39.000000,2021-11-19 06:05:15,700.0,,17,14.0,250.0,70.0,175.0,294,datadescribe: Pythonic EDA Accelerator for Data Science.,14.0,17,False,,,5.0,data-describe,,,,1364.0,,,https://pypi.org/project/data-describe,2020-12-03 23:07:43.000,,1364.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
805,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2022-04-28 23:30:26.000000,2022-04-28 23:30:20,217.0,9.0,49,12.0,202.0,16.0,2.0,284,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,13.0,17,False,2022-04-28 16:34:21.000,1.3.2,10.0,model-card-toolkit,,,,994.0,9.0,9.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,,994.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
806,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-01-28 09:28:20.000000,2022-01-28 09:27:02,66.0,,17,8.0,8.0,2.0,9.0,273,Fast PyTorch based DSP for audio and 1D signals.,2.0,17,False,2021-10-20 08:30:11.000,0.2.6,10.0,julius,,['pytorch'],,15919.0,98.0,94.0,https://pypi.org/project/julius,2021-10-20 08:30:11.000,4.0,15919.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
807,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2022-04-19 08:20:13.909000,2021-06-14 10:58:10,162.0,,37,18.0,1.0,9.0,5.0,251,Analyze Data with Pandas-based Networks. Documentation:.,2.0,17,False,2020-10-01 13:20:38.000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,['pandas'],,2235.0,3.0,3.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000,,86.0,https://anaconda.org/conda-forge/deepgraph,2022-04-19 08:20:13.909,124654.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
808,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2022-05-17 17:14:41.000000,2022-05-17 17:14:41,62.0,2.0,45,5.0,5.0,10.0,13.0,246,TextAugment: Text Augmentation Library.,6.0,17,False,2020-11-05 15:04:26.000,1.3.4,8.0,textaugment,,,53.0,3021.0,16.0,16.0,https://pypi.org/project/textaugment,2020-11-05 15:02:11.000,,3020.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
809,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2022-03-11 01:14:19.000000,2022-03-11 01:14:19,702.0,,35,10.0,58.0,28.0,47.0,205,Scikit-learn compatible estimation of general graphical models.,6.0,17,False,2018-09-12 01:12:49.000,0.2.8,6.0,skggm,,['sklearn'],,120.0,10.0,8.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000,2.0,120.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
810,chitra,gradsflow/chitra,ml-experiments,,https://github.com/gradsflow/chitra,https://github.com/gradsflow/chitra,Apache-2.0,2020-01-23 14:17:54.000,2022-04-23 04:30:31.000000,2022-04-23 04:30:31,366.0,3.0,36,4.0,130.0,5.0,34.0,191,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,17,False,2021-11-26 17:10:22.000,0.2.0,38.0,chitra,conda-forge/chitra,,,270.0,,,https://pypi.org/project/chitra,2022-01-09 08:49:42.000,,202.0,https://anaconda.org/conda-forge/chitra,2022-01-24 02:31:36.059,340.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
811,flupy,olirice/flupy,data-pipelines,,https://github.com/olirice/flupy,https://github.com/olirice/flupy,MIT,2018-01-06 16:46:04.000,2022-02-18 14:51:19.000000,2022-02-17 15:29:05,197.0,,12,7.0,16.0,3.0,9.0,172,Fluent data pipelines for python and your shell.,6.0,17,False,2021-10-15 12:35:59.000,1.1.9,37.0,flupy,,,,66720.0,1.0,,https://pypi.org/project/flupy,2021-10-15 12:35:59.000,1.0,66720.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
812,dabl,amueller/dabl,sklearn-utils,,https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000,2022-05-13 22:44:57.000000,2021-07-09 18:47:52,275.0,,9,4.0,3.0,1.0,,113,Data Analysis Baseline Library.,21.0,17,False,2021-07-09 19:20:43.000,0.2.2,12.0,dabl,,['sklearn'],,11134.0,,,https://pypi.org/project/dabl,2021-07-09 19:20:43.000,,11134.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
813,Collie,ShopRunner/collie,recommender-systems,,https://github.com/ShopRunner/collie,https://github.com/ShopRunner/collie,BSD-3-Clause,2021-04-12 20:54:06.000,2022-06-01 16:44:48.000000,2022-01-27 17:01:19,162.0,,18,22.0,34.0,8.0,4.0,90,"A library for preparing, training, and evaluating scalable deep learning hybrid recommender systems using PyTorch.",12.0,17,False,2022-01-18 23:07:16.000,1.2.0,6.0,collie,,['pytorch'],,27.0,12.0,12.0,https://pypi.org/project/collie,2022-01-18 23:07:16.000,,27.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
814,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2022-06-09 10:46:46.000000,2022-06-09 10:42:59,232.0,134.0,4,1.0,85.0,1.0,,28,Low-code feature search library for supervised machine learning searches through thousands of ready-to-use features..,8.0,17,False,2022-05-26 12:37:21.000,0.10.1,134.0,upgini,,,,2322.0,,,https://pypi.org/project/upgini,2022-06-03 21:39:22.000,,2322.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
815,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2021-11-03 16:23:46.000000,2019-12-13 19:03:25,138.0,,509,181.0,109.0,50.0,149.0,3761,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
816,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2022-04-06 12:13:02.000000,2022-04-06 12:13:01,162.0,1.0,937,118.0,20.0,21.0,336.0,3679,An Open-Source Package for Neural Relation Extraction (NRE).,10.0,16,True,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
817,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-05-23 07:50:11.000000,2020-10-18 09:32:47,28.0,,840,55.0,11.0,45.0,14.0,2813,Implementation and experiments of graph embedding algorithms.,8.0,16,False,,,,,,['sklearn'],,,18.0,18.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
818,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2021-06-24 12:28:13.000000,2020-04-18 19:15:25,24.0,,167,51.0,8.0,2.0,3.0,2072,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,16,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,['pytorch'],,437.0,8.0,7.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,1.0,437.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
819,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,109,54.0,34.0,22.0,13.0,1261,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000,0.5.1,34.0,xcessiv,,,,90.0,2.0,1.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000,1.0,90.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
820,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2021-06-30 02:02:42.000000,2021-03-15 07:00:08,66.0,,106,23.0,34.0,20.0,8.0,971,Distributed Computing for AI Made Simple.,5.0,16,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,117.0,39.0,38.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,117.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
821,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,123,43.0,5.0,2.0,7.0,824,XAI - An eXplainability toolbox for machine learning.,3.0,16,True,2021-10-30 06:35:19.000,0.1.0,6.0,xai,,,,148.0,21.0,15.0,https://pypi.org/project/xai,2021-10-30 06:33:26.000,6.0,148.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
822,MedicalTorch,perone/medicaltorch,medical-data,,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000,2022-04-01 08:52:48.000000,2021-04-16 18:50:54,57.0,,113,49.0,20.0,14.0,9.0,777,A medical imaging framework for Pytorch.,8.0,16,False,2018-11-24 00:33:11.000,0.2,2.0,medicaltorch,,['pytorch'],,130.0,12.0,12.0,https://pypi.org/project/medicaltorch,2018-11-24 00:29:36.000,,130.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
823,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2021-11-17 21:38:50.000000,2021-11-17 21:38:50,45.0,,97,25.0,10.0,19.0,51.0,703,Code for High-Precision Model-Agnostic Explanations paper.,10.0,16,True,,,8.0,anchor_exp,,,,1162.0,,,https://pypi.org/project/anchor_exp,2020-06-26 20:56:50.000,,1162.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
824,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,89,25.0,101.0,37.0,84.0,690,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2019-08-06 09:09:45.000,3.0.0,16.0,hyperparameter-hunter,,,331.0,125.0,2.0,,https://pypi.org/project/hyperparameter-hunter,2019-08-06 08:52:20.000,2.0,118.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
825,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2021-06-30 12:46:02.000000,2021-04-27 11:10:20,127.0,,83,19.0,14.0,10.0,22.0,672,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,16,False,2020-05-29 14:39:38.000,0.1.3,12.0,flashtorch,,['pytorch'],,163.0,10.0,10.0,https://pypi.org/project/flashtorch,2020-05-29 14:38:32.000,,163.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
826,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2022-04-07 20:52:55.000000,2022-04-07 20:49:56,235.0,1.0,33,12.0,13.0,8.0,15.0,642,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,16,True,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,['pytorch'],,1865.0,7.0,7.0,https://pypi.org/project/tensor-sensor,2021-12-11 21:24:35.000,,1822.0,https://anaconda.org/conda-forge/tensor-sensor,2021-12-11 23:37:02.831,344.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
827,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2021-11-23 01:55:15.000000,2021-01-05 04:22:15,606.0,,82,25.0,4.0,36.0,37.0,623,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,16,False,2020-05-01 23:16:25.000,0.3.16,24.0,thundergbm,,,,64.0,,,https://pypi.org/project/thundergbm,2020-05-01 23:16:25.000,,64.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
828,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-03-15 12:38:43.000000,2022-03-15 12:38:01,256.0,9.0,88,18.0,18.0,3.0,26.0,560,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:47.000,0.1.0,6.0,textflint,,,,42.0,4.0,4.0,https://pypi.org/project/textflint,2022-03-15 07:18:47.000,,42.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
829,kglib,vaticle/kglib,graph,,https://github.com/vaticle/kglib,https://github.com/vaticle/kglib,Apache-2.0,2018-09-16 16:46:48.000,2022-06-08 16:02:29.000000,2022-06-08 16:02:28,489.0,1.0,88,36.0,99.0,12.0,50.0,508,Grakn Knowledge Graph Library (ML R&D).,7.0,16,True,2020-08-19 15:39:10.000,0.2.2,7.0,grakn-kglib,,,211.0,50.0,,,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000,,45.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
830,atspy,firmai/atspy,time-series-data,,https://github.com/firmai/atspy,https://github.com/firmai/atspy,MIT,2020-01-28 05:00:10.000,2022-05-26 20:40:23.000000,2021-12-18 09:26:18,99.0,,86,22.0,16.0,18.0,2.0,446,AtsPy: Automated Time Series Models in Python (by @firmai).,5.0,16,True,2020-11-12 16:10:48.000,zen,39.0,atspy,,,,2158.0,6.0,6.0,https://pypi.org/project/atspy,2020-04-24 18:16:15.000,,2158.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
831,OpenRec,ylongqi/openrec,recommender-systems,,https://github.com/ylongqi/openrec,https://github.com/ylongqi/openrec,Apache-2.0,2017-11-29 16:04:40.000,2022-05-26 20:16:35.000000,2020-02-19 07:57:17,213.0,,84,37.0,45.0,5.0,12.0,392,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms.,11.0,16,False,2020-02-18 06:52:11.000,0.3.0,12.0,openrec,,,,25.0,2.0,1.0,https://pypi.org/project/openrec,2020-02-18 06:52:11.000,1.0,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
832,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-05-24 14:07:04.000000,2022-05-06 12:47:16,754.0,5.0,64,10.0,165.0,3.0,17.0,362,TextBox is an open-source library for building text generation system.,14.0,16,True,2021-04-15 13:39:28.000,0.2.1,10.0,textbox,,,,74.0,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000,,74.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
833,tfdeploy,riga/tfdeploy,model-serialisation,,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000,2021-01-08 09:52:54.000000,2021-01-08 09:52:49,170.0,,38,23.0,5.0,11.0,23.0,348,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,16,False,2017-03-30 10:51:26.000,0.4.2,22.0,tfdeploy,,['tensorflow'],,53.0,2.0,,https://pypi.org/project/tfdeploy,2017-03-30 10:51:26.000,2.0,53.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
834,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64.0,2.0,44,15.0,7.0,15.0,4.0,347,Topological Data Analysis for Python.,4.0,16,True,2021-08-03 00:23:20.000,1.0.0,4.0,scikit-tda,,['sklearn'],,1369.0,32.0,32.0,https://pypi.org/project/scikit-tda,2021-08-03 00:23:20.000,,1369.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
835,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2021-08-18 06:06:52.000000,2021-08-18 06:06:51,1404.0,,17,5.0,215.0,2.0,26.0,343,Camphr - NLP libary for creating pipeline components.,7.0,16,True,2021-07-28 07:48:46.000,0.10.0,48.0,camphr,,['spacy'],,277.0,2.0,,https://pypi.org/project/camphr,2021-07-28 07:48:46.000,2.0,277.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
836,pdvega,altair-viz/pdvega,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13,177.0,,31,22.0,21.0,16.0,10.0,341,Interactive plotting for Pandas using Vega-Lite.,9.0,16,False,,,1.0,pdvega,,,,44.0,73.0,66.0,https://pypi.org/project/pdvega,2018-02-01 04:56:43.000,7.0,44.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
837,solt,MIPT-Oulu/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2021-10-12 22:58:52.000000,2020-04-09 06:44:39,336.0,,19,7.0,30.0,18.0,30.0,255,Streaming over lightweight data transformations.,4.0,16,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,103.0,34.0,31.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000,3.0,103.0,,,,3.0,,,,,,,,,,,,,,,Oulu-IMEDS/solt,,,,,,,,,,
838,Parfit,jmcarpenter2/parfit,hyperopt,,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000,2020-04-04 19:26:44.000000,2020-04-04 19:26:37,127.0,,25,4.0,4.0,6.0,5.0,200,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",2.0,16,False,,,23.0,parfit,,['sklearn'],,13402.0,12.0,12.0,https://pypi.org/project/parfit,2018-10-11 22:03:16.000,,13402.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
839,nx-altair,Zsailer/nx_altair,data-viz,,https://github.com/Zsailer/nx_altair,https://github.com/Zsailer/nx_altair,MIT,2018-05-13 00:10:12.000,2022-01-08 12:10:11.000000,2020-06-02 21:10:26,51.0,,22,11.0,14.0,6.0,4.0,192,Draw interactive NetworkX graphs with Altair.,3.0,16,False,2020-06-02 21:11:12.000,0.1.6,8.0,nx-altair,,['jupyter'],,2201.0,3.0,,https://pypi.org/project/nx-altair,2020-06-02 21:11:12.000,3.0,2201.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
840,steppy,minerva-ml/steppy,ml-experiments,,https://github.com/minerva-ml/steppy,https://github.com/minerva-ml/steppy,MIT,2018-01-15 09:40:49.000,2018-11-23 09:49:59.000000,2018-11-23 09:47:34,69.0,,33,14.0,54.0,16.0,50.0,133,"Lightweight, Python library for fast and reproducible experimentation.",5.0,16,False,2018-11-23 09:49:59.000,0.1.16,16.0,steppy,,,,27.0,49.0,44.0,https://pypi.org/project/steppy,2018-11-23 09:49:59.000,5.0,27.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
841,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,MIT,2017-10-08 11:20:23.000,2021-09-29 09:46:39.000000,2021-04-06 08:24:50,113.0,,891,98.0,25.0,6.0,345.0,3056,An Open-Source Package for Knowledge Embedding (KE).,10.0,15,False,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
842,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2021-12-30 02:31:11.000000,2020-07-29 05:53:01,8.0,,549,138.0,25.0,214.0,102.0,2766,A distributed graph deep learning framework.,5.0,15,False,2020-07-07 02:24:18.000,2.0.0,2.0,euler-gl,,['tensorflow'],,12.0,,,https://pypi.org/project/euler-gl,2019-04-10 01:53:45.000,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
