,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
806,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336,,65.0,19.0,21.0,29.0,50.0,660.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,113.0,113.0,,,,,,,,3.0,,2020-06-12 20:05:15.000,,,,,,,,,,,,,,,,,
807,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-05-11 15:22:02.000000,2023-05-11 15:21:58,809,2.0,36.0,15.0,16.0,,19.0,573.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,17,True,2022-09-09 14:58:46.000,3.1.2,26.0,opytimizer,,,,,15.0,15.0,https://pypi.org/project/opytimizer,435.0,435.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
808,caliban,google/caliban,ml-experiments,,https://github.com/google/caliban,https://github.com/google/caliban,Apache-2.0,2020-06-02 18:12:50.000,2023-06-16 17:24:58.000000,2023-06-16 17:22:58,255,1.0,66.0,22.0,83.0,19.0,15.0,476.0,"Research workflows made easy, locally and in the Cloud.",10.0,17,True,2023-06-16 17:26:21.434,0.4.2,11.0,caliban,,,,,,,https://pypi.org/project/caliban,204.0,204.0,,,,,,,,3.0,,2020-09-12 19:41:23.000,,,,,,,,,,,,,,,,,
809,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2022-08-24 08:33:07.000000,2022-08-24 08:31:37,29,,57.0,6.0,1.0,2.0,24.0,462.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,2.0,17,True,2022-08-24 08:33:07.000,0.2.6,9.0,shap-hypetune,,,,,15.0,14.0,https://pypi.org/project/shap-hypetune,2298.0,2298.0,,,,,,,,3.0,,2022-08-24 08:33:00.976,1.0,,,,,,,,,,,,,,,,
810,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051,,29.0,11.0,121.0,31.0,150.0,343.0,Open source production model management tool for data scientists.,6.0,17,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,58.0,58.0,,,,,,,,3.0,,2018-12-07 06:16:42.000,,,,,,,,,,,,,,,,,
811,NeuralCompression,facebookresearch/NeuralCompression,others,,https://github.com/facebookresearch/NeuralCompression,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2023-06-22 01:36:36.000000,2023-06-20 18:24:20,106,4.0,34.0,20.0,136.0,3.0,59.0,339.0,A collection of tools for neural compression enthusiasts.,6.0,17,True,2023-06-14 14:03:00.462,0.2.2,4.0,neuralcompression,,,,,,,https://pypi.org/project/neuralcompression,187.0,187.0,,,,,,,,3.0,,2022-01-12 14:55:21.000,,,,,,,,,,,,,,,,,
812,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371,,27.0,22.0,239.0,15.0,25.0,301.0,Textpipe: clean and extract metadata from text.,29.0,17,False,,,,textpipe,,,,,8.0,8.0,https://pypi.org/project/textpipe,171.0,171.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
813,skift,shaypal5/skift,nlp,,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000,2022-06-07 15:07:07.000000,2022-06-07 15:07:04,141,,24.0,10.0,8.0,1.0,10.0,234.0,scikit-learn wrappers for Python fastText.,9.0,17,False,2022-02-14 13:45:54.000,0.0.23,18.0,skift,,,,['sklearn'],12.0,12.0,https://pypi.org/project/skift,2127.0,2127.0,,,,,,,,3.0,,2018-03-15 09:05:47.000,,,,,,,,,,,,,,,,,
814,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2023-06-15 16:53:56.000000,2023-06-15 16:53:55,703,1.0,41.0,11.0,59.0,29.0,47.0,224.0,Scikit-learn compatible estimation of general graphical models.,7.0,17,False,2018-09-12 01:11:31.000,0.2.8,6.0,skggm,,,,['sklearn'],12.0,12.0,https://pypi.org/project/skggm,76.0,76.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
815,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293,,33.0,13.0,36.0,8.0,44.0,220.0,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,,20.0,18.0,https://pypi.org/project/muda,120.0,120.0,,,,,,,,3.0,,2019-11-15 15:46:21.000,2.0,,,,,,,,,,,,,,,,
816,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143,,846.0,106.0,51.0,42.0,160.0,5959.0,Model parallel transformers in JAX and Haiku.,23.0,16,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
817,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2022-12-04 04:02:21.000000,2019-12-13 19:03:25,138,,522.0,181.0,110.0,48.0,149.0,3871.0,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
818,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-06-22 11:47:45.000000,2022-06-21 18:24:09,30,,944.0,58.0,12.0,42.0,25.0,3322.0,Implementation and experiments of graph embedding algorithms.,9.0,16,True,,,,,,,,['sklearn'],27.0,27.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
819,automl-gs,minimaxir/automl-gs,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14,102,,164.0,62.0,10.0,25.0,6.0,1813.0,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,16,False,2019-04-05 06:51:04.000,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,22.0,22.0,,,,,,,,3.0,41.0,,,,,,,,,,,,,,,,,,
820,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132,,464.0,82.0,36.0,83.0,68.0,1657.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,16,False,2019-03-13 20:28:15.000,1.0-dev2,1.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,257.0,257.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
821,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316,,109.0,56.0,34.0,22.0,13.0,1267.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000,0.5.1,34.0,xcessiv,,,,,2.0,1.0,https://pypi.org/project/xcessiv,125.0,125.0,,,,,,,,3.0,,2017-08-21 00:49:41.000,1.0,,,,,,,,,,,,,,,,
822,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2023-01-29 16:52:18.000000,2022-09-16 11:03:31,144,,141.0,17.0,11.0,23.0,18.0,1136.0,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,16,True,2021-08-16 18:42:17.000,0.1.8,1.0,tez,,,,['pytorch'],43.0,43.0,https://pypi.org/project/tez,535.0,535.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
823,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2023-06-16 02:32:11.000000,2022-12-30 06:04:33,733,,108.0,28.0,108.0,9.0,21.0,940.0,An autoML framework & toolkit for machine learning on graphs.,15.0,16,True,2022-12-30 06:11:04.000,0.4.0,4.0,auto-graph-learning,,,,['pytorch'],,,https://pypi.org/project/auto-graph-learning,3.0,3.0,,,,,,,,3.0,,2020-12-23 08:05:25.000,,,,,,,,,,,,,,,,,
824,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91,,138.0,45.0,5.0,2.0,7.0,917.0,XAI - An eXplainability toolbox for machine learning.,3.0,16,False,2021-10-30 06:35:19.000,0.1.0,1.0,xai,,,,,21.0,21.0,https://pypi.org/project/xai,168.0,168.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
825,MedicalTorch,perone/medicaltorch,medical-data,,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000,2022-12-27 06:48:51.000000,2021-04-16 18:50:54,57,,121.0,51.0,21.0,15.0,9.0,820.0,A medical imaging framework for Pytorch.,8.0,16,False,2018-11-24 00:33:11.000,0.2,2.0,medicaltorch,,,,['pytorch'],14.0,14.0,https://pypi.org/project/medicaltorch,180.0,180.0,,,,,,,,3.0,,2018-11-24 00:29:36.000,,,,,,,,,,,,,,,,,
826,Translate,pytorch/translate,nlp,,https://github.com/pytorch/translate,https://github.com/pytorch/translate,BSD-3-Clause,2018-04-24 16:44:04.000,2023-04-27 20:56:00.000000,2022-06-10 23:04:56,813,,180.0,45.0,667.0,11.0,27.0,792.0,Translate - a PyTorch Language Library.,88.0,16,True,,,,pytorch-translate,,,,['pytorch'],,,https://pypi.org/project/pytorch-translate,15.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
827,madgrad,facebookresearch/madgrad,pytorch-utils,,https://github.com/facebookresearch/madgrad,https://github.com/facebookresearch/madgrad,MIT,2021-01-12 19:41:06.000,2023-04-11 19:24:43.000000,2023-04-11 19:24:38,24,1.0,56.0,19.0,7.0,1.0,10.0,784.0,MADGRAD Optimization Method.,2.0,16,True,,,4.0,madgrad,,,,['pytorch'],59.0,58.0,https://pypi.org/project/madgrad,3390.0,3390.0,,,,,,,,3.0,,2022-03-08 18:23:32.000,1.0,,,,,,,,,,,,,,,,
828,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096,,100.0,26.0,101.0,37.0,84.0,698.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2021-02-16 11:34:12.211,3.0.0,16.0,hyperparameter-hunter,,,,,1.0,,https://pypi.org/project/hyperparameter-hunter,71.0,77.0,,,,,,,,3.0,398.0,2018-06-14 02:21:57.000,1.0,,,,,,,,,,,,,,,,
829,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2022-09-13 05:57:13.000000,2022-09-13 05:57:00,608,,83.0,24.0,4.0,35.0,42.0,667.0,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,16,True,2019-05-07 08:47:56.000,0.3.2,3.0,thundergbm,,,,,2.0,2.0,https://pypi.org/project/thundergbm,101.0,101.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
830,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257,,94.0,18.0,19.0,3.0,29.0,613.0,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:47.000,0.1.0,6.0,textflint,,,,,10.0,10.0,https://pypi.org/project/textflint,147.0,147.0,,,,,,,,3.0,,2022-03-15 07:18:47.000,,,,,,,,,,,,,,,,,
831,kglib,vaticle/kglib,graph,,https://github.com/vaticle/typedb-ml,https://github.com/vaticle/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2022-11-09 16:08:58.000000,2022-11-09 16:08:58,507,,98.0,38.0,106.0,11.0,51.0,542.0,TypeDB-ML is the Machine Learning integrations library for TypeDB.,11.0,16,True,2022-07-29 11:37:34.000,0.3.0,8.0,grakn-kglib,,,,,,,https://pypi.org/project/grakn-kglib,103.0,107.0,,,,,,,,3.0,219.0,2020-08-19 15:39:10.000,,,,,,,,,,,,vaticle/typedb-ml,,,,,
832,KD-Lib,SforAiDl/KD_Lib,others,,https://github.com/SforAiDl/KD_Lib,https://github.com/SforAiDl/KD_Lib,MIT,2020-05-10 13:08:42.000,2023-03-01 21:06:37.000000,2023-03-01 21:03:09,298,,49.0,16.0,83.0,18.0,49.0,520.0,A Pytorch Knowledge Distillation library for benchmarking and extending works in the domains of Knowledge..,6.0,16,True,2022-05-18 08:35:04.000,0.0.32,8.0,KD-Lib,,,,['pytorch'],,,https://pypi.org/project/KD-Lib,153.0,153.0,,,,,,,,3.0,,2022-05-18 08:35:04.000,,,,,,,,,,,,,,,,,
833,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2023-06-18 21:56:31.000000,2023-06-18 21:56:30,277,1.0,72.0,14.0,126.0,14.0,135.0,438.0,A Python library for dynamic classifier and ensemble selection.,16.0,16,True,,,,deslib,,,,['sklearn'],40.0,40.0,https://pypi.org/project/deslib,1096.0,1096.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
834,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64,,47.0,18.0,7.0,15.0,4.0,404.0,Topological Data Analysis for Python.,4.0,16,False,2021-08-03 00:22:58.000,1.0.0,4.0,scikit-tda,,,,['sklearn'],45.0,45.0,https://pypi.org/project/scikit-tda,3794.0,3794.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
835,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-03-30 21:45:50.000000,2023-03-30 21:45:50,361,1.0,95.0,18.0,3.0,3.0,27.0,400.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,16,True,,,,chefboost,,,,,44.0,44.0,https://pypi.org/project/chefboost,611.0,611.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
836,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2023-06-07 12:27:54.000000,2023-05-02 17:51:50,86,25.0,14.0,5.0,21.0,,4.0,365.0,Multi-Modal Transformers library for Semantic Search and other Vision-Language tasks.,8.0,16,True,2023-03-29 14:49:44.000,0.2.0,9.0,uform,,,,['pytorch'],6.0,6.0,https://pypi.org/project/uform,477.0,477.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
837,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2023-06-22 07:45:26.000000,2022-09-15 18:52:06,185,,48.0,9.0,13.0,12.0,17.0,352.0,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,16,True,2021-02-07 11:06:21.000,2.407,21.0,explainx,,,,,,,https://pypi.org/project/explainx,2522.0,2522.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,
838,tfdeploy,riga/tfdeploy,model-serialisation,,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000,2021-01-08 09:52:54.000000,2021-01-08 09:52:49,170,,38.0,21.0,5.0,11.0,23.0,351.0,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,16,False,2017-03-30 10:51:26.000,0.4.2,22.0,tfdeploy,,,,['tensorflow'],2.0,,https://pypi.org/project/tfdeploy,58.0,58.0,,,,,,,,3.0,,2017-03-30 10:51:26.000,2.0,,,,,,,,,,,,,,,,
839,pdvega,altair-viz/pdvega,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13,177,,32.0,23.0,21.0,16.0,10.0,343.0,Interactive plotting for Pandas using Vega-Lite.,9.0,16,False,,,,pdvega,,,,,80.0,80.0,https://pypi.org/project/pdvega,110.0,110.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
840,chitra,gradsflow/chitra,ml-experiments,,https://github.com/gradsflow/chitra,https://github.com/gradsflow/chitra,Apache-2.0,2020-01-23 14:17:54.000,2023-06-18 08:40:33.534000,2023-04-22 13:39:45,369,2.0,38.0,6.0,130.0,,35.0,216.0,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,16,False,2021-11-26 17:10:22.000,0.2.0,38.0,chitra,conda-forge/chitra,,,,1.0,,https://pypi.org/project/chitra,347.0,484.0,https://anaconda.org/conda-forge/chitra,2023-06-18 08:40:33.534,2330.0,,,,,3.0,,2021-06-19 15:04:46.000,1.0,,,,,,,,,,,,,,,,
841,Parfit,jmcarpenter2/parfit,hyperopt,,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000,2020-04-04 19:26:44.000000,2020-04-04 19:26:37,127,,27.0,4.0,4.0,6.0,5.0,199.0,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",4.0,16,False,,,23.0,parfit,,,,['sklearn'],24.0,24.0,https://pypi.org/project/parfit,5285.0,5285.0,,,,,,,,3.0,,2018-10-11 22:03:16.000,,,,,,,,,,,,,,,,,
842,HugsVision,qanastek/HugsVision,image,,https://github.com/qanastek/HugsVision,https://github.com/qanastek/HugsVision,MIT,2021-08-12 21:46:08.000,2023-01-22 01:25:48.000000,2023-01-22 01:25:39,75,,18.0,5.0,2.0,15.0,23.0,178.0,HugsVision is a easy to use huggingface wrapper for state-of-the-art computer vision.,2.0,16,False,2023-01-22 01:21:35.467,0.75.5,78.0,hugsvision,,,,['huggingface'],10.0,10.0,https://pypi.org/project/hugsvision,911.0,911.0,,,,,,,,3.0,,2023-01-22 01:21:35.467,,,,,,,,,,,,,,,,,
843,Torch Points 3D,nicolas-chaulet/torch-points3d,image,,https://github.com/nicolas-chaulet/torch-points3d,https://github.com/nicolas-chaulet/torch-points3d,BSD-3-Clause,2022-01-09 14:41:37.000,2021-12-10 20:17:18.000000,2021-12-10 20:17:18,1788,,34.0,,,,,148.0,Pytorch framework for doing deep learning on point clouds.,29.0,16,False,2021-04-30 09:00:22.000,1.3.0,14.0,torch-points3d,,,,['pytorch'],,,https://pypi.org/project/torch-points3d,687.0,687.0,,,,,,,,3.0,,2021-04-30 09:00:22.000,,,,,,,,,,,,,,,,,
844,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2023-05-23 10:16:33.000000,2023-03-30 15:02:29,808,20.0,15.0,8.0,159.0,11.0,19.0,144.0,Toolkit for developing and maintaining ML models.,14.0,16,False,2023-03-30 10:32:00.874,0.0.28,28.0,modelkit,,,,,,,https://pypi.org/project/modelkit,574.0,574.0,,,,,,,,3.0,,2022-06-29 15:41:43.000,,,,,,,,,,,,,,,,,
845,steppy,minerva-ml/steppy,ml-experiments,,https://github.com/minerva-ml/steppy,https://github.com/minerva-ml/steppy,MIT,2018-01-15 09:40:49.000,2018-11-23 09:49:59.000000,2018-11-23 09:47:34,69,,32.0,14.0,54.0,16.0,50.0,135.0,"Lightweight, Python library for fast and reproducible experimentation.",7.0,16,False,2018-11-23 09:49:59.000,0.1.16,16.0,steppy,,,,,55.0,50.0,https://pypi.org/project/steppy,60.0,60.0,,,,,,,,3.0,,2018-11-23 09:49:59.000,5.0,,,,,,,,,,,,,,,,
846,dabl,amueller/dabl,sklearn-utils,,https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000,2023-02-28 01:21:32.000000,2023-02-24 00:50:55,299,,9.0,5.0,3.0,1.0,,123.0,Data Analysis Baseline Library.,23.0,16,False,2023-02-28 01:21:03.335,0.2.5,15.0,dabl,,,,['sklearn'],,,https://pypi.org/project/dabl,7312.0,7312.0,,,,,,,,3.0,,2022-11-03 05:52:04.962,,,,,,,,,,,,,,,,,
847,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,MIT,2017-10-08 11:20:23.000,2022-12-20 03:03:28.000000,2022-11-03 07:32:51,114,,947.0,99.0,27.0,15.0,352.0,3469.0,An Open-Source Package for Knowledge Embedding (KE).,11.0,15,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
848,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2022-10-23 02:22:52.000000,2020-07-29 05:53:01,8,,549.0,141.0,26.0,214.0,102.0,2844.0,A distributed graph deep learning framework.,3.0,15,False,2020-07-07 02:24:18.000,2.0.0,2.0,euler-gl,,,,['tensorflow'],,,https://pypi.org/project/euler-gl,7.0,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
849,ZhuSuan,thu-ml/zhusuan,probabilistics,,https://github.com/thu-ml/zhusuan,https://github.com/thu-ml/zhusuan,MIT,2016-07-18 13:31:38.000,2022-12-17 20:33:19.000000,2019-08-05 10:00:04,439,,411.0,143.0,72.0,8.0,53.0,2185.0,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow.",20.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
850,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165,,258.0,53.0,13.0,20.0,13.0,1520.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,15,False,,,,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,49.0,73.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1681.0,3.0,,,,,,,,,,,,,,,,,,,
851,BLINK,facebookresearch/BLINK,nlp,,https://github.com/facebookresearch/BLINK,https://github.com/facebookresearch/BLINK,MIT,2019-09-25 21:27:44.000,2023-06-12 21:29:28.000000,2021-04-02 03:03:34,211,,207.0,39.0,39.0,56.0,34.0,1050.0,Entity Linker solution.,16.0,15,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
852,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2023-04-14 10:59:37.000000,2023-04-14 10:59:37,29,1.0,76.0,16.0,31.0,3.0,20.0,741.0,Leave One Feature Out Importance.,5.0,15,True,,,,lofo-importance,,,,,27.0,27.0,https://pypi.org/project/lofo-importance,1245.0,1245.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
853,SpeedTorch,Santosh-Gupta/SpeedTorch,gpu-utilities,,https://github.com/Santosh-Gupta/SpeedTorch,https://github.com/Santosh-Gupta/SpeedTorch,MIT,2019-09-07 18:57:52.000,2020-02-21 23:13:29.000000,2020-02-21 23:13:28,170,,40.0,25.0,4.0,4.0,2.0,661.0,Library for faster pinned CPU - GPU transfer in Pytorch.,3.0,15,False,2020-01-06 05:27:17.000,0.1.6,14.0,SpeedTorch,,,,['pytorch'],7.0,5.0,https://pypi.org/project/SpeedTorch,98.0,98.0,,,,,,,,3.0,,2020-01-06 05:27:17.000,2.0,,,,,,,,,,,,,,,,
854,OpenRec,ylongqi/openrec,recommender-systems,,https://github.com/ylongqi/openrec,https://github.com/ylongqi/openrec,Apache-2.0,2017-11-29 16:04:40.000,2023-03-24 23:54:19.000000,2020-02-19 07:57:17,213,,84.0,37.0,47.0,5.0,12.0,401.0,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms.,11.0,15,False,2020-02-18 06:52:11.000,0.3.0,12.0,openrec,,,,,2.0,1.0,https://pypi.org/project/openrec,50.0,50.0,,,,,,,,3.0,,2020-02-18 06:52:11.000,1.0,,,,,,,,,,,,,,,,
