,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
714,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,102.0,54.0,64.0,48.0,2912.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,701.0,701.0,,,,,,,,3.0,,rhsimplex/image-match,,,,,,,,,,,,,,,,,,
715,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,323.0,102.0,1000.0,87.0,260.0,2823.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
716,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,455.0,127.0,225.0,87.0,183.0,2298.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
717,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,252.0,54.0,35.0,15.0,105.0,2035.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,4476.0,4476.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
718,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,175.0,55.0,895.0,129.0,586.0,1883.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,18.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
719,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-07-18 11:41:11.000000,2022-01-30 01:22:30,743.0,,192.0,38.0,111.0,49.0,42.0,1701.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13.000,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],148.0,148.0,https://pypi.org/project/sklearn-contrib-lightning,,,2596.0,4830.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,204469.0,,,,,3.0,412.0,,,,,,,,,,,,,,,,,,,
720,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-01-21 21:25:55.000000,2024-01-21 21:25:55,370.0,2.0,143.0,17.0,70.0,15.0,38.0,1634.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,16.0,20,True,2023-09-06 15:43:22.000,0.1.2,11.0,pythae,,,,['pytorch'],20.0,20.0,https://pypi.org/project/pythae,,,1557.0,1557.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-10-11 20:58:29.000000,2020-12-17 06:57:15,932.0,,294.0,67.0,201.0,1.0,74.0,1579.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,20,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,,,73.0,299.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13117.0,3.0,,,,,,,,,,,,,,,,,,,,
722,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157.0,46.0,3.0,13.0,15.0,1531.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],24.0,24.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,1582.0,1582.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
723,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,66.0,51.0,22.0,75.0,1466.0,MLBox is a powerful Automated Machine Learning python library.,9.0,20,False,2019-08-25 22:46:42.000,0.8.1,7.0,mlbox,,,,,35.0,35.0,https://pypi.org/project/mlbox,,,531.0,531.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
724,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-02-10 16:41:21.000000,2024-02-10 16:41:20,438.0,9.0,186.0,61.0,7.0,13.0,29.0,1033.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,20,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,214.0,214.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
725,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,169.0,56.0,14.0,30.0,19.0,1012.0,python toolbox for visualizing geographical data and making maps.,8.0,20,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,184.0,172.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,504.0,744.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,8167.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
726,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-01-14 08:39:28.000000,2020-04-17 02:27:44,79.0,,131.0,25.0,76.0,43.0,36.0,1007.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,2.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,2.0,229331.0,229493.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7798.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
727,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,52.0,12.0,16.0,42.0,1005.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],80.0,76.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,84.0,84.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
728,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,133.0,36.0,16.0,8.0,4.0,922.0,Nudity detection with Python.,12.0,20,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3623.0,3611.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,12.0,628.0,628.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
729,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,129.0,18.0,24.0,27.0,39.0,809.0,python partial dependence plot toolbox.,7.0,20,True,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,24139.0,24494.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,19920.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
730,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2024-02-23 18:15:40.000000,2024-02-23 18:14:41,183.0,30.0,44.0,11.0,50.0,3.0,13.0,795.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",12.0,20,True,2024-02-23 18:15:40.000,1.1.1,29.0,uform,,,,['pytorch'],18.0,17.0,https://pypi.org/project/uform,2024-02-23 18:15:40.000,1.0,1053.0,1053.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
731,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2024-03-04 13:42:02.000000,2024-03-04 13:42:01,1154.0,31.0,123.0,30.0,971.0,15.0,50.0,755.0,Machine learning framework for both deep learning and traditional algorithms.,36.0,20,True,2021-06-22 05:25:53.000,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,,,430.0,430.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
732,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,148.0,36.0,33.0,25.0,39.0,753.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",20.0,20,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,118.0,102.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,771.0,771.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
733,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,158.0,76.0,98.0,51.0,43.0,750.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,14295.0,14295.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
734,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-02-21 00:34:45.000000,2024-01-08 12:42:48,1503.0,1.0,79.0,35.0,651.0,22.0,118.0,695.0,Scikit-learn style model finetuning for NLP.,23.0,20,True,2019-01-18 20:10:51.000,0.5.14,15.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,11.0,https://pypi.org/project/finetune,,,101.0,101.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
735,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2024-01-28 21:21:14.000000,2024-01-28 21:21:14,295.0,10.0,107.0,17.0,24.0,,85.0,663.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",12.0,20,True,2024-01-28 14:11:58.000,0.0.90,37.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2024-01-28 14:11:58.000,,5823.0,5823.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-12-06 04:45:55.894000,2018-12-04 14:43:25,32.0,,81.0,21.0,8.0,23.0,41.0,642.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,20,False,2018-01-15 18:11:51.000,0.9.0,8.0,pivottablejs,anaconda/pivottablejs,,,['jupyter'],411.0,411.0,https://pypi.org/project/pivottablejs,,,23271.0,23300.0,https://anaconda.org/anaconda/pivottablejs,2023-12-06 04:45:55.894,2891.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,53.0,30.0,12.0,11.0,15.0,632.0,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,228.0,174.0,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,54.0,7193.0,7193.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,104.0,24.0,25.0,43.0,61.0,608.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],163.0,161.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,1320.0,1429.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3600.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
739,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,103.0,10.0,14.0,5.0,16.0,569.0,Make Waffle Charts in Python.,6.0,20,False,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,,331.0,327.0,https://pypi.org/project/pywaffle,2022-06-08 03:10:36.000,4.0,5041.0,5223.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,11496.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,165.0,57.0,20.0,39.0,60.0,537.0,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,33.0,28.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,68.0,68.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,56.0,60.0,9.0,23.0,25.0,521.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21.000,0.2.1,3.0,deepsnap,,,,,86.0,86.0,https://pypi.org/project/deepsnap,,,381.0,381.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,
742,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-12-03 19:05:32.000000,2023-12-03 19:05:16,320.0,,96.0,26.0,6.0,3.0,31.0,487.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,20,True,2023-05-21 22:50:00.406,0.1.716,142.0,autoviml,,,,,26.0,24.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1159.0,1159.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2023-12-15 16:29:56.000000,2023-12-15 16:28:41,2274.0,1.0,41.0,12.0,11.0,9.0,52.0,484.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,7.0,20,True,2023-11-01 10:40:28.000,4.6.0,75.0,hyperactive,,,,,32.0,27.0,https://pypi.org/project/hyperactive,2023-10-24 14:03:36.000,5.0,2400.0,2402.0,,,,,,,,3.0,131.0,,,,,,,,,,,,,,,,,,,
744,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2024-02-27 08:23:20.000000,2023-06-18 21:56:30,277.0,,80.0,14.0,127.0,17.0,136.0,465.0,A Python library for dynamic classifier and ensemble selection.,16.0,20,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],47.0,45.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,1073.0,1073.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
745,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,81.0,20.0,247.0,10.0,23.0,400.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,24.0,23.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,2032.0,2032.0,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,,
746,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283.0,,68.0,24.0,48.0,15.0,19.0,392.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],47.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,47.0,6057.0,6492.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,32227.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
747,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2024-02-20 11:57:52.000000,2023-11-17 08:50:12,72.0,,59.0,8.0,12.0,11.0,18.0,364.0,TextAugment: Text Augmentation Library.,8.0,20,True,2023-11-16 20:54:10.000,2.0.0,9.0,textaugment,,,,,88.0,84.0,https://pypi.org/project/textaugment,2023-11-16 20:49:04.000,4.0,4923.0,4924.0,,,,,,,,3.0,64.0,,,,,,,,,,,,,,,,,,,
748,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,61.0,27.0,110.0,33.0,184.0,362.0,scalable audio processing framework and server written in Python.,22.0,20,False,2023-01-03 17:34:09.000,1.1.3,28.0,TimeSide,,,,,31.0,17.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,14.0,106.0,106.0,,,,,,,,3.0,,yomguy/TimeSide,,,,,,,,,,,,,,,,,,
749,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,47.0,26.0,19.0,15.0,16.0,325.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],242.0,236.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,6.0,1832.0,1832.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
750,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,41.0,8.0,10.0,287.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",18.0,16.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,312934.0,312934.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
751,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-03-02 06:47:42.000000,2023-07-02 18:02:16,1462.0,,44.0,15.0,171.0,19.0,64.0,236.0,Python Implementation and Extension of RDF2Vec.,7.0,20,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,42.0,40.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,2.0,375.0,375.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-02-05 07:59:49.000000,2024-02-05 07:59:48,584.0,6.0,32.0,24.0,637.0,21.0,127.0,234.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2023-08-10 10:30:37.000,0.13.0,20.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,2023-08-10 10:30:37.000,,2566.0,2586.0,,,,,,,,3.0,995.0,,,,,,,,,,,,,,,,,,,
753,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,421.0,407.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,14.0,1904.0,1908.0,,,,,,,,3.0,368.0,,,,,,,,,,,,,,,,,,,
754,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2023-05-01 07:53:03.000000,2023-05-01 07:50:02,24.0,,23.0,8.0,11.0,5.0,9.0,211.0,A Python module to convert natural language numerics into ints and floats.,4.0,20,False,2023-05-01 07:55:52.405,0.2.3,11.0,numerizer,,,,,75.0,73.0,https://pypi.org/project/numerizer,2023-01-03 08:08:01.830,2.0,65227.0,65227.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-03-05 09:02:43.000000,2024-03-05 08:55:36,860.0,19.0,17.0,8.0,182.0,11.0,23.0,150.0,Toolkit for developing and maintaining ML models.,14.0,20,False,2024-02-02 14:57:28.000,0.1.2,21.0,modelkit,,,,,,,https://pypi.org/project/modelkit,,,9238.0,9238.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
756,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2024-03-05 14:05:51.000000,2020-04-18 19:15:25,24.0,,992.0,138.0,42.0,31.0,10.0,7702.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,19,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],39.0,37.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,2.0,1110.0,1110.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
