,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
624,BytePS,bytedance/byteps,,distributed-ml,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000000,2021-01-28 06:20:13.000000,2021-01-18 09:02:53.000000,364,73.0,140.0,2674,411.0,A high performance and generic framework for distributed DNN training.,16.0,19,True,2020-08-27 15:42:13.000000,0.2.4,7.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2020-11-04 00:05:46.000000,,54.0,106.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,993.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
625,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,,graph,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000000,2021-01-19 22:30:41.000000,2021-01-19 22:30:34.000000,358,31.0,99.0,2666,142.0,Generate embeddings from large-scale graph-structured data.,19.0,19,True,2019-10-14 16:45:11.000000,1.0.0,3.0,torchbiggraph,,,,['pytorch'],4.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000000,4.0,262.0,267.0,,,,,,,,3.0,110.0,,,,,,,,,,,,,,,,,,,,,,
626,tf-quant-finance,google/tf-quant-finance,,financial-data,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000000,2021-01-26 20:48:55.000000,2021-01-26 20:48:48.000000,298,11.0,12.0,2413,622.0,High-performance TensorFlow library for quantitative finance.,30.0,19,True,,,20.0,tf-quant-finance,,,,['tensorflow'],4.0,4.0,https://pypi.org/project/tf-quant-finance,2020-09-18 21:02:09.000000,,114.0,114.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
627,Apache Singa,apache/singa,,distributed-ml,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000000,2021-01-28 03:00:58.000000,2021-01-15 13:09:22.000000,571,49.0,32.0,2167,2265.0,a distributed deep learning platform.,70.0,19,True,2020-04-21 08:01:08.000000,3.0.0,14.0,,nusdbsystem/singa,apache/singa,,,,,,,,,7.0,https://anaconda.org/nusdbsystem/singa,2021-01-20 03:00:28.355000,254.0,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956,2.0,165.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
628,Kashgari,BrikerMan/Kashgari,,nlp,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000000,2020-12-09 02:13:33.000000,2020-10-29 08:08:00.000000,377,32.0,302.0,2017,,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,19.0,19,True,2020-10-30 12:37:01.000000,2.0.1,23.0,kashgari-tf,,,,['tensorflow'],20.0,19.0,https://pypi.org/project/kashgari-tf,2019-06-26 12:27:50.000000,1.0,90.0,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
629,HiPlot,facebookresearch/hiplot,,data-viz,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000000,2021-01-11 09:04:54.000000,2021-01-11 08:56:16.000000,89,7.0,41.0,1950,110.0,HiPlot makes understanding high dimensional data easy.,6.0,19,True,2020-11-30 11:40:56.000000,0.1.22,33.0,hiplot,conda-forge/hiplot,,,,2.0,2.0,https://pypi.org/project/hiplot,2020-12-23 15:11:20.000000,0.0,1636.0,5425.0,https://anaconda.org/conda-forge/hiplot,2020-12-23 17:16:15.884000,41685.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
630,cuML,rapidsai/cuml,,gpu-utilities,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000000,2021-01-28 14:24:16.000000,2021-01-28 04:14:09.000000,300,629.0,933.0,1907,,cuML - RAPIDS Machine Learning Library.,121.0,19,True,2020-12-10 21:50:49.000000,0.17.0,5.0,cuml,,,,,,,https://pypi.org/project/cuml,2019-04-11 16:57:48.000000,,258.0,258.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
631,Coach,IntelLabs/coach,,reinforcement-learning,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000000,2020-12-21 12:46:30.000000,2020-12-15 08:02:16.000000,374,80.0,181.0,1906,512.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,34.0,19,True,2019-10-10 14:17:10.000000,1.0.1,13.0,rl_coach,,,,,1.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000000,1.0,106.0,106.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
632,hiddenlayer,waleedka/hiddenlayer,,ml-experiments,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000000,2020-04-24 07:32:11.000000,2020-04-24 06:58:09.000000,195,43.0,32.0,1368,58.0,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,19,True,2018-12-03 04:33:29.000000,0.2,3.0,hiddenlayer,,,,"['pytorch', 'tensorflow', 'jupyter']",58.0,54.0,https://pypi.org/project/hiddenlayer,2020-04-24 07:32:11.000000,4.0,1019.0,1019.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
633,DLTK,DLTK/DLTK,,medical-data,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000000,2021-01-15 01:31:30.000000,2019-01-21 14:01:28.000000,380,7.0,24.0,1238,379.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,19,False,,,5.0,dltk,,,,['tensorflow'],18.0,18.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000000,,58.0,58.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
634,doc2text,jlsutherland/doc2text,,ocr,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26.000000,92,12.0,9.0,1227,62.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,19,True,2016-09-06 21:59:21.000000,0.2.4,5.0,doc2text,,,,,32.0,32.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000000,,199.0,199.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
635,Sweetviz,fbdesignpro/sweetviz,,data-viz,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000000,2020-12-10 14:32:35.000000,2020-12-10 14:30:47.000000,134,21.0,43.0,1204,77.0,"Visualize and compare datasets, target values and associations, with one line of code.",6.0,19,True,2020-12-10 14:32:35.000000,2.0.4,22.0,sweetviz,,,,,,,https://pypi.org/project/sweetviz,2020-12-10 14:32:35.000000,,6300.0,6300.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
636,TaskTiger,closeio/tasktiger,,data-pipelines,https://github.com/closeio/tasktiger,https://github.com/closeio/tasktiger,MIT,2015-05-14 00:26:32.000000,2021-01-14 19:17:24.000000,2020-12-17 16:07:11.000000,58,30.0,31.0,1040,250.0,Python task queue using Redis.,19.0,19,True,2019-10-29 19:32:58.000000,0.10.1,22.0,tasktiger,,,,,28.0,19.0,https://pypi.org/project/tasktiger,2020-06-18 22:08:56.000000,9.0,275.0,275.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
637,Higher,facebookresearch/higher,,pytorch-utils,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000000,2020-11-23 06:15:24.000000,2020-10-28 16:53:07.000000,73,24.0,47.0,1030,28.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,6.0,19,True,2020-07-14 12:20:32.000000,0.2.1,2.0,higher,,,,['pytorch'],29.0,29.0,https://pypi.org/project/higher,2020-07-14 12:20:32.000000,,1111.0,1111.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
638,CausalNex,quantumblacklabs/causalnex,,interpretability,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000000,2021-01-06 22:35:58.000000,2021-01-06 22:35:57.000000,101,34.0,26.0,950,93.0,A Python library that helps data scientists to infer causation rather than observing correlation.,16.0,19,True,2021-01-06 22:07:04.000000,0.9.1,12.0,causalnex,,,,"['pytorch', 'sklearn']",7.0,7.0,https://pypi.org/project/causalnex,2020-12-07 16:16:39.000000,,6424.0,6424.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,True
639,gplearn,trevorstephens/gplearn,,others,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000000,2020-02-15 08:12:38.000000,2020-02-15 08:12:17.000000,151,31.0,114.0,903,146.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,19,True,2019-06-01 02:04:52.000000,0.4.1,5.0,gplearn,,,,['sklearn'],138.0,131.0,https://pypi.org/project/gplearn,2019-06-01 02:04:52.000000,7.0,782.0,782.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
640,geoplotlib,andrea-cuttone/geoplotlib,,geospatial-data,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000000,2020-04-10 20:00:31.000000,2019-05-06 07:06:50.000000,144,23.0,18.0,893,159.0,python toolbox for visualizing geographical data and making maps.,8.0,19,False,2016-07-27 14:55:01.000000,0.3.2,4.0,geoplotlib,,,,,97.0,88.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000000,9.0,745.0,745.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
641,Paddle Graph Learning,PaddlePaddle/PGL,,graph,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000000,2021-01-28 11:54:41.000000,2020-12-14 07:02:53.000000,117,15.0,28.0,884,349.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,17.0,19,True,2020-12-18 16:59:53.000000,2.0.0a,6.0,pgl,,,,['paddle'],11.0,9.0,https://pypi.org/project/pgl,2020-11-20 06:23:47.000000,2.0,309.0,309.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
642,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,,pytorch-utils,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000000,2021-01-27 21:35:09.000000,2021-01-27 21:35:03.000000,71,3.0,14.0,882,610.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,5.0,19,True,2021-01-14 10:42:46.000000,0.4.1,19.0,pytorch_toolbelt,,,,['pytorch'],1.0,,https://pypi.org/project/pytorch_toolbelt,2021-01-14 10:42:46.000000,1.0,7253.0,7253.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
643,mrq,pricingassistant/mrq,,data-pipelines,https://github.com/pricingassistant/mrq,https://github.com/pricingassistant/mrq,MIT,2014-02-13 09:32:40.000000,2021-01-07 22:22:25.000000,2020-12-13 18:58:15.000000,113,58.0,119.0,832,709.0,Mr. Queue - A distributed worker task queue in Python using Redis & gevent.,37.0,19,True,2018-08-31 16:03:04.000000,0.9.10,70.0,mrq,,,,,35.0,23.0,https://pypi.org/project/mrq,2018-08-31 16:03:04.000000,12.0,140.0,140.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
644,calamari,Calamari-OCR/calamari,,ocr,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000000,2021-01-27 19:02:27.000000,2021-01-23 15:36:59.000000,164,21.0,137.0,772,318.0,Line based ATR Engine based on OCRopy.,17.0,19,True,2021-01-19 17:04:33.000000,2.0.0,23.0,calamari_ocr,,,,,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000000,2.0,348.0,348.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
645,TensorFrames,databricks/tensorframes,,distributed-ml,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000000,2020-11-13 17:47:02.000000,2019-11-15 21:43:53.000000,159,51.0,43.0,768,221.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,19,False,2018-11-16 20:50:02.000000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000000,,3180.0,3180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
646,TabNet,dreamquark-ai/tabnet,,pytorch-utils,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000000,2021-01-28 11:37:15.000000,2021-01-28 10:24:21.000000,144,31.0,98.0,765,164.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,17.0,19,True,2021-01-12 18:18:02.000000,3.1.0,16.0,pytorch-tabnet,,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,2021-01-12 18:18:02.000000,,2052.0,2052.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
647,tffm,geffy/tffm,,tensorflow-utils,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000000,2020-05-22 21:40:58.000000,2020-05-22 21:40:57.000000,174,17.0,20.0,755,106.0,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,19,True,2018-01-27 11:43:26.000000,1.0.1,2.0,tffm,,,,['tensorflow'],11.0,10.0,https://pypi.org/project/tffm,2018-01-27 11:43:26.000000,1.0,1194.0,1194.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
648,TF Recommenders,tensorflow/recommenders,,recommender-systems,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000000,2021-01-21 20:28:19.000000,2021-01-21 20:27:28.000000,73,34.0,50.0,699,,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,17.0,19,True,2021-01-21 00:51:17.000000,0.4.0,8.0,tensorflow-recommenders,,,,['tensorflow'],11.0,11.0,https://pypi.org/project/tensorflow-recommenders,2021-01-21 00:51:17.000000,,2723.0,2723.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
649,pytorch-forecasting,jdb78/pytorch-forecasting,,time-series-data,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2021-01-27 10:01:40.000000,2021-01-27 07:25:47.000000,78,29.0,83.0,684,628.0,Time series forecasting with PyTorch.,11.0,19,True,2021-01-12 21:10:06.000000,0.8.2,23.0,pytorch-forecasting,,,,,,,https://pypi.org/project/pytorch-forecasting,2021-01-12 21:10:06.000000,,2509.0,2509.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
650,finetune,IndicoDataSolutions/finetune,,nlp,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000000,2021-01-25 15:10:47.000000,2021-01-06 19:43:32.000000,67,18.0,115.0,630,1201.0,Scikit-learn style model finetuning for NLP.,18.0,19,True,2019-11-07 19:42:32.000000,0.8.6,37.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2020-01-10 22:42:24.000000,2.0,102.0,102.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
651,NGT,yahoojapan/NGT,,nn-search,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000000,2021-01-27 05:16:30.000000,2021-01-27 05:14:47.000000,69,7.0,69.0,610,119.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,10.0,19,True,2021-01-12 23:33:02.000000,1.12.3,46.0,ngt,,,,,3.0,,https://pypi.org/project/ngt,2020-09-23 06:52:45.000000,3.0,2479.0,2479.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
652,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,,ml-experiments,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000000,2020-10-27 20:51:06.000000,2019-10-21 07:52:07.000000,52,9.0,15.0,608,46.0,Log TensorBoard events without touching TensorFlow.,5.0,19,False,2018-02-08 07:28:51.000000,0.1.0,5.0,tensorboard_logger,,,,,42.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000000,42.0,58843.0,58843.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
653,matrixprofile-ts,target/matrixprofile-ts,,time-series-data,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42.000000,90,18.0,34.0,605,198.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,True,2019-08-08 01:24:38.000000,0.0.9,9.0,matrixprofile-ts,,,,,12.0,12.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000000,,2477.0,2477.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
654,baikal,alegonz/baikal,,others,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000000,2021-01-18 14:25:44.000000,2021-01-18 14:25:42.000000,29,4.0,11.0,570,394.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,19,True,2020-05-17 12:40:17.000000,0.4.2,7.0,baikal,conda-forge/cython-blis,,,,3.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000000,,20.0,17876.0,https://anaconda.org/conda-forge/cython-blis,2020-12-07 11:23:01.451000,392853.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
655,PFRL,pfnet/pfrl,,reinforcement-learning,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000000,2021-01-28 05:01:37.000000,2021-01-28 05:01:36.000000,61,22.0,22.0,502,328.0,PFRL: a PyTorch-based deep reinforcement learning library.,11.0,19,True,2020-12-17 04:57:58.000000,0.2.1,4.0,pfrl,,,,,4.0,4.0,https://pypi.org/project/pfrl,2020-12-17 05:00:25.000000,,343.0,343.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
656,iterative-stratification,trent-b/iterative-stratification,,sklearn-utils,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000000,2020-09-12 15:32:44.000000,2020-09-12 15:35:02.000000,44,1.0,10.0,494,47.0,scikit-learn cross validators for iterative stratification of multilabel data.,4.0,19,True,2018-08-12 18:12:43.000000,0.1.6,5.0,iterative-stratification,,,,['sklearn'],102.0,102.0,https://pypi.org/project/iterative-stratification,2018-08-12 18:28:50.000000,,2955.0,2955.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
657,lets-plot,JetBrains/lets-plot,,data-viz,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000000,2021-01-28 11:20:02.000000,2021-01-28 11:06:39.000000,15,48.0,71.0,483,1752.0,An open-source plotting library for statistical data.,14.0,19,True,2020-12-23 21:48:58.000000,1.5.6,26.0,lets-plot,,,,,,,https://pypi.org/project/lets-plot,2020-12-23 21:38:29.000000,,3884.0,3884.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
658,N2,kakao/n2,,nn-search,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000000,2020-10-21 05:15:27.000000,2020-10-21 05:14:11.000000,52,17.0,22.0,451,242.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,17.0,19,True,2020-10-16 03:43:47.000000,0.1.7,8.0,n2,,,,,14.0,12.0,https://pypi.org/project/n2,2020-10-16 02:48:11.000000,2.0,293.0,293.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
659,HpBandSter,automl/HpBandSter,,hyperopt,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000000,2020-09-06 09:54:54.000000,2019-03-26 09:26:28.000000,93,53.0,34.0,441,187.0,a distributed Hyperband implementation on Steroids.,11.0,19,False,2019-07-30 12:47:43.000000,1.0,6.0,hpbandster,,,,,128.0,112.0,https://pypi.org/project/hpbandster,2018-10-24 09:31:01.000000,16.0,4906.0,4906.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
660,Feature Engine,solegalli/feature_engine,,others,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000000,2021-01-25 12:36:37.909000,2021-01-23 11:51:12.000000,127,26.0,73.0,432,104.0,Feature engineering package with sklearn like functionality.,20.0,19,True,2021-01-23 12:03:16.000000,1.0.2,25.0,feature_engine,conda-forge/feature_engine,,,,2.0,,https://pypi.org/project/feature_engine,2021-01-23 12:03:16.000000,2.0,11089.0,11347.0,https://anaconda.org/conda-forge/feature_engine,2021-01-25 12:36:37.909000,1292.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
661,What-If Tool,PAIR-code/what-if-tool,,interpretability,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000000,2021-01-19 14:40:37.214000,2021-01-19 14:26:52.000000,91,34.0,35.0,427,313.0,Source code/webpage/demos for the What-If Tool.,18.0,19,True,2021-01-19 14:40:37.214000,1.8.0,38.0,witwidget,,,,,0.0,,https://pypi.org/project/witwidget,2021-01-19 14:40:21.000000,0.0,2841.0,5189.0,,,,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-01-19 14:40:37.214000,,2348.0,,,,,,,,,,,,,,,
662,Poutyne,GRAAL-Research/poutyne,,pytorch-utils,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000000,2021-01-24 21:18:10.000000,2020-12-24 16:52:02.000000,47,12.0,35.0,422,495.0,A simplified framework and utilities for PyTorch.,15.0,19,False,2020-12-24 17:01:16.000000,1.2,18.0,poutyne,,,,['pytorch'],54.0,52.0,https://pypi.org/project/poutyne,2020-12-24 17:02:00.000000,2.0,275.0,275.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
663,pivottablejs,nicolaskruchten/jupyter_pivottablejs,,data-viz,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,56,16.0,37.0,417,32.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,19,False,2018-01-15 18:14:37.000000,0.9.0,10.0,pivottablejs,,,,['jupyter'],157.0,143.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000000,14.0,3979.0,3979.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
664,seglearn,dmbee/seglearn,,time-series-data,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000000,2021-01-17 19:11:59.000000,2021-01-16 23:21:41.000000,47,6.0,20.0,416,267.0,Python module for machine learning time series:.,13.0,19,True,2020-04-02 15:26:06.000000,1.2.2,21.0,seglearn,,,,,7.0,6.0,https://pypi.org/project/seglearn,2021-01-17 19:11:59.000000,1.0,1438.0,1438.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
665,lazypredict,shankarpandala/lazypredict,,hyperopt,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000000,2021-01-24 11:57:09.000000,2021-01-23 23:52:55.000000,82,42.0,24.0,355,81.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,10.0,19,True,2020-07-09 04:53:31.000000,0.2.7,9.0,lazypredict,,,,['sklearn'],18.0,18.0,https://pypi.org/project/lazypredict,2020-07-09 04:53:31.000000,,1520.0,1520.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
