,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id,new_addition
843,kglib,vaticle/kglib,graph,,https://github.com/vaticle/kglib,https://github.com/vaticle/kglib,Apache-2.0,2018-09-16 16:46:48.000,2021-10-22 14:09:11.000000,2021-10-22 14:09:00,488.0,,86,34.0,98.0,12.0,49.0,494,Grakn Knowledge Graph Library (ML R&D).,7.0,16,True,2020-08-19 15:39:10.000,0.2.2,7.0,grakn-kglib,,,,,,,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000,,79.0,84.0,,,,,,,,3.0,211.0,,,,,,,,,,,,,,,,,,,,
844,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2021-10-04 13:21:59.000000,2021-10-04 13:20:39,26.0,,52,14.0,26.0,5.0,13.0,442,Leave One Feature Out Importance.,3.0,16,True,2021-10-04 13:21:59.000,0.3.1,11.0,lofo-importance,,,,,7.0,7.0,https://pypi.org/project/lofo-importance,2021-10-04 13:21:59.000,,284.0,284.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
845,OpenRec,ylongqi/openrec,recommender-systems,,https://github.com/ylongqi/openrec,https://github.com/ylongqi/openrec,Apache-2.0,2017-11-29 16:04:40.000,2022-02-09 23:36:33.000000,2020-02-19 07:57:17,213.0,,84,36.0,43.0,5.0,12.0,391,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms.,11.0,16,False,2020-02-18 06:52:11.000,0.3.0,12.0,openrec,,,,,2.0,1.0,https://pypi.org/project/openrec,2020-02-18 06:52:11.000,1.0,22.0,22.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
846,Adversary,airbnb/artificial-adversary,adversarial,,https://github.com/airbnb/artificial-adversary,https://github.com/airbnb/artificial-adversary,MIT,2018-08-08 04:42:11.000,2022-01-07 11:24:14.000000,2018-08-29 15:31:30,15.0,,51,21.0,6.0,6.0,,363,Tool to generate adversarial text examples and test machine learning models against them.,5.0,16,False,2018-08-29 15:14:41.000,1.1.1,3.0,Adversary,conda-forge/artificial-adversary,,,,7.0,6.0,https://pypi.org/project/Adversary,2018-08-29 15:14:41.000,1.0,37.0,164.0,https://anaconda.org/conda-forge/artificial-adversary,2021-04-30 19:05:10.636,2419.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
847,tfdeploy,riga/tfdeploy,model-serialisation,,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000,2021-01-08 09:52:54.000000,2021-01-08 09:52:49,170.0,,38,23.0,5.0,11.0,23.0,346,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,16,False,2017-03-30 10:51:26.000,0.4.2,22.0,tfdeploy,,,,['tensorflow'],2.0,,https://pypi.org/project/tfdeploy,2017-03-30 10:51:26.000,2.0,82.0,82.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
848,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2021-08-18 06:06:52.000000,2021-08-18 06:06:51,1404.0,,17,5.0,215.0,2.0,26.0,345,Camphr - NLP libary for creating pipeline components.,7.0,16,True,2021-07-28 07:48:46.000,0.10.0,48.0,camphr,,,,['spacy'],2.0,,https://pypi.org/project/camphr,2021-07-28 07:48:46.000,2.0,236.0,236.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
849,pdvega,altair-viz/pdvega,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13,177.0,,31,22.0,21.0,16.0,10.0,340,Interactive plotting for Pandas using Vega-Lite.,9.0,16,False,,,1.0,pdvega,,,,,71.0,64.0,https://pypi.org/project/pdvega,2018-02-01 04:56:43.000,7.0,124.0,124.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
850,data-describe,data-describe/data-describe,data-viz,,https://github.com/data-describe/data-describe,https://github.com/data-describe/data-describe,Apache-2.0,2020-05-04 17:58:14.000,2022-02-07 05:05:16.000000,2021-11-19 06:05:15,700.0,,15,14.0,237.0,69.0,175.0,289,datadescribe: Pythonic EDA Accelerator for Data Science.,14.0,16,False,,,5.0,data-describe,,,,,,,https://pypi.org/project/data-describe,2020-12-03 23:07:43.000,,406.0,406.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
851,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2022-01-07 00:02:17.000000,2021-02-02 09:03:57,184.0,,39,8.0,12.0,10.0,17.0,287,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,16,False,2021-02-07 11:06:21.000,2.407,56.0,explainx,,,,,,,https://pypi.org/project/explainx,2021-02-04 16:44:24.000,,1349.0,1349.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,
852,solt,MIPT-Oulu/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2021-10-12 22:58:52.000000,2020-04-09 06:44:39,336.0,,19,7.0,30.0,17.0,30.0,253,Streaming over lightweight data transformations.,4.0,16,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,,29.0,26.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000,3.0,147.0,147.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,Oulu-IMEDS/solt,
853,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2021-11-08 16:53:47.290000,2021-06-14 10:58:10,162.0,,36,17.0,1.0,9.0,5.0,248,Analyze Data with Pandas-based Networks. Documentation:.,2.0,16,False,2020-10-01 13:20:38.000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,,,['pandas'],3.0,3.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000,,126.0,2301.0,https://anaconda.org/conda-forge/deepgraph,2021-11-08 16:53:47.290,117453.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
854,NeuralCompression,facebookresearch/NeuralCompression,others,,https://github.com/facebookresearch/NeuralCompression,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2022-02-09 16:41:19.000000,2022-02-09 16:41:15,92.0,25.0,16,12.0,120.0,18.0,44.0,236,A collection of tools for neural compression enthusiasts.,3.0,16,False,2022-01-12 14:55:21.000,0.2.1,3.0,neuralcompression,,,,,,,https://pypi.org/project/neuralcompression,2022-01-12 14:55:21.000,,30.0,30.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
855,Maze,enlite-ai/maze,reinforcement-learning,,https://github.com/enlite-ai/maze,https://github.com/enlite-ai/maze,Custom,2021-02-11 08:26:37.000,2022-02-15 09:51:58.000000,2021-12-13 15:30:15,947.0,515.0,5,7.0,24.0,1.0,2.0,202,Maze Applied Reinforcement Learning Framework.,3.0,16,False,2021-12-13 16:04:42.000,0.1.8,20.0,maze-rl,,enliteai/maze,,['pytorch'],1.0,1.0,https://pypi.org/project/maze-rl,2021-12-13 16:04:42.000,,59.0,78.0,,,,https://hub.docker.com/r/enliteai/maze,2021-06-24 21:00:27.801118,,236.0,3.0,,,,,,,,,,,,,,,,,,,,,
856,steppy,minerva-ml/steppy,ml-experiments,,https://github.com/minerva-ml/steppy,https://github.com/minerva-ml/steppy,MIT,2018-01-15 09:40:49.000,2018-11-23 09:49:59.000000,2018-11-23 09:47:34,69.0,,33,14.0,54.0,16.0,50.0,132,"Lightweight, Python library for fast and reproducible experimentation.",5.0,16,False,2018-11-23 09:49:59.000,0.1.16,16.0,steppy,,,,,47.0,42.0,https://pypi.org/project/steppy,2018-11-23 09:49:59.000,5.0,44.0,44.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
857,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2021-11-03 16:23:46.000000,2019-12-13 19:03:25,138.0,,503,182.0,109.0,50.0,148.0,3725,"Learning embeddings for classification, retrieval and ranking.",17.0,15,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
858,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,MIT,2017-10-08 11:20:23.000,2021-09-29 09:46:39.000000,2021-04-06 08:24:50,113.0,,849,98.0,25.0,68.0,312.0,2903,An Open-Source Package for Knowledge Embedding (KE).,10.0,15,True,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
859,GraphSAGE,williamleif/GraphSAGE,graph,,https://github.com/williamleif/GraphSAGE,https://github.com/williamleif/GraphSAGE,MIT,2017-05-29 15:36:22.000,2022-02-11 02:33:57.000000,2018-09-19 19:27:00,59.0,,727,74.0,27.0,96.0,59.0,2636,Representation learning on large graphs using stochastic graph convolutions.,9.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
860,ZhuSuan,thu-ml/zhusuan,probabilistics,,https://github.com/thu-ml/zhusuan,https://github.com/thu-ml/zhusuan,MIT,2016-07-18 13:31:38.000,2020-01-09 14:51:27.000000,2019-08-05 10:00:04,439.0,,404,144.0,70.0,8.0,53.0,2109,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow.",20.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
861,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2021-06-24 12:28:13.000000,2020-04-18 19:15:25,24.0,,150,49.0,8.0,2.0,3.0,1887,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,15,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],5.0,4.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,1.0,30.0,30.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
862,OpenNE,thunlp/OpenNE,graph,,https://github.com/thunlp/OpenNE,https://github.com/thunlp/OpenNE,MIT,2017-10-08 04:58:20.000,2022-01-28 17:40:30.000000,2019-08-12 10:56:27,98.0,,468,66.0,23.0,50.0,94.0,1546,An Open-Source Package for Network Embedding (NE).,10.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
863,Botflow,kkyon/botflow,data-pipelines,,https://github.com/kkyon/botflow,https://github.com/kkyon/botflow,BSD-3-Clause,2018-08-20 03:13:31.000,2020-12-31 09:03:22.000000,2019-05-23 14:40:50,192.0,,101,55.0,28.0,2.0,2.0,1181,"Python Fast Dataflow programming framework for Data pipeline work( Web Crawler,Machine Learning,Quantitative..",11.0,15,False,2018-09-14 14:38:32.000,0.2.0,5.0,botflow,,,,,1.0,1.0,https://pypi.org/project/botflow,2018-09-14 14:38:32.000,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
864,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2021-11-17 21:38:50.000000,2021-11-17 21:38:50,45.0,,96,24.0,10.0,18.0,51.0,683,Code for High-Precision Model-Agnostic Explanations paper.,10.0,15,True,,,8.0,anchor_exp,,,,,,,https://pypi.org/project/anchor_exp,2020-06-26 20:56:50.000,,966.0,966.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
865,SpeedTorch,Santosh-Gupta/SpeedTorch,gpu-utilities,,https://github.com/Santosh-Gupta/SpeedTorch,https://github.com/Santosh-Gupta/SpeedTorch,MIT,2019-09-07 18:57:52.000,2020-02-21 23:13:29.000000,2020-02-21 23:13:28,170.0,,39,26.0,4.0,4.0,2.0,647,Library for faster pinned CPU - GPU transfer in Pytorch.,3.0,15,False,2020-01-06 05:27:17.000,0.1.6,14.0,SpeedTorch,,,,['pytorch'],5.0,3.0,https://pypi.org/project/SpeedTorch,2020-01-06 05:27:17.000,2.0,98.0,98.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
866,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2021-06-30 12:46:02.000000,2021-04-27 11:10:20,127.0,,80,18.0,14.0,10.0,22.0,644,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,15,True,2020-05-29 14:39:38.000,0.1.3,12.0,flashtorch,,,,['pytorch'],9.0,9.0,https://pypi.org/project/flashtorch,2020-05-29 14:38:32.000,,539.0,539.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
867,VizSeq,facebookresearch/vizseq,nlp,,https://github.com/facebookresearch/vizseq,https://github.com/facebookresearch/vizseq,MIT,2019-08-26 13:19:38.000,2022-02-13 00:22:43.000000,2022-02-13 00:22:41,59.0,4.0,45,16.0,45.0,7.0,9.0,382,"An Analysis Toolkit for Natural Language Generation (Translation, Captioning, Summarization, etc.).",3.0,15,True,2020-08-07 01:13:52.000,0.1.15,16.0,vizseq,,,,,4.0,4.0,https://pypi.org/project/vizseq,2020-08-07 01:13:52.000,,96.0,96.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
868,ptgnn,microsoft/ptgnn,graph,,https://github.com/microsoft/ptgnn,https://github.com/microsoft/ptgnn,MIT,2020-05-12 08:42:30.000,2022-02-01 17:31:29.000000,2022-02-01 17:31:29,99.0,5.0,36,10.0,17.0,2.0,5.0,305,A PyTorch Graph Neural Network Library.,7.0,15,True,2021-10-21 21:43:04.000,0.10.4,18.0,ptgnn,,,,['pytorch'],1.0,1.0,https://pypi.org/project/ptgnn,2021-10-21 21:43:04.000,,94.0,94.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
869,interpret-text,interpretml/interpret-text,interpretability,,https://github.com/interpretml/interpret-text,https://github.com/interpretml/interpret-text,MIT,2019-09-04 16:39:48.000,2022-02-13 08:33:30.000000,2021-12-06 17:38:41,146.0,3.0,54,18.0,143.0,58.0,16.0,302,A library that incorporates state-of-the-art explainers for text-based machine learning models and visualizes the..,17.0,15,True,2021-12-07 15:12:02.000,0.1.3,5.0,interpret-text,,,,['jupyter'],,,https://pypi.org/project/interpret-text,2021-12-07 01:57:31.000,,98.0,98.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
870,NeuralQA,victordibia/neuralqa,nlp,,https://github.com/victordibia/neuralqa,https://github.com/victordibia/neuralqa,MIT,2020-05-19 03:55:56.000,2022-02-13 19:51:55.000000,2020-12-16 17:41:37,312.0,,31,5.0,57.0,31.0,8.0,219,NeuralQA: A Usable Library for Question Answering on Large Datasets with BERT.,3.0,15,False,,,27.0,neuralqa,,,,,4.0,4.0,https://pypi.org/project/neuralqa,2020-09-18 17:54:50.000,,79.0,79.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
871,Parfit,jmcarpenter2/parfit,hyperopt,,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000,2020-04-04 19:26:44.000000,2020-04-04 19:26:37,127.0,,25,4.0,4.0,6.0,5.0,200,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",2.0,15,False,,,23.0,parfit,,,,['sklearn'],9.0,9.0,https://pypi.org/project/parfit,2018-10-11 22:03:16.000,,23340.0,23340.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
872,ipyexperiments,stas00/ipyexperiments,gpu-utilities,,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,6.0,10,6.0,2.0,1.0,5.0,144,jupyter/ipython experiment containers for GPU and general RAM re-use.,3.0,15,False,2021-12-07 18:44:34.000,0.1.28,24.0,ipyexperiments,,,,['jupyter'],7.0,5.0,https://pypi.org/project/ipyexperiments,2021-12-07 18:44:34.000,2.0,94.0,94.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
873,dabl,amueller/dabl,sklearn-utils,,https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000,2021-07-09 20:34:09.000000,2021-07-09 18:47:52,275.0,,9,3.0,3.0,1.0,,113,Data Analysis Baseline Library.,21.0,15,False,2021-07-09 19:20:43.000,0.2.2,12.0,dabl,,,,['sklearn'],,,https://pypi.org/project/dabl,2021-07-09 19:20:43.000,,2450.0,2450.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
874,nptsne,biovault/nptsne,data-viz,,https://github.com/biovault/nptsne,https://github.com/biovault/nptsne,Apache-2.0,2019-06-28 08:40:25.000,2021-12-23 19:59:24.000000,2021-02-03 08:52:27,857.0,,2,3.0,1.0,7.0,5.0,27,nptsne is a numpy compatible python binary package that offers a number of APIs for fast tSNE calculation.,3.0,15,False,2021-12-23 15:53:08.000,1.2.0,3.0,nptsne,,,,,3.0,3.0,https://pypi.org/project/nptsne,2021-12-23 15:53:08.000,,226.0,226.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
875,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2022-02-16 20:01:43.000000,2022-02-16 19:42:58,82.0,82.0,3,1.0,24.0,,,23,Automated feature discovery & enrichment library automatically find and enrich ML models with relevant external..,7.0,15,False,2021-12-03 01:26:10.000,0.9.0,52.0,upgini,,,,,,,https://pypi.org/project/upgini,2022-02-16 20:01:43.000,,1371.0,1371.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
876,Torch Points 3D,nicolas-chaulet/torch-points3d,image,,https://github.com/nicolas-chaulet/torch-points3d,https://github.com/nicolas-chaulet/torch-points3d,BSD-3-Clause,2022-01-09 14:41:37.000,2021-12-10 20:17:18.000000,2021-12-10 20:17:18,1788.0,14.0,4,,,,,14,Pytorch framework for doing deep learning on point clouds.,29.0,15,False,2021-04-30 09:00:22.000,1.3.0,14.0,torch-points3d,,,,['pytorch'],,,https://pypi.org/project/torch-points3d,2021-04-30 09:00:22.000,,601.0,601.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
877,Medical Detection Toolkit,MIC-DKFZ/medicaldetectiontoolkit,medical-data,,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,Apache-2.0,2018-10-12 12:34:57.000,2022-01-13 05:17:27.000000,2021-09-09 14:14:04,40.0,,276,52.0,11.0,40.0,85.0,1090,"The Medical Detection Toolkit contains 2D + 3D implementations of prevalent object detectors such as Mask R-CNN,..",3.0,14,True,,,,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
878,GraphGym,snap-stanford/GraphGym,graph,,https://github.com/snap-stanford/GraphGym,https://github.com/snap-stanford/GraphGym,MIT,2020-10-14 05:01:35.000,2021-12-11 19:28:20.000000,2021-12-11 19:28:20,63.0,2.0,100,20.0,11.0,3.0,22.0,895,Platform for designing and evaluating Graph Neural Networks (GNN).,5.0,14,True,2021-06-29 06:03:18.000,0.3.1,2.0,graphgym,,,,,2.0,2.0,https://pypi.org/project/graphgym,2021-06-29 02:17:44.000,,72.0,73.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,
879,madgrad,facebookresearch/madgrad,pytorch-utils,,https://github.com/facebookresearch/madgrad,https://github.com/facebookresearch/madgrad,MIT,2021-01-12 19:41:06.000,2022-02-16 23:09:10.000000,2022-02-16 21:30:46,14.0,1.0,53,19.0,2.0,2.0,6.0,751,MADGRAD Optimization Method.,1.0,14,True,,,2.0,madgrad,,,,['pytorch'],23.0,23.0,https://pypi.org/project/madgrad,2021-04-01 13:54:29.000,,5523.0,5523.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
880,Translate,pytorch/translate,nlp,,https://github.com/pytorch/translate,https://github.com/pytorch/translate,BSD-3-Clause,2018-04-24 16:44:04.000,2021-10-06 18:21:48.000000,2021-10-06 18:21:42,810.0,,172,44.0,667.0,66.0,27.0,725,Translate - a PyTorch Language Library.,87.0,14,True,,,1.0,pytorch-translate,,,,['pytorch'],,,https://pypi.org/project/pytorch-translate,2018-05-01 19:59:40.000,,2.0,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
881,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-01-23 02:59:57.000000,2022-01-23 02:59:36,170.0,1.0,86,18.0,17.0,1.0,26.0,539,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,12.0,14,False,2021-08-30 06:41:29.000,0.0.5,5.0,textflint,,,,,2.0,2.0,https://pypi.org/project/textflint,2021-08-30 06:41:29.000,,134.0,134.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
882,atspy,firmai/atspy,time-series-data,,https://github.com/firmai/atspy,https://github.com/firmai/atspy,MIT,2020-01-28 05:00:10.000,2022-02-10 01:20:22.000000,2021-12-18 09:26:18,99.0,1.0,80,21.0,14.0,18.0,2.0,414,AtsPy: Automated Time Series Models in Python (by @firmai).,5.0,14,True,2020-11-12 16:10:48.000,zen,39.0,atspy,,,,,5.0,5.0,https://pypi.org/project/atspy,2020-04-24 18:16:15.000,,927.0,927.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
883,caliban,google/caliban,ml-experiments,,https://github.com/google/caliban,https://github.com/google/caliban,Apache-2.0,2020-06-02 18:12:50.000,2021-07-28 10:12:57.000000,2020-09-25 16:15:35,254.0,,42,19.0,79.0,15.0,12.0,411,"Research workflows made easy, locally and in the Cloud.",9.0,14,False,2020-09-12 19:41:23.000,0.4.1,10.0,caliban,,,,,,,https://pypi.org/project/caliban,2020-09-12 19:41:23.000,,49.0,49.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
884,TransferNLP,feedly/transfer-nlp,nlp,,https://github.com/feedly/transfer-nlp,https://github.com/feedly/transfer-nlp,MIT,2019-03-12 20:00:31.000,2020-05-28 19:00:02.000000,2020-05-28 17:31:53,465.0,,18,13.0,57.0,4.0,20.0,291,NLP library designed for reproducible experimentation management.,7.0,14,False,2020-05-28 19:00:02.000,0.1.6,8.0,transfer-nlp,,,,['pytorch'],,,https://pypi.org/project/transfer-nlp,2020-05-28 19:00:02.000,,184.0,184.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
885,Headliner,as-ideas/headliner,nlp,,https://github.com/as-ideas/headliner,https://github.com/as-ideas/headliner,MIT,2019-09-30 11:33:28.000,2021-03-26 07:19:57.000000,2020-02-14 09:03:27,276.0,,41,16.0,7.0,1.0,13.0,230,Easy training and deployment of seq2seq models.,2.0,14,False,2020-01-24 09:06:29.000,1.0.2,30.0,headliner,,,,,4.0,3.0,https://pypi.org/project/headliner,2020-01-24 09:06:29.000,1.0,101.0,101.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
886,tsaug,arundo/tsaug,time-series-data,,https://github.com/arundo/tsaug,https://github.com/arundo/tsaug,Apache-2.0,2019-09-27 00:38:05.000,2020-04-17 02:55:58.000000,2020-04-17 02:46:38,10.0,,25,10.0,7.0,7.0,3.0,224,A Python package for time series augmentation.,4.0,14,False,2020-04-17 02:50:25.000,0.2.1,4.0,tsaug,,,,,,,https://pypi.org/project/tsaug,2020-04-17 02:50:25.000,,2301.0,2301.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
887,TorchDrift,torchdrift/torchdrift,pytorch-utils,,https://github.com/TorchDrift/TorchDrift,https://github.com/TorchDrift/TorchDrift,Apache-2.0,2021-02-10 09:27:48.000,2021-06-29 11:52:29.000000,2021-06-29 11:52:29,33.0,,7,10.0,4.0,2.0,5.0,196,Drift Detection for your PyTorch Models.,2.0,14,False,2021-03-08 12:21:48.000,0.1.0,3.0,torchdrift,,,,['pytorch'],18.0,18.0,https://pypi.org/project/torchdrift,2021-03-08 12:51:05.000,,235.0,235.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
888,HugsVision,qanastek/HugsVision,image,,https://github.com/qanastek/HugsVision,https://github.com/qanastek/HugsVision,MIT,2021-08-12 21:46:08.000,2021-12-25 03:44:41.000000,2021-12-25 03:44:33,70.0,21.0,10,3.0,1.0,12.0,20.0,144,HugsVision is a easy to use huggingface wrapper for state-of-the-art computer vision.,2.0,14,False,2021-12-19 22:13:56.000,0.75.2,76.0,hugsvision,,,,['huggingface'],2.0,2.0,https://pypi.org/project/hugsvision,2021-12-19 22:27:31.000,,534.0,534.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
889,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2022-01-07 06:54:29.000000,2022-01-07 06:54:29,18.0,1.0,14,5.0,7.0,2.0,4.0,140,A Python module to convert natural language numerics into ints and floats.,3.0,14,False,2021-04-03 04:33:45.000,0.2.0,8.0,numerizer,,,,,18.0,18.0,https://pypi.org/project/numerizer,2021-04-03 04:33:45.000,,3935.0,3935.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
890,datajob,vincentclaes/datajob,data-pipelines,,https://github.com/vincentclaes/datajob,https://github.com/vincentclaes/datajob,Apache-2.0,2020-10-22 19:07:31.000,2022-01-08 18:26:40.000000,2022-01-08 18:26:39,394.0,7.0,13,4.0,71.0,17.0,40.0,83,Build and deploy a serverless data pipeline on AWS with no effort.,6.0,14,False,2021-08-13 11:25:15.000,0.10.1,11.0,datajob,,,,,,,https://pypi.org/project/datajob,2021-08-13 11:25:15.000,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
