,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
724,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,103.0,10.0,14.0,5.0,16.0,560.0,Make Waffle Charts in Python.,6.0,20,False,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,,272.0,269.0,https://pypi.org/project/pywaffle,2022-06-08 03:10:36.000,3.0,3994.0,4180.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,10827.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
725,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,30.0,31.0,5.0,24.0,555.0,Python module for machine learning time series:.,14.0,20,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,47.0,45.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,964.0,964.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
726,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-07-09 16:15:44.000000,2023-07-09 16:09:49,767.0,3.0,63.0,18.0,111.0,8.0,47.0,552.0,A simplified framework and utilities for PyTorch.,20.0,20,False,2023-07-09 16:15:44.000,1.17.1,37.0,poutyne,,,,['pytorch'],127.0,122.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3897.0,3897.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
727,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,164.0,56.0,20.0,39.0,60.0,535.0,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,31.0,26.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,70.0,70.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
728,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-03-27 07:10:33.000000,2023-03-27 07:10:33,410.0,,51.0,60.0,8.0,20.0,24.0,498.0,Python library assists deep learning on graphs.,17.0,20,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,67.0,66.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,523.0,523.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,
729,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-09-06 11:08:57.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,12.0,20.0,480.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2020-09-28 07:19:15.000,0.6.0,13.0,apricot-select,,,,,82.0,74.0,https://pypi.org/project/apricot-select,2020-09-28 07:19:15.000,8.0,4687.0,4687.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,,
730,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-05-21 22:48:24.000000,2023-05-21 22:12:32,319.0,,94.0,26.0,6.0,4.0,25.0,466.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,20,True,2023-05-21 22:50:00.406,0.1.716,142.0,autoviml,,,,,24.0,22.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1006.0,1006.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
731,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-10-04 01:35:07.000000,2023-09-04 05:41:43,372.0,1.0,97.0,29.0,21.0,37.0,10.0,464.0,A python library for Bayesian time series modeling.,6.0,20,True,2023-05-07 06:30:08.000,0.1.1.12,14.0,pydlm,,,,,34.0,32.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,32204.0,32204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
732,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-06-04 11:48:19.000000,2023-03-05 00:16:57,419.0,,96.0,35.0,276.0,68.0,172.0,437.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",19.0,20,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,72.0,70.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,2.0,991.0,994.0,,,,,,,,3.0,281.0,,,,,,,,,,,,,,,,,,,
733,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2023-10-05 14:58:23.000000,2023-10-04 16:30:02,2724.0,156.0,57.0,12.0,240.0,9.0,103.0,401.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,20,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,19.0,19.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
734,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2023-09-14 03:34:32.000000,2023-09-14 03:33:36,4705.0,15.0,37.0,13.0,1.0,2.0,80.0,397.0,Deep Learning PyTorch.,1.0,20,True,2023-08-14 03:11:29.000,0.4.7,101.0,carefree-learn,,,,['pytorch'],4.0,4.0,https://pypi.org/project/carefree-learn,2023-08-14 03:11:29.000,,220.0,220.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
735,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283.0,,69.0,25.0,48.0,15.0,19.0,385.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],46.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,46.0,3525.0,3979.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,31381.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,2.0,52.0,24.0,231.0,57.0,195.0,375.0,Studio: Simplify and expedite model building process.,24.0,20,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,98.0,98.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,26.0,10.0,9.0,2.0,9.0,373.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,20,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],673.0,667.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,145169.0,145169.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
738,TimeSide,Parisson/TimeSide,audio,,https://github.com/Ircam-WAM/TimeSide,https://github.com/Ircam-WAM/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-07-21 09:15:54.000000,2023-02-01 10:38:52,3728.0,,60.0,26.0,110.0,32.0,184.0,354.0,scalable audio processing framework and server written in Python.,22.0,20,False,2023-01-03 17:34:09.000,1.1.3,27.0,TimeSide,,,,,30.0,16.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,14.0,97.0,97.0,,,,,,,,3.0,,,,,,,,,Ircam-WAM/TimeSide,,,,,,,,,,,
739,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46.0,26.0,19.0,15.0,16.0,325.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],225.0,218.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,6109.0,6109.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,41.0,8.0,10.0,285.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",18.0,16.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,226882.0,226882.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2023-06-16 13:21:34.221000,2022-09-26 07:14:12,621.0,,65.0,27.0,29.0,30.0,113.0,253.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,20,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,11.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,11.0,1928.0,3039.0,https://anaconda.org/conda-forge/somoclu,2023-06-16 13:21:34.221,80978.0,,,,,3.0,1809.0,,,,,,,,,,,,,,,,,,,
742,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,228.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,375.0,361.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,14.0,2655.0,2659.0,,,,,,,,3.0,365.0,,,,,,,,,,,,,,,,,,,
743,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-10-05 07:27:18.000000,2023-07-02 18:02:16,1462.0,,44.0,14.0,146.0,17.0,62.0,225.0,Python Implementation and Extension of RDF2Vec.,7.0,20,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,36.0,34.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,2.0,283.0,283.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2023-05-01 07:53:03.000000,2023-05-01 07:50:02,24.0,,23.0,8.0,11.0,5.0,9.0,208.0,A Python module to convert natural language numerics into ints and floats.,4.0,20,False,2023-05-01 07:55:52.405,0.2.3,11.0,numerizer,,,,,63.0,61.0,https://pypi.org/project/numerizer,2023-01-03 08:08:01.830,2.0,46059.0,46059.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
745,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,773.0,224.0,25.0,7.0,122.0,5284.0,Build Graph Nets in Tensorflow.,11.0,19,True,,,,graph-nets,,,,['tensorflow'],16.0,16.0,https://pypi.org/project/graph-nets,,,818.0,818.0,,,,,,,,3.0,,,,,,,,,google-deepmind/graph_nets,,,,,,,,,,,
746,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,168.0,65.0,54.0,6.0,44.0,3063.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,19,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,29.0,30.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,,
747,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,322.0,75.0,2.0,18.0,7.0,2902.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42.000,0.0.5,1.0,adabound,,,,['pytorch'],179.0,179.0,https://pypi.org/project/adabound,,,1607.0,1607.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
748,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,256.0,33.0,18.0,27.0,37.0,2775.0,A small package to create visualizations of PyTorch execution graphs.,6.0,19,False,,,,,,,,,1322.0,1322.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
749,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-10-04 15:53:54.000000,2023-10-04 15:53:46,623.0,49.0,344.0,34.0,741.0,149.0,101.0,2526.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,69.0,19,True,,,,,,,,['jax'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
750,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-10-03 14:42:00.000000,2023-07-19 02:39:43,450.0,9.0,109.0,19.0,154.0,7.0,103.0,1043.0,A standard framework for modelling Deep Learning Models for tabular data.,16.0,19,True,2023-06-01 06:16:39.000,1.0.2,4.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,,,2517.0,2517.0,,,,,,,,3.0,21.0,,,,,,,,,,,,,,,,,,,
751,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,139.0,17.0,11.0,41.0,43.0,990.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],103.0,98.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,6438.0,6438.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-08-31 02:18:51.000000,2023-08-31 02:18:51,427.0,5.0,179.0,62.0,7.0,13.0,29.0,963.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,121.0,121.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-12-08 11:42:52.000000,2021-08-06 08:18:46,282.0,,144.0,15.0,24.0,58.0,69.0,841.0,PyTorch to Keras model convertor.,13.0,19,False,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,84.0,83.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,407.0,407.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
754,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,225.0,31.0,38.0,39.0,20.0,800.0,An open source python library for scalable Bayesian optimisation.,13.0,19,True,2022-10-01 22:28:00.848,0.1.7,10.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2022-10-01 22:28:00.848,2.0,46852.0,46852.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,125.0,17.0,24.0,26.0,39.0,777.0,python partial dependence plot toolbox.,7.0,19,True,2023-06-05 02:44:20.000,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,,,26796.0,27166.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,18876.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
756,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,145.0,38.0,33.0,25.0,39.0,745.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",19.0,19,True,2016-09-27 13:04:44.000,1.0.0,1.0,NearPy,,,,,90.0,90.0,https://pypi.org/project/NearPy,,,723.0,723.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2023-04-23 10:08:18.000000,2020-04-25 18:37:42,198.0,,100.0,26.0,48.0,19.0,35.0,718.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,23.0,21.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,2.0,231.0,231.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2023-10-05 13:38:33.000000,2023-09-24 13:26:20,592.0,1.0,121.0,16.0,52.0,22.0,117.0,695.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,32.0,19,True,2023-03-16 18:03:36.000,1.6.1,30.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,,,10076.0,12007.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-06-16 19:19:30.367,79203.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2023-09-01 17:23:43.000000,2023-05-17 01:16:05,274.0,,105.0,19.0,20.0,1.0,82.0,615.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",9.0,19,True,2023-05-17 01:18:01.881,0.0.71,34.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2022-08-16 12:44:30.642,,3637.0,3637.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
760,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2023-10-03 22:41:56.000000,2021-09-16 17:56:31,171.0,,143.0,35.0,80.0,14.0,55.0,589.0,Code for the TCAV ML interpretability project.,19.0,19,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],21.0,18.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,112.0,112.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
761,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-09-22 14:57:35.000000,2023-09-22 14:57:01,815.0,6.0,38.0,15.0,17.0,,19.0,577.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,19,True,2023-09-22 14:58:06.000,3.1.3,27.0,opytimizer,,,,,15.0,15.0,https://pypi.org/project/opytimizer,2022-05-04 20:51:15.000,,264.0,264.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
762,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249.0,,88.0,26.0,31.0,28.0,6.0,562.0,machine learning with logical rules in Python.,19.0,19,False,2020-12-11 09:37:02.000,1.0.1,1.0,skope-rules,,,,['sklearn'],311.0,311.0,https://pypi.org/project/skope-rules,,,53309.0,53309.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
763,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,70.0,40.0,17.0,13.0,22.0,552.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47.000,0.1.7,4.0,n2,,,,,27.0,27.0,https://pypi.org/project/n2,,,954.0,954.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
764,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2023-08-12 16:28:59.000000,2023-08-12 16:28:59,266.0,2.0,104.0,19.0,56.0,26.0,20.0,457.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,19,True,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,60.0,52.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000,8.0,2564.0,2564.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
765,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2023-08-05 05:40:16.000000,2019-03-27 03:17:24,122.0,,107.0,71.0,7.0,15.0,19.0,413.0,semantic similarity framework for knowledge graph.,5.0,19,False,2017-04-17 10:56:52.000,1.0.4,5.0,sematch,,,,,47.0,44.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000,3.0,481.0,481.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
766,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-10-01 09:55:27.000000,2023-10-01 09:55:27,362.0,1.0,95.0,18.0,3.0,5.0,27.0,413.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,19,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,48.0,48.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,591.0,591.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
767,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,2.0,79.0,20.0,247.0,10.0,23.0,389.0,A toolkit that streamlines and automates the generation of model cards.,22.0,19,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,20.0,19.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,1193.0,1193.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,
768,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2023-07-16 11:29:31.000000,2023-07-16 11:29:26,153.0,7.0,46.0,17.0,2.0,7.0,3.0,354.0,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,19,True,,,,suod,,,,,489.0,489.0,https://pypi.org/project/suod,,,19946.0,19946.0,,,,,,,,3.0,,,,,,,,-4.0,,,,,,,,,,,,
769,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2023-09-12 10:58:23.000000,2023-09-12 10:58:23,69.0,3.0,56.0,8.0,10.0,9.0,13.0,339.0,TextAugment: Text Augmentation Library.,8.0,19,True,2020-11-05 15:04:26.000,1.3.4,8.0,textaugment,,,,,67.0,63.0,https://pypi.org/project/textaugment,2020-11-05 15:02:11.000,4.0,3677.0,3678.0,,,,,,,,3.0,61.0,,,,,,,,,,,,,,,,,,,
