,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
741,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-08-01 07:14:34.000000,2022-06-21 07:15:10,1030.0,7.0,64,26.0,118.0,59.0,119.0,914,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",19.0,19,True,2022-04-13 10:24:33.000,0.8.1,13.0,kp,,,166.0,92.0,4.0,4.0,https://pypi.org/project/kp,2022-04-13 10:22:18.000,,86.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
742,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,107,26.0,73.0,32.0,36.0,844,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,292257.0,1.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,1.0,292092.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,4803.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
743,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104.0,,115,30.0,25.0,21.0,34.0,701,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,19,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,['sklearn'],,678.0,37.0,35.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,678.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2022-07-14 06:00:29.000000,2022-07-14 06:00:28,399.0,2.0,208,29.0,37.0,38.0,20.0,665,An open source python library for scalable Bayesian optimisation.,13.0,19,True,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,43858.0,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,43858.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-08-05 13:09:44.000000,2022-07-18 14:43:35,178.0,4.0,59,21.0,126.0,28.0,60.0,620,Library to enable Bayesian active learning in your research or labeling work.,15.0,19,True,2022-05-03 12:50:35.000,1.6.0,15.0,baal,conda-forge/baal,,,814.0,1.0,,https://pypi.org/project/baal,2022-05-03 12:50:00.000,1.0,677.0,https://anaconda.org/conda-forge/baal,2022-05-04 11:29:40.433,2615.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
746,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-08-10 19:08:31.000000,2022-08-10 19:08:31,1220.0,22.0,96,41.0,367.0,17.0,119.0,610,GPU accelerated signal processing.,39.0,19,True,2022-06-07 15:35:58.000,22.06.00,14.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
747,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-06-21 23:29:45.000000,2021-09-16 17:56:31,171.0,,130,31.0,73.0,7.0,54.0,535,Code for the TCAV ML interpretability project.,19.0,19,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,['tensorflow'],,59.0,16.0,13.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,59.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
748,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-06-16 18:12:39.000000,2022-06-16 18:12:39,270.0,1.0,61,30.0,31.0,6.0,23.0,522,Python module for machine learning time series:.,14.0,19,True,2021-03-13 16:18:30.000,1.2.3,22.0,seglearn,,,,998.0,12.0,11.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,1.0,998.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
749,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264.0,,64,40.0,16.0,17.0,22.0,522,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,False,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,1010.0,26.0,23.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,3.0,1010.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
750,kglib,vaticle/kglib,graph,,https://github.com/vaticle/typedb-ml,https://github.com/vaticle/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2022-08-01 10:00:41.000000,2022-08-01 10:00:40,501.0,13.0,94,33.0,102.0,10.0,50.0,522,TypeDB-ML is the Machine Learning integrations library for TypeDB.,9.0,19,True,2022-07-29 11:37:34.000,0.3.0,8.0,grakn-kglib,,,211.0,33.0,,,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000,,29.0,,,,3.0,,,,,,,,,,,,,,,,,,vaticle/typedb-ml,,,,,,,,
751,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406.0,,47,61.0,6.0,16.0,24.0,428,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,8.0,346.0,27.0,26.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,346.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
752,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2022-04-26 18:03:18.000000,2022-04-17 14:49:12,264.0,,85,13.0,28.0,9.0,12.0,416,A library of metrics for evaluating recommender systems.,16.0,19,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,2396.0,28.0,28.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,2396.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
753,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-08-11 15:16:42.000000,2022-08-11 15:16:42,986.0,232.0,67,10.0,212.0,3.0,17.0,370,TextBox 2.0 is a text generation library with pre-trained language models.,14.0,19,True,2021-04-15 13:39:28.000,0.2.1,10.0,textbox,,,,41.0,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000,,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
754,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283.0,,65,23.0,47.0,13.0,19.0,363,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,['sklearn'],,2707.0,40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,2240.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,25719.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
755,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2022-08-11 12:55:05.000000,2022-08-11 10:27:55,1915.0,72.0,49,13.0,193.0,9.0,87.0,348,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,16.0,19,True,2022-04-12 08:55:43.000,0.1.0rc5,9.0,pykale,,['pytorch'],,125.0,,,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,125.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
756,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-07-07 13:45:09.000000,2022-07-07 13:45:02,146.0,1.0,41,15.0,1.0,6.0,3.0,332,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,2.0,19,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,28818.0,432.0,432.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,28818.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
757,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2022-04-05 03:23:12.000000,2022-04-05 03:21:24,38.0,,36,10.0,9.0,12.0,38.0,323,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,19,True,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,1439.0,21.0,21.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,1439.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
758,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,23,23.0,239.0,24.0,25.0,297,Textpipe: clean and extract metadata from text.,28.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,607.0,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,607.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
759,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2022-07-29 16:39:36.000000,2022-07-29 16:39:02,619.0,5.0,35,12.0,60.0,3.0,53.0,274,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2022-03-10 14:58:28.000,2.07,33.0,ivis,,['tensorflow'],,522.0,26.0,25.0,https://pypi.org/project/ivis,2022-03-10 14:57:02.000,1.0,522.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
760,solt,Oulu-IMEDS/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2022-07-12 07:44:45.000000,2022-07-12 07:44:31,366.0,30.0,19,7.0,30.0,20.0,38.0,256,Streaming over lightweight data transformations.,4.0,19,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,150.0,37.0,34.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000,3.0,150.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
761,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619.0,,62,27.0,29.0,26.0,108.0,239,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,19,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,1606.0,1904.0,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,838.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,62971.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,CC-BY-NC-SA-3.0,2021-03-18 15:04:58.000,2022-08-11 14:02:30.000000,2022-08-11 14:02:30,674.0,86.0,32,4.0,88.0,17.0,34.0,216,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,15.0,19,False,2022-08-10 20:45:09.031,0.1.5,7.0,quantus,,,18.0,206.0,1.0,1.0,https://pypi.org/project/quantus,2022-04-20 14:21:12.000,,203.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-05-05 21:21:02.000000,2022-04-08 17:51:44,568.0,,17,16.0,454.0,84.0,75.0,196,Functional tensors for probabilistic programming.,10.0,19,False,2022-03-21 15:23:15.000,0.4.3,9.0,funsor,,['pytorch'],,1216.0,35.0,32.0,https://pypi.org/project/funsor,2022-03-21 15:16:11.000,3.0,1216.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Collie,ShopRunner/collie,recommender-systems,,https://github.com/ShopRunner/collie,https://github.com/ShopRunner/collie,BSD-3-Clause,2021-04-12 20:54:06.000,2022-07-16 23:47:33.000000,2022-07-16 23:47:33,177.0,15.0,20,22.0,37.0,7.0,5.0,90,"A library for preparing, training, and evaluating scalable deep learning hybrid recommender systems using PyTorch.",14.0,19,False,2022-07-16 23:55:27.773,1.2.2,8.0,collie,,['pytorch'],,190.0,16.0,16.0,https://pypi.org/project/collie,2022-01-18 23:07:16.000,,190.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
765,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000000,2020-05-22 22:34:09,250.0,,736,334.0,58.0,2.0,,6315,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,192.0,60.0,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,53.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
766,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,231,30.0,18.0,22.0,36.0,2324,A small package to create visualizations of PyTorch execution graphs.,6.0,18,False,,,,,,,,,736.0,736.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
767,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-06-21 21:47:21.000000,2019-10-02 23:26:11,132.0,,457,83.0,34.0,82.0,67.0,1623,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,84.0,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,84.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2022-06-22 04:12:10.000000,2021-03-15 07:00:08,66.0,,107,23.0,35.0,20.0,8.0,980,Distributed Computing for AI Made Simple.,5.0,18,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,79.0,44.0,43.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,79.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
769,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2022-07-26 10:32:13.000000,2022-07-22 08:46:15,319.0,16.0,66,11.0,24.0,7.0,11.0,831,Unifying Generative Autoencoder implementations in Python.,4.0,18,True,2022-07-22 09:08:02.360,0.0.6,6.0,pythae,,['pytorch'],,326.0,1.0,1.0,https://pypi.org/project/pythae,2022-07-05 08:11:05.000,,326.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
770,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2022-05-12 09:12:38.000000,2022-04-23 13:47:59,417.0,,161,58.0,4.0,12.0,29.0,795,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,18,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,119.0,3.0,3.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,119.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
771,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2021-04-05 00:03:18.000000,2020-05-03 16:12:29,469.0,,113,33.0,42.0,16.0,11.0,794,"A program for financial portfolio management, analysis and optimisation.",9.0,18,False,2020-05-03 16:19:19.000,0.2.2,6.0,FinQuant,,,,203.0,28.0,28.0,https://pypi.org/project/FinQuant,2020-05-03 16:19:19.000,,203.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
772,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2022-06-14 09:21:13.000000,2022-06-07 10:14:23,277.0,8.0,71,8.0,14.0,22.0,46.0,696,A standard framework for modelling Deep Learning Models for tabular data.,10.0,18,True,2021-09-01 11:51:30.000,0.7.0,8.0,pytorch_tabular,,['pytorch'],,2265.0,1.0,,https://pypi.org/project/pytorch_tabular,2021-09-01 11:51:30.000,1.0,2265.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
773,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2022-08-05 07:27:36.089000,2021-04-11 07:50:00,405.0,,29,19.0,40.0,6.0,14.0,597,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,False,2020-11-15 13:40:18.000,0.4.2,13.0,baikal,conda-forge/cython-blis,,,39854.0,4.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,219.0,https://anaconda.org/conda-forge/cython-blis,2022-08-05 07:27:36.089,1625072.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,131,59.0,72.0,18.0,71.0,521,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,68.0,12.0,12.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,68.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
775,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2022-07-27 19:55:38.000000,2022-07-27 19:55:38,93.0,11.0,35,10.0,8.0,9.0,17.0,502,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,5.0,18,True,2022-07-27 19:52:00.185,1.2.7,19.0,parallelformers,,,,432.0,9.0,9.0,https://pypi.org/project/parallelformers,2021-12-29 21:47:16.000,,432.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-07-13 13:04:26.000000,2022-07-13 13:03:52,255.0,5.0,86,16.0,13.0,10.0,65.0,468,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,18,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,3457.0,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,3457.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204.0,,79,23.0,18.0,7.0,20.0,415,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,True,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,['sklearn'],,192.0,10.0,10.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,192.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
778,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-06-07 04:47:17.000000,2022-06-07 04:47:12,275.0,2.0,73,14.0,124.0,15.0,131.0,415,A Python library for dynamic classifier and ensemble selection.,14.0,18,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,['sklearn'],,485.0,31.0,29.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,485.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
779,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39,253.0,,84,20.0,52.0,22.0,17.0,394,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,18,False,2020-06-10 01:53:55.000,0.4.3,7.0,rrcf,,,,7765.0,40.0,38.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000,2.0,7765.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
780,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,28,10.0,121.0,42.0,150.0,341,Open source production model management tool for data scientists.,6.0,18,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,116.0,5.0,5.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,116.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,48,11.0,60.0,15.0,41.0,313,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,521.0,25.0,23.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000,2.0,521.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
782,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2022-07-15 07:13:01.000000,2022-04-28 23:30:20,217.0,,58,14.0,208.0,16.0,2.0,302,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,13.0,18,True,2022-04-28 16:34:21.000,1.3.2,10.0,model-card-toolkit,,,,860.0,10.0,10.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,,860.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
783,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,67,20.0,93.0,25.0,18.0,295,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000,0.6.1,9.0,pandas-ml,,"['sklearn', 'pandas']",5.0,6493.0,11.0,,https://pypi.org/project/pandas-ml,2019-03-05 01:35:23.000,11.0,6493.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
784,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-08-09 19:35:19.000000,2022-07-26 20:55:28,300.0,7.0,72,20.0,302.0,16.0,8.0,269,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,18,False,2022-07-20 07:10:02.266,0.40.0,26.0,fairness-indicators,,"['tensorflow', 'jupyter']",,831.0,,,https://pypi.org/project/fairness-indicators,2022-05-27 17:07:20.000,,831.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
785,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2022-07-27 11:15:07.000000,2022-07-27 11:15:01,634.0,11.0,29,20.0,61.0,11.0,10.0,200,A Python implementation of active inference for Markov Decision Processes.,11.0,18,False,2022-04-25 21:04:08.000,0.0.5,5.0,inferactively-pymdp,,,,155.0,2.0,2.0,https://pypi.org/project/inferactively-pymdp,2022-04-25 20:52:24.000,,155.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
