,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
718,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2021-11-15 17:46:29.000000,2019-10-21 07:52:07,46.0,,51,29.0,11.0,11.0,15.0,624,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,20358.0,51.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,51.0,20358.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
719,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-10-05 19:09:33.000000,2022-03-16 14:38:31,280.0,,101,18.0,67.0,18.0,44.0,555,An intuitive library to extract features from time series.,14.0,20,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,7051.0,41.0,41.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,7051.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
720,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-04-10 20:18:08.000000,2020-08-24 17:03:59,1426.0,,161,56.0,19.0,39.0,60.0,519,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,105.0,30.0,25.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,105.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
721,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2022-06-08 03:46:06.000000,2022-06-08 03:46:02,305.0,,95,10.0,14.0,4.0,14.0,511,Make Waffle Charts in Python.,6.0,20,True,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,7478.0,159.0,157.0,https://pypi.org/project/pywaffle,2022-06-08 03:10:36.000,2.0,7326.0,https://anaconda.org/conda-forge/pywaffle,2022-06-05 04:31:54.543,7020.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
722,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362.0,,91,29.0,11.0,35.0,8.0,428,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,21967.0,29.0,27.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,21967.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
723,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-01-30 17:29:29.000000,2020-06-15 12:01:36,413.0,,83,36.0,264.0,58.0,168.0,401,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,20,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,198.0,982.0,68.0,67.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,979.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
724,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-10-06 13:05:10.000000,2022-10-06 13:05:10,1124.0,346.0,68,10.0,241.0,3.0,20.0,394,TextBox 2.0 is a text generation library with pre-trained language models.,15.0,20,True,2021-04-15 13:39:28.000,0.2.1,10.0,textbox,,,,48.0,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000,,48.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
725,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-09-30 19:09:36.000000,2022-07-22 15:13:31,3655.0,1.0,56,26.0,89.0,64.0,152.0,333,Scalable audio processing framework written in Python with a RESTful API.,22.0,20,False,2020-11-27 09:33:19.000,0.9.6,27.0,TimeSide,,,,140.0,30.0,16.0,https://pypi.org/project/TimeSide,2021-12-15 14:33:37.113,14.0,140.0,,,,3.0,,,,,,,,,,,,,,-3.0,,,,,,,,,,,
726,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,46,10.0,37.0,27.0,37.0,328,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,6455.0,157.0,154.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,6455.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
727,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07,58.0,,49,26.0,38.0,7.0,10.0,282,Distributed scikit-learn meta-estimators in PySpark.,7.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,"['sklearn', 'spark']",,171273.0,13.0,11.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,171273.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
728,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,30,9.0,4.0,21.0,28.0,231,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,348.0,3658.0,262.0,249.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,3653.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
729,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-09-26 20:52:04.000000,2022-05-09 15:19:36,394.0,,82,17.0,383.0,59.0,81.0,213,An open-source toolkit for large-scale genomic analysis.,21.0,20,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,32374.0,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,32263.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,2232.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
730,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-06-20 06:00:11.237000,2022-04-14 09:41:50,86.0,,34,13.0,9.0,1.0,12.0,213,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,20,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,54102.0,578.0,538.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,40.0,53102.0,https://anaconda.org/conda-forge/py3nvml,2022-06-20 06:00:11.237,33007.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
731,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-10-03 06:37:17.000000,2022-10-03 06:37:16,550.0,9.0,32,21.0,602.0,21.0,125.0,210,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2022-08-25 08:27:32.000,0.8.0,17.0,larq-compute-engine,,,760.0,556.0,6.0,6.0,https://pypi.org/project/larq-compute-engine,2022-04-25 13:14:34.000,,533.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
732,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2022-10-04 14:26:54.000000,2022-09-02 12:52:20,1313.0,66.0,35,13.0,87.0,10.0,53.0,167,Python Implementation and Extension of RDF2Vec.,6.0,20,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,161.0,,,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,,161.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
733,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2022-08-23 08:19:52.000000,2022-08-23 08:07:43,255.0,6.0,26,10.0,187.0,30.0,72.0,164,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,20,False,2022-07-20 11:16:35.529,0.7.2,14.0,celer,,['sklearn'],,485.0,14.0,14.0,https://pypi.org/project/celer,2022-06-14 13:41:05.000,,485.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
734,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2022-10-01 14:12:43.000000,2022-10-01 14:12:43,395.0,31.0,35,13.0,56.0,9.0,22.0,157,Represent trained machine learning models as Pyomo optimization formulations.,13.0,20,False,2022-01-21 16:05:52.000,0.3.1,6.0,omlt,,,,24142.0,1.0,,https://pypi.org/project/omlt,2022-02-08 01:23:07.000,1.0,24142.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
735,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5.0,,49,4.0,1.0,2.0,,91,Python 3 Bindings for the NVIDIA Management Library.,2.0,20,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,768413.0,6485.0,6352.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,133.0,768392.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,316.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
736,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-09-20 18:23:39.000000,2022-03-07 12:59:53,46.0,,1744,147.0,79.0,186.0,276.0,9815,End-to-End Object Detection with Transformers.,25.0,19,True,2020-06-29 16:41:01.000,0.2,1.0,,,['pytorch'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
737,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679.0,,448,215.0,16.0,23.0,3.0,2982,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:58:03.000,0.11.11,12.0,finmarketpy,,,40.0,109.0,5.0,5.0,https://pypi.org/project/finmarketpy,2021-10-07 14:58:03.000,,109.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
738,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,98,18.0,25.0,15.0,23.0,1494,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,19,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,['pytorch'],21.0,784.0,11.0,10.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,583.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,2010.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
739,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,84,33.0,72.0,24.0,30.0,1043,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,['pytorch'],,70060.0,,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,70060.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
740,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2022-10-06 15:40:16.000000,2022-09-07 16:48:40,332.0,14.0,76,13.0,31.0,4.0,18.0,1000,Unifying Generative Autoencoder implementations in Python.,4.0,19,True,2022-09-07 17:05:43.199,0.0.8,8.0,pythae,,['pytorch'],,508.0,3.0,3.0,https://pypi.org/project/pythae,2022-07-05 08:11:05.000,,508.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
741,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2022-09-30 19:32:26.000000,2021-03-15 07:00:08,66.0,,108,21.0,36.0,20.0,8.0,990,Distributed Computing for AI Made Simple.,5.0,19,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,222.0,46.0,45.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,222.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
742,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,109,27.0,73.0,32.0,36.0,865,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,265262.0,1.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,1.0,265091.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,5311.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
743,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2022-09-10 19:14:50.000000,2020-05-03 16:12:29,469.0,,118,34.0,43.0,16.0,11.0,826,"A program for financial portfolio management, analysis and optimisation.",9.0,19,False,2020-05-03 16:19:19.000,0.2.2,6.0,FinQuant,,,,168.0,31.0,31.0,https://pypi.org/project/FinQuant,2020-05-03 16:19:19.000,,168.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
744,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-06-11 07:21:47.000000,2021-08-06 08:18:46,282.0,,136,15.0,23.0,55.0,68.0,814,PyTorch to Keras model convertor.,13.0,19,False,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,579.0,54.0,53.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,579.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
745,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2022-06-21 21:35:50.000000,2020-04-25 18:37:42,198.0,,97,24.0,47.0,19.0,34.0,688,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,662.0,19.0,19.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,662.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
746,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-10-05 19:11:44.000000,2022-10-05 19:11:41,184.0,8.0,62,21.0,131.0,28.0,65.0,654,Library to enable Bayesian active learning in your research or labeling work.,18.0,19,True,2022-05-03 12:50:35.000,1.6.0,15.0,baal,conda-forge/baal,,,729.0,1.0,,https://pypi.org/project/baal,2022-05-03 12:50:00.000,1.0,572.0,https://anaconda.org/conda-forge/baal,2022-05-04 11:29:40.433,3311.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
747,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-09-23 15:37:33.000000,2022-09-06 19:30:17,1221.0,12.0,98,41.0,369.0,17.0,120.0,624,GPU accelerated signal processing.,39.0,19,True,2022-08-17 14:43:25.000,22.08.00,14.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
748,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2022-10-05 08:26:30.971000,2022-10-05 04:58:42,264.0,32.0,47,20.0,36.0,4.0,10.0,557,EvoJAX: Hardware-accelerated Neuroevolution.,12.0,19,True,2022-10-05 05:02:01.602,0.2.15,21.0,evojax,conda-forge/evojax,['jax'],,1935.0,1.0,1.0,https://pypi.org/project/evojax,2022-06-15 05:15:21.000,,829.0,https://anaconda.org/conda-forge/evojax,2022-10-05 08:26:30.971,8853.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
749,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-09-23 22:29:43.000000,2021-09-16 17:56:31,171.0,,132,31.0,75.0,8.0,54.0,539,Code for the TCAV ML interpretability project.,19.0,19,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,['tensorflow'],,146.0,17.0,14.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,146.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
750,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264.0,,64,40.0,16.0,17.0,22.0,527,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,False,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,854.0,26.0,23.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,3.0,854.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
751,kglib,vaticle/kglib,graph,,https://github.com/vaticle/typedb-ml,https://github.com/vaticle/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2022-10-04 10:17:03.000000,2022-10-04 10:17:00,505.0,15.0,94,34.0,104.0,11.0,50.0,523,TypeDB-ML is the Machine Learning integrations library for TypeDB.,11.0,19,True,2022-07-29 11:37:34.000,0.3.0,8.0,grakn-kglib,,,211.0,31.0,,,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000,,27.0,,,,3.0,,,,,,,,,,,,,,,,,,vaticle/typedb-ml,,,,,,,
752,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-09-30 18:39:13.000000,2022-08-16 12:41:57,256.0,6.0,89,16.0,16.0,8.0,69.0,488,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,19,True,2022-08-16 12:44:30.642,0.0.68,31.0,auto-ts,,,,5921.0,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,5921.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
753,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406.0,,47,58.0,6.0,17.0,24.0,436,Python library assists deep learning on graphs.,15.0,19,False,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,8.0,492.0,31.0,30.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,492.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
754,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-06-07 04:47:17.000000,2022-06-07 04:47:12,275.0,,73,14.0,124.0,15.0,131.0,420,A Python library for dynamic classifier and ensemble selection.,14.0,19,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,['sklearn'],,1971.0,33.0,31.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,1971.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
755,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2022-08-16 11:44:37.000000,2022-08-16 11:44:18,301.0,1.0,81,25.0,5.0,5.0,17.0,372,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,19,True,2022-06-01 23:08:15.000,0.1.710,137.0,autoviml,,,,863.0,20.0,18.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,863.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
756,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283.0,,65,23.0,47.0,13.0,19.0,367,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,['sklearn'],,3351.0,40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,2885.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,26576.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
757,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-07-07 13:45:09.000000,2022-07-07 13:45:02,146.0,,41,15.0,1.0,6.0,3.0,336,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,2.0,19,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,35191.0,441.0,441.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,35191.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
758,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,25.0,19.0,16.0,15.0,327,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,['mxnet'],,7802.0,169.0,162.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,7802.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
759,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,23,22.0,239.0,24.0,25.0,297,Textpipe: clean and extract metadata from text.,29.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,382.0,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,382.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
760,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-10-06 10:50:50.000000,2022-10-06 10:50:46,307.0,9.0,73,21.0,308.0,18.0,9.0,279,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,19,False,2022-10-05 23:13:02.356,0.41.0,27.0,fairness-indicators,,"['tensorflow', 'jupyter']",,627.0,,,https://pypi.org/project/fairness-indicators,2022-05-27 17:07:20.000,,627.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
761,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2022-09-26 07:14:19.000000,2022-09-26 07:14:12,621.0,2.0,63,27.0,29.0,26.0,110.0,240,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,19,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,1612.0,2310.0,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,1239.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,65399.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
762,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,CC-BY-NC-SA-3.0,2021-03-18 15:04:58.000,2022-10-06 15:27:25.000000,2022-10-06 15:24:49,799.0,157.0,38,3.0,101.0,19.0,41.0,238,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,16.0,19,False,2022-09-26 14:02:16.000,0.2.1,10.0,quantus,,,33.0,412.0,1.0,1.0,https://pypi.org/project/quantus,2022-04-20 14:21:12.000,,408.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
