,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,updated_github_id
738,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-05-12 13:36:23.000000,2022-05-12 13:36:18,250.0,71.0,113,27.0,278.0,34.0,21.0,900,Scenic: A Jax Library for Computer Vision Research and Beyond.,36.0,19,True,,,,,,,,['jax'],16.0,16.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
739,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,107,26.0,73.0,32.0,36.0,815,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,1.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,1.0,215266.0,215419.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,3994.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
740,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-05-11 15:35:43.000000,2022-05-10 22:08:04,80.0,1.0,165,28.0,54.0,14.0,26.0,786,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",15.0,19,True,2021-05-03 16:33:29.000,0.1.3,10.0,saliency,,,,['tensorflow'],30.0,27.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000,3.0,784.0,784.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
741,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2022-05-12 09:12:38.000000,2022-04-23 13:47:59,417.0,4.0,160,58.0,4.0,12.0,29.0,776,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,3.0,3.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,80.0,80.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
742,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42,198.0,,97,24.0,46.0,19.0,34.0,678,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,18.0,18.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,947.0,947.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
743,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-05-05 06:32:36.000000,2022-05-03 23:38:07,1485.0,2.0,70,35.0,561.0,22.0,117.0,660,Scikit-learn style model finetuning for NLP.,19.0,19,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,76.0,76.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
744,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-05-11 13:50:24.000000,2022-05-11 13:48:29,1197.0,13.0,91,41.0,347.0,15.0,118.0,594,GPU accelerated signal processing.,38.0,19,True,2022-04-06 14:58:42.000,22.04.00,12.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
745,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-04-22 13:52:35.000000,2021-09-16 17:56:31,171.0,,128,31.0,70.0,7.0,54.0,518,Code for the TCAV ML interpretability project.,19.0,19,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],14.0,11.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,111.0,111.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
746,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264.0,,64,40.0,16.0,17.0,22.0,513,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,True,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,26.0,23.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,3.0,608.0,608.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
747,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406.0,,45,59.0,6.0,15.0,24.0,413,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,22.0,21.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,406.0,406.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,
748,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-04-03 18:07:40.000000,2021-10-10 00:13:26,273.0,,73,16.0,122.0,14.0,129.0,397,A Python library for dynamic classifier and ensemble selection.,13.0,19,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],26.0,24.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,610.0,610.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
749,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283.0,,64,23.0,47.0,13.0,19.0,355,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,2267.0,2734.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,24310.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
750,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-05-04 15:12:45.000000,2022-03-23 21:47:08,338.0,14.0,23,12.0,143.0,30.0,66.0,353,A High Level API for Deep Learning in JAX.,17.0,19,True,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,875.0,875.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
751,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,25.0,19.0,16.0,15.0,332,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],149.0,142.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,2478.0,2478.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
752,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-03-23 06:28:35.000000,2022-03-23 06:28:35,352.0,7.0,85,14.0,3.0,6.0,17.0,329,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,19,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,23.0,23.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,744.0,744.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
753,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-04-11 14:23:30.000000,2022-04-11 14:23:27,145.0,1.0,41,14.0,1.0,6.0,3.0,320,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,19,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,,423.0,423.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,24606.0,24606.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
754,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,23,23.0,239.0,24.0,25.0,295,Textpipe: clean and extract metadata from text.,28.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,598.0,598.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
755,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07,58.0,,48,25.0,38.0,7.0,10.0,278,Distributed scikit-learn meta-estimators in PySpark.,7.0,19,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",12.0,10.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,39807.0,39807.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
756,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2022-04-28 23:30:26.000000,2022-04-28 23:30:20,217.0,21.0,47,12.0,202.0,16.0,2.0,276,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,13.0,19,False,2022-04-28 16:34:21.000,1.3.2,10.0,model-card-toolkit,,,,,8.0,8.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,,1265.0,1265.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
757,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2022-03-10 14:58:27.000000,2022-03-10 14:38:17,614.0,3.0,33,12.0,60.0,3.0,51.0,261,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2022-03-10 14:58:28.000,2.07,33.0,ivis,,,,['tensorflow'],22.0,21.0,https://pypi.org/project/ivis,2022-03-10 14:57:02.000,1.0,343.0,343.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
758,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-05-12 03:40:59.000000,2022-05-12 03:40:54,293.0,12.0,67,19.0,289.0,12.0,8.0,253,Tensorflows Fairness Evaluation and Visualization Toolkit.,30.0,19,False,2022-03-07 20:10:18.000,0.38.0,24.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2022-03-07 20:10:18.000,,803.0,803.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
759,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619.0,,63,26.0,29.0,26.0,107.0,236,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,19,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,,,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,1506.0,2557.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,58890.0,,,,,3.0,1593.0,,,,,,,,,,,,,,,,,,,,
760,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2022-05-12 14:26:10.000000,2022-05-10 14:21:20,241.0,13.0,25,9.0,168.0,21.0,63.0,139,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,19,False,2021-10-28 09:58:28.000,0.6.1,11.0,celer,,,,['sklearn'],11.0,11.0,https://pypi.org/project/celer,2021-10-28 09:58:28.000,,702.0,702.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
761,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000000,2020-05-22 22:34:09,250.0,,736,332.0,58.0,2.0,,6251,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,71.0,78.0,,,,,,,,3.0,171.0,,,,,,,,,,,,,,,,,,,,
762,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-05-10 23:04:38.000000,2022-04-27 05:37:44,165.0,2.0,925,95.0,36.0,256.0,249.0,4775,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,26.0,18,True,,,1.0,pyslowfast,,,,['pytorch'],7.0,7.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,7.0,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
763,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2020-11-15 08:21:28.000000,2020-02-09 21:03:48,299.0,,395,110.0,79.0,67.0,48.0,2717,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,116.0,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,6852.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
764,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,224,31.0,18.0,19.0,35.0,2221,A small package to create visualizations of PyTorch execution graphs.,6.0,18,True,,,,,,,,,656.0,656.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
765,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:04:04.000000,2021-12-28 23:01:31,1269.0,,75,53.0,23.0,22.0,8.0,1586,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,18,True,2021-12-28 23:04:04.000,0.67.0,59.0,riko,,,,,1.0,,https://pypi.org/project/riko,2021-12-28 23:04:04.000,1.0,22.0,22.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
766,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2022-05-12 13:45:32.000000,2022-05-12 13:45:31,73.0,73.0,51,15.0,17.0,19.0,13.0,1106,Easy-to-use library to boost AI inference leveraging state-of-the-art optimization techniques.,7.0,18,True,2022-04-30 16:58:31.000,0.2.2,7.0,nebullvm,,,,,1.0,1.0,https://pypi.org/project/nebullvm,2022-05-10 08:12:09.000,,475.0,475.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
767,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-05-10 14:52:43.000000,2022-05-10 14:52:43,118.0,33.0,131,13.0,6.0,16.0,16.0,1025,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,1.0,18,True,2022-04-15 19:44:37.000,0.6.5,21.0,tez,,,,['pytorch'],27.0,25.0,https://pypi.org/project/tez,2022-04-15 19:44:37.000,2.0,870.0,870.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
768,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2021-06-30 02:02:42.000000,2021-03-15 07:00:08,66.0,,107,23.0,34.0,20.0,8.0,968,Distributed Computing for AI Made Simple.,5.0,18,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,,37.0,36.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,1716.0,1716.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
769,Databolt Flow,d6t/d6tflow,data-pipelines,,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000,2021-10-06 00:53:48.000000,2021-09-28 02:59:00,266.0,,70,22.0,18.0,10.0,13.0,939,Python library for building highly effective data science workflows.,12.0,18,True,2021-10-06 00:53:48.000,0.2.5,21.0,d6tflow,,,,,20.0,20.0,https://pypi.org/project/d6tflow,2021-10-06 00:53:48.000,,325.0,325.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
770,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2022-05-06 01:24:13.000000,2022-04-19 03:40:55,617.0,50.0,89,28.0,86.0,6.0,14.0,793,An autoML framework & toolkit for machine learning on graphs.,13.0,18,True,2022-04-22 06:08:57.000,0.3.1,3.0,auto-graph-learning,,,,['pytorch'],,,https://pypi.org/project/auto-graph-learning,2020-12-23 08:05:25.000,,11.0,11.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
771,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2021-04-05 00:03:18.000000,2020-05-03 16:12:29,469.0,,104,33.0,42.0,16.0,11.0,761,"A program for financial portfolio management, analysis and optimisation.",9.0,18,False,2020-05-03 16:19:19.000,0.2.2,6.0,FinQuant,,,,,27.0,27.0,https://pypi.org/project/FinQuant,2020-05-03 16:19:19.000,,242.0,242.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
772,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2022-04-20 20:42:41.000000,2022-02-14 20:43:06,145.0,4.0,137,18.0,40.0,18.0,56.0,693,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,18,True,2020-12-01 06:11:12.000,1.2.1.post2,10.0,robustness,conda-forge/robustness,,,,78.0,76.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000,2.0,642.0,804.0,https://anaconda.org/conda-forge/robustness,2021-04-30 19:03:43.367,3421.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
773,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2022-05-11 10:03:15.285000,2021-04-11 07:50:00,405.0,,29,19.0,38.0,6.0,14.0,593,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,False,2020-11-15 13:40:18.000,0.4.2,11.0,baikal,conda-forge/cython-blis,,,,4.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,463.0,38521.0,https://anaconda.org/conda-forge/cython-blis,2022-05-11 10:03:15.285,1446230.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
774,kale,kubeflow-kale/kale,data-pipelines,,https://github.com/kubeflow-kale/kale,https://github.com/kubeflow-kale/kale,Apache-2.0,2019-01-24 17:58:44.000,2022-04-09 05:46:45.000000,2021-10-20 12:44:09,644.0,,104,17.0,260.0,83.0,74.0,530,Kubeflows superfood for Data Scientists.,10.0,18,True,2021-05-19 12:56:53.000,0.7.0,15.0,kubeflow-kale,,,,['jupyter'],,,https://pypi.org/project/kubeflow-kale,2021-05-19 12:56:53.000,,1148.0,1148.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
775,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,131,59.0,72.0,18.0,71.0,519,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,11.0,11.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,107.0,107.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
776,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-05-02 19:33:52.000000,2022-02-13 22:22:57,250.0,1.0,78,15.0,13.0,9.0,62.0,432,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,18,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,1431.0,1431.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
777,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204.0,,78,23.0,18.0,7.0,20.0,403,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,True,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],10.0,10.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,260.0,260.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
778,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39,253.0,,82,20.0,52.0,22.0,17.0,374,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,18,False,2020-06-10 01:53:55.000,0.4.3,7.0,rrcf,,,,,37.0,35.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000,2.0,7458.0,7458.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
779,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-05-12 06:10:39.000000,2022-05-12 06:09:41,3219.0,19.0,33,10.0,1.0,,80.0,361,Deep Learning PyTorch.,1.0,18,True,2022-04-29 10:38:40.000,0.2.3,21.0,carefree-learn,,,,['pytorch'],2.0,2.0,https://pypi.org/project/carefree-learn,2022-04-29 10:38:40.000,,103.0,103.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
780,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-01-06 22:27:34.000000,2019-11-29 00:48:44,1051.0,,28,10.0,120.0,42.0,149.0,341,Open source production model management tool for data scientists.,6.0,18,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,187.0,187.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
781,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64.0,4.0,43,15.0,7.0,15.0,4.0,341,Topological Data Analysis for Python.,4.0,18,True,2021-08-03 00:23:20.000,1.0.0,4.0,scikit-tda,,,,['sklearn'],29.0,29.0,https://pypi.org/project/scikit-tda,2021-08-03 00:23:20.000,,1171.0,1171.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
782,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2022-05-12 02:00:57.000000,2022-05-06 15:03:51,1813.0,35.0,45,11.0,187.0,14.0,83.0,338,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,17.0,18,True,2022-04-12 08:55:43.000,0.1.0rc5,9.0,pykale,,,,['pytorch'],,,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,122.0,122.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
