,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
591,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,torchbiggraph,,,graph,['pytorch'],https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000000,2020-12-18 18:07:19.000000,2020-12-18 18:07:13.000000,358.0,31.0,96.0,2630.0,141.0,2019-10-14 16:45:11.000000,1.0.0,3.0,Generate embeddings from large-scale graph-structured data.,4.0,,19.0,19,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000000,4.0,284.0,288.0,,,,True,3,101.0,,,,,,,,,,,,,,,,,,,,,,,
592,StreamAlert,airbnb/streamalert,,,,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000000,2020-10-27 21:18:35.000000,2020-10-05 21:15:11.000000,281.0,90.0,247.0,2435.0,1892.0,2020-10-05 21:50:56.000000,3.4.1,27.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",,,30.0,19,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
593,Apache Singa,apache/singa,,nusdbsystem/singa,,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000000,2020-12-11 05:57:25.000000,2020-12-11 05:55:13.000000,571.0,49.0,32.0,2159.0,2261.0,2020-04-21 08:01:08.000000,3.0.0,13.0,a distributed deep learning platform.,,,70.0,19,,,,,7.0,https://anaconda.org/nusdbsystem/singa,2020-10-19 07:39:55.213000,240.0,True,3,,,,apache/singa,https://hub.docker.com/r/apache/singa,2019-06-04 04:32:52.195956,2.0,165.0,,,,,,,,,,,,,,,,
594,DeepWalk,phanein/deepwalk,deepwalk,,,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000000,2020-04-02 01:05:36.000000,2020-04-02 01:05:35.000000,752.0,29.0,78.0,2145.0,46.0,2018-04-29 21:05:18.000000,1.0.3,4.0,DeepWalk - Deep Learning for Graphs.,42.0,35.0,10.0,19,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000000,7.0,1202.0,1202.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
595,Hummingbird,microsoft/hummingbird,hummingbird-ml,,,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000000,2020-12-31 23:58:57.000000,2020-12-31 17:50:41.000000,146.0,47.0,124.0,2040.0,,2020-12-29 20:08:02.000000,0.2.0,8.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,12.0,12.0,17.0,19,https://pypi.org/project/hummingbird-ml,2020-12-29 20:06:43.000000,,768.0,778.0,,,,True,3,84.0,,,,,,,,,,,,,,,,,,,,,,,
596,Coach,IntelLabs/coach,rl_coach,,,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000000,2020-12-21 12:46:30.000000,2020-12-15 08:02:16.000000,374.0,80.0,181.0,1886.0,512.0,2019-10-10 14:17:10.000000,1.0.1,13.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,1.0,,34.0,19,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000000,1.0,141.0,141.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
597,cuML,rapidsai/cuml,cuml,,,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000000,2020-12-31 16:58:44.000000,2020-12-17 22:22:28.000000,300.0,629.0,859.0,1863.0,,2020-12-10 21:50:49.000000,0.17.0,5.0,cuML - RAPIDS Machine Learning Library.,,,118.0,19,https://pypi.org/project/cuml,2019-04-11 16:57:48.000000,,309.0,309.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
598,HiPlot,facebookresearch/hiplot,hiplot,conda-forge/hiplot,,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000000,2020-12-31 14:26:56.000000,2020-12-31 14:19:47.000000,88.0,5.0,41.0,1759.0,109.0,2020-11-30 11:40:56.000000,0.1.22,33.0,HiPlot makes understanding high dimensional data easy.,2.0,2.0,6.0,19,https://pypi.org/project/hiplot,2020-12-23 15:11:20.000000,0.0,2497.0,6138.0,https://anaconda.org/conda-forge/hiplot,2020-12-23 17:16:15.884000,40052.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
599,PARL,PaddlePaddle/PARL,parl,,,reinforcement-learning,['paddle'],https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000000,2020-12-31 10:33:07.000000,2020-12-25 05:54:44.000000,403.0,45.0,144.0,1755.0,1.0,2020-12-20 00:50:44.000000,1.4,15.0,A high-performance distributed training framework for Reinforcement Learning.,65.0,65.0,20.0,19,https://pypi.org/project/parl,2020-12-20 01:07:28.000000,,433.0,433.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
600,riko,nerevu/riko,riko,,,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000000,2020-08-14 18:29:28.000000,2020-08-14 16:47:45.000000,70.0,22.0,8.0,1550.0,1257.0,2020-08-14 18:29:28.000000,0.66.0,58.0,A Python stream processing engine modeled after Yahoo! Pipes.,1.0,,18.0,19,https://pypi.org/project/riko,2020-08-14 18:29:28.000000,1.0,227.0,227.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
601,DLTK,DLTK/DLTK,dltk,,,medical-data,['tensorflow'],https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000000,2020-11-13 17:17:16.000000,2019-01-21 14:01:28.000000,378.0,7.0,24.0,1230.0,379.0,,,5.0,Deep Learning Toolkit for Medical Image Analysis.,17.0,17.0,9.0,19,https://pypi.org/project/dltk,2018-02-26 17:43:57.000000,,75.0,75.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
602,doc2text,jlsutherland/doc2text,doc2text,,,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26.000000,92.0,12.0,9.0,1226.0,62.0,2016-09-06 21:59:21.000000,0.2.4,5.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,32.0,32.0,5.0,19,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000000,,272.0,272.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
603,TaskTiger,closeio/tasktiger,tasktiger,,,data-pipelines,,https://github.com/closeio/tasktiger,https://github.com/closeio/tasktiger,MIT,2015-05-14 00:26:32.000000,2020-12-23 18:56:06.000000,2020-12-17 16:07:11.000000,58.0,30.0,31.0,1036.0,250.0,2019-10-29 19:32:58.000000,0.10.1,22.0,Python task queue using Redis.,28.0,19.0,19.0,19,https://pypi.org/project/tasktiger,2020-06-18 22:08:56.000000,9.0,424.0,424.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
604,TensorNets,taehoonlee/tensornets,tensornets,,,tensorflow-utils,['tensorflow'],https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000000,2020-10-03 09:19:27.000000,2020-10-03 09:19:17.000000,182.0,14.0,42.0,968.0,283.0,2020-03-31 04:38:27.000000,0.4.6,12.0,High level network definitions with pre-trained weights in TensorFlow.,31.0,29.0,6.0,19,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000000,2.0,326.0,326.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
605,Torch Points 3D,nicolas-chaulet/torch-points3d,torch-points3d,,,image,['pytorch'],https://github.com/nicolas-chaulet/torch-points3d,https://github.com/nicolas-chaulet/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000000,2020-12-29 09:37:54.000000,2020-12-29 09:37:54.000000,139.0,41.0,146.0,954.0,1565.0,2020-12-18 10:33:50.000000,1.2.0,13.0,Pytorch framework for doing deep learning on point clouds.,2.0,2.0,18.0,19,https://pypi.org/project/torch-points3d,2020-12-18 10:34:16.000000,,332.0,332.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
606,Databolt Flow,d6t/d6tflow,d6tflow,,,data-pipelines,,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000000,2020-12-19 22:37:20.000000,2020-12-19 21:46:11.000000,64.0,5.0,11.0,891.0,106.0,2020-10-19 04:14:45.000000,0.2.2,19.0,Python library for building highly effective data science workflows.,12.0,12.0,10.0,19,https://pypi.org/project/d6tflow,2020-12-19 22:37:20.000000,,219.0,219.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
607,geoplotlib,andrea-cuttone/geoplotlib,geoplotlib,,,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000000,2020-04-10 20:00:31.000000,2019-05-06 07:06:50.000000,141.0,23.0,18.0,885.0,159.0,2016-07-27 14:55:01.000000,0.3.2,4.0,python toolbox for visualizing geographical data and making maps.,94.0,85.0,8.0,19,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000000,9.0,1046.0,1046.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
608,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch_toolbelt,,,pytorch-utils,['pytorch'],https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000000,2020-12-31 08:35:25.000000,2020-12-31 08:35:12.000000,71.0,3.0,14.0,871.0,489.0,2020-08-19 10:33:17.000000,0.4.0,18.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,1.0,,5.0,19,https://pypi.org/project/pytorch_toolbelt,2020-08-19 10:33:17.000000,1.0,5416.0,5416.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
609,Paddle Graph Learning,PaddlePaddle/PGL,pgl,,,graph,['paddle'],https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000000,2020-12-29 02:54:01.000000,2020-12-14 07:02:53.000000,114.0,14.0,28.0,856.0,349.0,2020-12-18 16:59:53.000000,2.0.0a,6.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,11.0,9.0,17.0,19,https://pypi.org/project/pgl,2020-11-20 06:23:47.000000,2.0,696.0,696.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
610,TensorFrames,databricks/tensorframes,tensorframes,,,distributed-ml,"['tensorflow', 'spark']",https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000000,2020-11-13 17:47:02.000000,2019-11-15 21:43:53.000000,159.0,51.0,43.0,768.0,221.0,2018-11-16 20:50:02.000000,0.6.0,6.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,,,16.0,19,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000000,,6084.0,6084.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
611,YouTokenToMe,vkcom/youtokentome,youtokentome,,,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000000,2020-10-01 23:24:11.000000,2020-02-13 09:49:37.000000,42.0,21.0,20.0,704.0,76.0,2020-02-13 09:57:47.000000,1.0.6,14.0,Unsupervised text tokenizer focused on computational efficiency.,97.0,91.0,6.0,19,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000000,6.0,6995.0,6995.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
612,TabNet,dreamquark-ai/tabnet,pytorch-tabnet,,,pytorch-utils,['pytorch'],https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000000,2020-12-26 18:09:43.000000,2020-12-24 13:52:53.000000,131.0,30.0,95.0,698.0,158.0,2020-12-15 12:44:24.000000,3.0.0,15.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,,,17.0,19,https://pypi.org/project/pytorch-tabnet,2020-12-15 12:44:24.000000,,4377.0,4377.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
613,TF Recommenders,tensorflow/recommenders,tensorflow-recommenders,,,recommender-systems,['tensorflow'],https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000000,2020-12-29 20:25:24.000000,2020-12-29 20:25:14.000000,65.0,24.0,42.0,670.0,,2020-12-22 19:24:59.000000,0.3.2,7.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,10.0,10.0,16.0,19,https://pypi.org/project/tensorflow-recommenders,2020-12-22 19:24:59.000000,,3323.0,3323.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
614,mlens,flennerhag/mlens,mlens,,,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000000,2020-02-25 14:32:48.000000,2020-02-25 14:31:53.000000,80.0,8.0,73.0,662.0,879.0,2018-10-30 22:34:35.000000,0.2.3,14.0,ML-Ensemble high performance ensemble learning.,93.0,93.0,7.0,19,https://pypi.org/project/mlens,2018-10-30 22:30:43.000000,,788.0,788.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
615,NGT,yahoojapan/NGT,ngt,,,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000000,2020-11-17 22:33:08.000000,2020-11-17 22:32:45.000000,67.0,7.0,66.0,605.0,113.0,2020-08-19 04:31:59.000000,1.12.2,45.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,3.0,,10.0,19,https://pypi.org/project/ngt,2020-09-23 06:52:45.000000,3.0,3400.0,3400.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
616,pytorch-forecasting,jdb78/pytorch-forecasting,pytorch-forecasting,,,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2020-12-31 07:41:00.000000,2020-12-31 07:40:52.000000,52.0,21.0,55.0,529.0,538.0,2020-12-07 22:17:50.000000,0.7.1,19.0,Time series forecasting with PyTorch.,,,10.0,19,https://pypi.org/project/pytorch-forecasting,2020-12-03 21:53:32.000000,,3484.0,3484.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
617,gazpacho,maxhumber/gazpacho,gazpacho,,,web-scraping,,https://github.com/maxhumber/gazpacho,https://github.com/maxhumber/gazpacho,MIT,2019-09-23 20:21:55.000000,2020-10-31 18:03:20.000000,2020-10-31 18:03:19.000000,47.0,4.0,29.0,503.0,142.0,2020-10-09 12:51:41.000000,1.1,18.0,"The simple, fast, and modern web scraping library.",83.0,81.0,13.0,19,https://pypi.org/project/gazpacho,2020-09-24 17:50:19.000000,2.0,2845.0,2845.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
618,PFRL,pfnet/pfrl,pfrl,,,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000000,2020-12-20 17:22:25.000000,2020-12-17 08:58:39.000000,58.0,22.0,19.0,469.0,315.0,2020-12-17 04:57:58.000000,0.2.1,4.0,PFRL: a PyTorch-based deep reinforcement learning library.,4.0,4.0,10.0,19,https://pypi.org/project/pfrl,2020-12-17 05:00:25.000000,,550.0,550.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
619,N2,kakao/n2,n2,,,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000000,2020-10-21 05:15:27.000000,2020-10-21 05:14:11.000000,51.0,17.0,21.0,443.0,242.0,2020-10-16 03:43:47.000000,0.1.7,8.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,14.0,12.0,17.0,19,https://pypi.org/project/n2,2020-10-16 02:48:11.000000,2.0,416.0,416.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
620,HpBandSter,automl/HpBandSter,hpbandster,,,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000000,2020-09-06 09:54:54.000000,2019-03-26 09:26:28.000000,90.0,53.0,34.0,431.0,187.0,2019-07-30 12:47:43.000000,1.0,6.0,a distributed Hyperband implementation on Steroids.,119.0,103.0,10.0,19,https://pypi.org/project/hpbandster,2018-10-24 09:31:01.000000,16.0,5261.0,5261.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
621,Poutyne,GRAAL-Research/poutyne,poutyne,,,pytorch-utils,['pytorch'],https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000000,2020-12-31 20:31:32.000000,2020-12-24 16:52:02.000000,47.0,12.0,33.0,422.0,495.0,2020-12-24 17:01:16.000000,1.2,18.0,A simplified framework and utilities for PyTorch.,52.0,50.0,15.0,19,https://pypi.org/project/poutyne,2020-12-24 17:02:00.000000,2.0,831.0,831.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
622,seglearn,dmbee/seglearn,seglearn,,,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000000,2020-11-08 14:51:01.000000,2020-11-08 14:45:42.000000,46.0,6.0,18.0,408.0,264.0,2020-04-02 15:26:06.000000,1.2.1,20.0,Python module for machine learning time series:.,7.0,6.0,13.0,19,https://pypi.org/project/seglearn,2020-04-02 15:26:06.000000,1.0,2586.0,2586.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
623,Feature Engine,solegalli/feature_engine,feature_engine,conda-forge/feature_engine,,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000000,2020-12-31 17:43:13.000000,2020-12-31 14:15:16.000000,124.0,29.0,65.0,403.0,95.0,2020-12-31 13:08:09.000000,1.0.0,23.0,Feature engineering package with sklearn like functionality.,2.0,,18.0,19,https://pypi.org/project/feature_engine,2020-12-31 13:08:09.000000,2.0,14029.0,14240.0,https://anaconda.org/conda-forge/feature_engine,2020-12-31 14:05:59.365000,1057.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
624,MXBoard,awslabs/mxboard,mxboard,,,ml-experiments,['mxnet'],https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000000,2020-01-24 23:21:56.000000,2020-01-24 23:21:55.000000,46.0,16.0,15.0,330.0,42.0,2018-05-22 20:25:51.000000,0.1.0,12.0,Logging MXNet data for visualization in TensorBoard.,91.0,90.0,9.0,19,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000000,1.0,2768.0,2768.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
625,PyKEEN,pykeen/pykeen,pykeen,,,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000000,2020-12-23 14:14:49.000000,2020-12-22 16:20:55.000000,43.0,33.0,57.0,272.0,2255.0,2020-10-21 11:59:14.000000,1.0.5,31.0,A Python library for learning and evaluating knowledge graph embeddings.,1.0,,17.0,19,https://pypi.org/project/pykeen,2020-08-25 14:33:23.000000,1.0,343.0,348.0,,,,True,3,37.0,,,,,,,,,,,,,,,,,,,,,,,
626,textpipe,textpipe/textpipe,textpipe,,,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000000,2020-12-28 07:38:31.000000,2020-10-12 08:19:03.000000,17.0,20.0,24.0,260.0,366.0,2020-10-12 08:24:19.000000,0.12.1,38.0,Textpipe: clean and extract metadata from text.,7.0,6.0,27.0,19,https://pypi.org/project/textpipe,2020-10-12 08:24:19.000000,1.0,452.0,452.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
627,pyfasttext,vrasneur/pyfasttext,pyfasttext,,,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12.000000,31.0,19.0,28.0,229.0,153.0,2018-12-08 15:02:54.000000,0.4.6,13.0,Yet another Python binding for fastText.,132.0,127.0,4.0,19,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000000,5.0,2536.0,2543.0,,,,False,3,306.0,,,,,,,,,,,,,,,,,,,,,,,
628,recmetrics,statisticianinstilettos/recmetrics,recmetrics,,,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000000,2020-12-03 21:21:02.000000,2020-12-03 21:21:00.000000,52.0,7.0,7.0,220.0,233.0,2019-02-10 16:12:38.000000,0.0.9,11.0,A library of metrics for evaluating recommender systems.,16.0,16.0,12.0,19,https://pypi.org/project/recmetrics,2019-02-10 16:12:38.000000,,990.0,990.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
629,fletcher,xhochy/fletcher,fletcher,conda-forge/fletcher,,data-containers,['pandas'],https://github.com/xhochy/fletcher,https://github.com/xhochy/fletcher,MIT,2018-03-04 16:44:22.000000,2020-12-29 14:05:18.481000,2020-12-29 11:55:14.000000,32.0,33.0,39.0,205.0,509.0,2020-12-29 11:55:52.000000,0.7.1,14.0,Pandas ExtensionDType/Array backed by Apache Arrow.,2.0,2.0,23.0,19,https://pypi.org/project/fletcher,2020-12-07 20:33:59.000000,0.0,483.0,1084.0,https://anaconda.org/conda-forge/fletcher,2020-12-29 14:05:18.481000,18004.0,True,3,12.0,,,,,,,,,,,,,,,,,,,,,,,
630,Glow,projectglow/glow,glow.py,,,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000000,2020-12-30 17:05:30.000000,2020-12-23 18:26:29.000000,41.0,22.0,41.0,151.0,295.0,2020-09-10 18:38:52.000000,0.6.0,9.0,An open-source toolkit for large-scale genomic analysis.,,,11.0,19,https://pypi.org/project/glow.py,2020-09-10 01:15:03.000000,,1350.0,1350.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
631,Spotlight,maciejkula/spotlight,,maciejkula/spotlight,,recommender-systems,['pytorch'],https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000000,2020-11-15 08:21:28.000000,2020-02-09 21:03:48.000000,366.0,64.0,48.0,2374.0,299.0,2019-09-08 10:19:53.000000,0.1.6,7.0,Deep recommender models using PyTorch.,,,11.0,18,,,,,136.0,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235000,5883.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
632,Crypto Signals,CryptoSignal/crypto-signal,,,,financial-data,,https://github.com/CryptoSignal/Crypto-Signal,https://github.com/CryptoSignal/Crypto-Signal,MIT,2017-09-16 23:49:24.000000,2020-12-29 14:48:31.000000,2020-09-03 12:26:48.000000,637.0,43.0,187.0,2372.0,563.0,,,,"Github.com/CryptoSignal - #1 Quant Trading & Technical Analysis Bot - 2,100 + stars, 580 + forks.",,,25.0,18,,,,,1017.0,,,,True,3,,,,shadowreaver/crypto-signal,https://hub.docker.com/r/shadowreaver/crypto-signal,2020-09-03 13:00:35.801133,7.0,40699.0,,,,,,,,,,,,,,,,
633,NeuroNER,Franck-Dernoncourt/NeuroNER,pyneuroner,,,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000000,2020-11-13 18:07:48.000000,2019-10-02 23:26:11.000000,440.0,77.0,67.0,1520.0,132.0,2019-10-02 23:30:15.000000,1.0.8,7.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,8.0,8.0,7.0,18,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000000,,102.0,102.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
634,Cola,qinxuye/cola,cola,,,web-scraping,,https://github.com/qinxuye/cola,https://github.com/qinxuye/cola,Apache-2.0,2013-05-15 06:41:01.000000,2020-03-01 06:25:06.000000,2020-03-01 06:25:05.000000,544.0,14.0,52.0,1387.0,254.0,2016-03-31 04:19:26.000000,0.1.0,3.0,A high-level distributed crawling framework.,4.0,3.0,3.0,18,https://pypi.org/project/cola,2016-03-31 04:19:26.000000,1.0,43.0,43.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
635,Higher,facebookresearch/higher,higher,,,pytorch-utils,['pytorch'],https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000000,2020-11-23 06:15:24.000000,2020-10-28 16:53:07.000000,73.0,23.0,46.0,1013.0,28.0,2020-07-14 12:20:32.000000,0.2.1,2.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,27.0,27.0,6.0,18,https://pypi.org/project/higher,2020-07-14 12:20:32.000000,,715.0,715.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
