,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,new_addition,updated_github_id
743,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,30,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,216.0,203.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,5184.0,5190.0,,,,,,,,3.0,346.0,,,,,,,,,,,,,,,,,,,,
744,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2021-11-26 21:39:34.000000,2021-11-26 21:39:28,466.0,3.0,23,5.0,7.0,4.0,39.0,230,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,8.0,20,False,2021-03-17 06:05:28.000,0.6.7,21.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],19.0,,https://pypi.org/project/scikit-posthocs,2021-03-15 16:05:51.000,19.0,30176.0,30692.0,https://anaconda.org/conda-forge/scikit-posthocs,2021-03-15 21:17:30.605,8259.0,,,,,3.0,25.0,,,,,,,,,,,,,,,,,,,,
745,BatchFlow,analysiscenter/batchflow,data-pipelines,,https://github.com/analysiscenter/batchflow,https://github.com/analysiscenter/batchflow,Apache-2.0,2017-03-13 14:22:53.000,2022-02-10 13:45:52.000000,2022-02-10 13:38:27,4992.0,126.0,38,12.0,539.0,40.0,67.0,170,BatchFlow helps you conveniently work with random or sequential batches of your data and define data processing and..,30.0,20,False,2021-06-10 10:54:52.000,0.5.0,7.0,batchflow,,,,,,,https://pypi.org/project/batchflow,2021-06-10 10:54:52.000,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
746,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5.0,,49,3.0,1.0,2.0,,72,Python 3 Bindings for the NVIDIA Management Library.,2.0,20,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,5060.0,4927.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,133.0,751502.0,751502.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
747,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000,2022-01-05 14:39:38.000000,2022-01-05 13:45:51,493.0,4.0,1323,476.0,18.0,51.0,160.0,6626,A customisable 3D platform for agent-based AI research.,7.0,19,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
748,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000000,2020-05-22 22:34:09,250.0,,716,329.0,58.0,2.0,,6156,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,19,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,130.0,137.0,,,,,,,,3.0,159.0,,,,,,,,,,,,,,,,,,,True,
749,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2022-02-10 08:40:24.000000,2022-02-10 08:40:24,672.0,82.0,571,120.0,205.0,21.0,87.0,5163,You like pytorch? You like micrograd? You love tinygrad!.,54.0,19,True,,,,,,,,['pytorch'],2.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
750,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-02-04 12:58:13.000000,2021-10-28 14:20:52,163.0,,862,96.0,32.0,246.0,240.0,4552,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,25.0,19,True,,,1.0,pyslowfast,,,,['pytorch'],6.0,6.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,15.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
751,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2020-12-28 00:52:23.000000,2018-10-26 13:57:02,168.0,,342,89.0,3.0,3.0,18.0,1972,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,2.0,19,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,40.0,39.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,685.0,685.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
752,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2021-09-26 02:36:04.000000,2021-08-19 02:08:33,136.0,,455,151.0,140.0,76.0,27.0,1904,Deep Learning Pipelines for Apache Spark.,16.0,19,True,2020-01-08 19:50:31.000,1.6.0,9.0,,,,,['spark'],19.0,19.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
753,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-02-09 18:45:09.000000,2021-08-19 02:33:54,91.0,,210,59.0,96.0,21.0,56.0,1841,"Codebase for Image Classification Research, written in PyTorch.",13.0,19,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,465.0,465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
754,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101,40.0,13.0,14.0,9.0,1250,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,19,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,50.0,50.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,,574.0,574.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
755,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-02-09 23:58:53.000000,2021-05-03 22:51:52,375.0,,240,57.0,50.0,8.0,29.0,1200,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,19,True,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,,,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,26.0,26.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
756,Databolt Flow,d6t/d6tflow,data-pipelines,,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000,2021-10-06 00:53:48.000000,2021-09-28 02:59:00,266.0,,69,22.0,18.0,10.0,13.0,935,Python library for building highly effective data science workflows.,12.0,19,True,2021-10-06 00:53:48.000,0.2.5,21.0,d6tflow,,,,,19.0,19.0,https://pypi.org/project/d6tflow,2021-10-06 00:53:48.000,,208.0,208.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
757,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,1.0,105,15.0,11.0,31.0,41.0,781,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,True,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],42.0,38.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,4.0,1463.0,1463.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
758,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,94,25.0,73.0,26.0,35.0,773,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,,101199.0,101356.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,3627.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
759,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2021-12-22 00:07:44.000000,2021-10-23 07:17:16,413.0,,152,57.0,3.0,12.0,29.0,712,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,3.0,3.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
760,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104.0,,114,29.0,25.0,21.0,34.0,676,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,19,True,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],33.0,31.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,732.0,732.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
761,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42,198.0,,92,24.0,46.0,19.0,34.0,671,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,18.0,18.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,1090.0,1090.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
762,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-02-10 11:31:35.000000,2022-02-10 11:31:35,562.0,89.0,102,30.0,507.0,28.0,42.0,665,Machine learning framework for both deep learning and traditional algorithms.,29.0,19,True,2021-06-22 05:25:53.000,NeoML-master_2.0.5.0,5.0,neoml,,,,,,,https://pypi.org/project/neoml,2021-06-21 21:43:53.000,,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
763,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2021-12-13 18:54:27.000000,2021-12-13 18:54:25,234.0,29.0,33,12.0,13.0,8.0,15.0,624,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",3.0,19,True,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],7.0,7.0,https://pypi.org/project/tensor-sensor,2021-12-11 21:24:35.000,,2066.0,2106.0,https://anaconda.org/conda-forge/tensor-sensor,2021-12-11 23:37:02.831,160.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
764,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2021-07-31 04:54:26.000000,2020-07-03 18:01:17,397.0,,202,29.0,35.0,34.0,19.0,621,An open source python library for scalable Bayesian optimisation.,12.0,19,False,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,29867.0,29867.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
765,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-02-08 16:07:15.000000,2022-01-28 16:44:39,1182.0,17.0,81,40.0,333.0,15.0,111.0,569,GPU accelerated signal processing.,36.0,19,True,2022-02-02 15:59:38.000,22.02.00,11.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
766,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-02-10 00:14:14.000000,2021-09-16 17:56:31,171.0,,122,31.0,68.0,7.0,53.0,506,Code for the TCAV ML interpretability project.,19.0,19,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],14.0,11.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,119.0,119.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
767,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-02-03 04:45:29.000000,2022-02-03 04:45:25,3200.0,24.0,30,10.0,1.0,,80.0,357,Deep Learning PyTorch.,1.0,19,True,2022-01-29 03:42:09.000,0.2.2,20.0,carefree-learn,,,,['pytorch'],2.0,2.0,https://pypi.org/project/carefree-learn,2021-10-29 05:36:03.000,,155.0,155.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
768,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39,253.0,,81,20.0,52.0,22.0,17.0,354,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,19,False,2020-06-10 01:53:55.000,0.4.3,7.0,rrcf,,,,,34.0,32.0,https://pypi.org/project/rrcf,2020-06-10 01:53:55.000,2.0,9240.0,9240.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
769,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2022-02-10 15:01:54.000000,2022-01-20 17:03:09,1770.0,95.0,39,9.0,178.0,10.0,70.0,321,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,16.0,19,True,2021-10-13 22:01:16.000,0.1.0rc4,8.0,pykale,,,,['pytorch'],,,https://pypi.org/project/pykale,2021-10-13 22:02:19.000,,46.0,46.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
770,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2015-09-04 16:33:42.000,2021-10-17 18:15:40.000000,2021-10-17 18:09:37,533.0,,28,13.0,3.0,8.0,29.0,320,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",6.0,19,True,2021-10-17 18:15:40.000,0.5.7,19.0,sklearn-evaluation,,,,['sklearn'],40.0,38.0,https://pypi.org/project/sklearn-evaluation,2021-10-17 18:15:40.000,2.0,1030.0,1030.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
771,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2021-03-27 14:31:44.000000,2021-02-09 04:48:07,110.0,,40,20.0,18.0,17.0,9.0,311,pyspark methods to enhance developer productivity.,6.0,19,True,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,,,['spark'],4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,464530.0,464530.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
772,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,23,23.0,239.0,24.0,25.0,293,Textpipe: clean and extract metadata from text.,28.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,1051.0,1051.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
773,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07,58.0,,47,25.0,38.0,7.0,10.0,275,Distributed scikit-learn meta-estimators in PySpark.,7.0,19,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",11.0,9.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,40771.0,40771.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
774,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2022-01-14 11:55:53.000000,2022-01-06 19:38:13,32.0,16.0,28,5.0,8.0,11.0,21.0,254,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,19,False,2022-01-06 19:43:48.000,0.1.2,12.0,fastt5,,,,,7.0,7.0,https://pypi.org/project/fastt5,2022-01-06 19:43:48.000,,785.0,785.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
775,fletcher,xhochy/fletcher,data-containers,,https://github.com/xhochy/fletcher,https://github.com/xhochy/fletcher,MIT,2018-03-04 16:44:22.000,2021-11-04 09:30:27.570000,2021-02-18 14:46:18,520.0,,34,19.0,146.0,34.0,40.0,220,Pandas ExtensionDType/Array backed by Apache Arrow.,24.0,19,False,2021-01-17 20:11:01.000,0.7.2,16.0,fletcher,conda-forge/fletcher,,,['pandas'],4.0,3.0,https://pypi.org/project/fletcher,2021-01-17 20:11:01.000,1.0,201.0,1111.0,https://anaconda.org/conda-forge/fletcher,2021-11-04 09:30:27.570,39169.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,,
776,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,34,12.0,36.0,7.0,44.0,198,A library for augmenting annotated audio data.,7.0,19,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,,15.0,14.0,https://pypi.org/project/muda,2021-12-15 16:53:25.527,1.0,204.0,204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
777,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2021-12-13 22:27:14.000000,2021-12-13 22:24:28,561.0,1.0,15,16.0,444.0,83.0,73.0,187,Functional tensors for probabilistic programming.,9.0,19,False,2021-12-13 22:52:43.000,0.4.2,8.0,funsor,,,,['pytorch'],24.0,22.0,https://pypi.org/project/funsor,2021-12-13 22:27:14.000,2.0,1792.0,1792.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
778,chitra,gradsflow/chitra,ml-experiments,,https://github.com/gradsflow/chitra,https://github.com/gradsflow/chitra,Apache-2.0,2020-01-23 14:17:54.000,2022-01-24 02:31:36.059000,2022-01-13 09:09:43,363.0,21.0,34,5.0,125.0,5.0,33.0,177,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,19,False,2021-11-26 17:10:22.000,0.2.0,38.0,chitra,conda-forge/chitra,,,,,,https://pypi.org/project/chitra,2022-01-09 08:49:42.000,,252.0,327.0,https://anaconda.org/conda-forge/chitra,2022-01-24 02:31:36.059,75.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,True,
779,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2021-11-28 09:13:56.000000,2021-10-18 10:06:31,45.0,,1424,148.0,71.0,136.0,268.0,8344,End-to-End Object Detection with Transformers.,24.0,18,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
780,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2022-01-08 18:08:26.920000,2022-01-07 13:32:00,148.0,1.0,329,70.0,29.0,30.0,20.0,7722,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",14.0,18,False,2021-10-19 13:33:43.000,0.1.3,4.0,prettymaps,conda-forge/prettymaps,,,,5.0,5.0,https://pypi.org/project/prettymaps,2021-10-19 13:33:43.000,,611.0,642.0,https://anaconda.org/conda-forge/prettymaps,2022-01-08 18:08:26.920,31.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,True,
781,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2020-11-15 08:21:28.000000,2020-02-09 21:03:48,299.0,,391,111.0,79.0,67.0,48.0,2658,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,118.0,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,6639.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
782,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,218,30.0,18.0,19.0,33.0,2112,A small package to create visualizations of PyTorch execution graphs.,6.0,18,True,,,,,,,,,572.0,572.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,True,
783,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-02-10 00:08:21.000000,2019-10-02 23:26:11,132.0,,452,84.0,31.0,82.0,67.0,1590,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,72.0,72.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
784,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2022-02-09 23:26:26.000000,2021-05-07 00:33:52,788.0,,60,10.0,661.0,123.0,64.0,1549,Version control for machine learning.,16.0,18,True,2021-03-11 21:15:01.000,0.4.2,7.0,keepsake,,,,,,,https://pypi.org/project/keepsake,2021-03-11 21:15:01.000,,844.0,844.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
785,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,153,46.0,3.0,12.0,15.0,1497,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,18,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],4.0,4.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,187.0,187.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
786,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-01-30 19:50:59.000000,2022-01-30 19:49:08,271.0,3.0,80,32.0,72.0,24.0,30.0,1017,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,18,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,7208.0,7208.0,,,,,,,,3.0,,,,,,,,,4.0,,,,,,,,,,,,
787,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2021-06-30 02:02:42.000000,2021-03-15 07:00:08,66.0,,105,24.0,34.0,20.0,8.0,957,Distributed Computing for AI Made Simple.,5.0,18,True,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,,32.0,31.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,2039.0,2039.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
