,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,bitbucket_id
761,DALI,NVIDIA/DALI,,gpu-utilities,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000000,2021-11-17 18:43:32.000000,2021-11-17 17:08:27.000000,445,146.0,914.0,3574.0,,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,66.0,17,True,2021-10-25 07:02:59.000000,1.7.0,45.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
762,ReAgent,facebookresearch/ReAgent,,reinforcement-learning,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000000,2021-11-17 06:14:13.000000,2021-11-17 06:13:50.000000,426,41.0,75.0,3055.0,1339.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",121.0,17,True,,,,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
763,River,online-ml/river,,others,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000000,2021-11-17 17:01:07.000000,2021-11-17 16:57:49.000000,306,8.0,323.0,2832.0,,Online machine learning in Python.,68.0,17,True,,,,,,,,,48.0,48.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
764,Spotlight,maciejkula/spotlight,,recommender-systems,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000000,2020-11-15 08:21:28.000000,2020-02-09 21:03:48.000000,389,67.0,48.0,2605.0,299.0,Deep recommender models using PyTorch.,11.0,17,False,2019-09-08 10:19:53.000000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,122.0,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235000,6499.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
765,Mara Pipelines,mara/mara-pipelines,,data-pipelines,https://github.com/mara/mara-pipelines,https://github.com/mara/mara-pipelines,MIT,2018-03-31 20:37:22.000000,2021-10-27 08:01:17.000000,2021-09-18 06:45:18.000000,85,11.0,12.0,1828.0,141.0,"A lightweight opinionated ETL framework, halfway between plain scripts and Apache Airflow.",16.0,17,True,2021-01-23 22:34:03.000000,3.1.2,7.0,mara-pipelines,,,,,7.0,7.0,https://pypi.org/project/mara-pipelines,2021-01-23 22:34:03.000000,,54.0,54.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
766,BlazingSQL,BlazingDB/blazingsql,,gpu-utilities,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000000,2021-10-08 18:42:47.000000,2021-09-30 21:51:09.000000,156,129.0,585.0,1626.0,,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",47.0,17,True,2021-08-16 15:40:43.000000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,36.0,https://anaconda.org/blazingsql/blazingsql-protocol,2019-11-11 19:54:17.621000,938.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
767,zenml,maiot-io/zenml,,data-pipelines,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000000,2021-11-17 17:15:54.000000,2021-11-15 11:06:02.000000,77,5.0,44.0,1371.0,,ZenML : MLOps framework to create reproducible ML pipelines for production machine learning.,17.0,17,True,2021-11-05 17:28:54.000000,0.5.2,39.0,zenml,,,,,,,https://pypi.org/project/zenml,2021-11-05 17:21:01.000000,,479.0,479.0,,,,,,,,3.0,,,,,,,,,,,zenml-io/zenml,,,,,,,,,,,
768,sklearn-porter,nok/sklearn-porter,,model-serialisation,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,MIT,2016-06-22 22:21:34.000000,2021-06-01 22:52:09.000000,2019-12-18 13:31:50.000000,139,42.0,29.0,1101.0,699.0,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",11.0,17,False,2019-12-18 13:39:19.000000,0.7.4,20.0,sklearn-porter,,,,['sklearn'],1.0,,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000000,1.0,500.0,500.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
769,DIG,divelab/DIG,,graph,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000000,2021-10-29 19:48:34.000000,2021-10-29 19:48:34.000000,119,1.0,51.0,942.0,,A library for graph deep learning research.,28.0,17,False,2021-10-13 00:38:18.000000,0.1.2,10.0,dig,,,,,8.0,,https://pypi.org/project/dig,2015-08-23 10:30:20.000000,8.0,588.0,588.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
770,ecco,jalammar/ecco,,interpretability,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000000,2021-11-11 12:41:40.000000,2021-10-29 13:14:11.000000,57,12.0,11.0,918.0,,Visualize and explore NLP language models. Ecco creates interactive visualizations directly in Jupyter notebooks..,6.0,17,True,2021-08-02 08:50:55.000000,0.0.15,15.0,ecco,,,,['pytorch'],3.0,3.0,https://pypi.org/project/ecco,2021-08-02 08:50:55.000000,0.0,448.0,448.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
771,iNNvestigate,albermax/innvestigate,,interpretability,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000000,2021-08-03 15:45:16.000000,2021-08-03 15:45:16.000000,196,71.0,158.0,914.0,943.0,A toolbox to iNNvestigate neural networks' predictions!.,19.0,17,True,2020-11-14 11:35:59.000000,1.0.9,2.0,innvestigate,,,,['tensorflow'],1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000000,1.0,378.0,378.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
772,cuGraph,rapidsai/cugraph,,gpu-utilities,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000000,2021-11-17 15:47:17.000000,2021-11-17 00:01:47.000000,161,87.0,661.0,852.0,,cuGraph - RAPIDS Graph Analytics Library.,70.0,17,True,2021-10-06 19:07:49.000000,21.10.00,15.0,cugraph,,,,,0.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000000,0.0,189.0,189.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
773,Vulkan Kompute,EthicalML/vulkan-kompute,,gpu-utilities,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000000,2021-11-17 08:24:46.000000,2021-11-17 08:24:46.000000,49,51.0,106.0,604.0,964.0,"General purpose GPU compute framework for cross vendor graphics cards (AMD, Qualcomm, NVIDIA & friends). Blazing fast,..",16.0,17,True,2021-09-16 04:09:57.000000,0.8.0,12.0,kp,,,,,2.0,2.0,https://pypi.org/project/kp,2021-09-15 06:20:19.000000,,107.0,113.0,,,,,,,,3.0,100.0,,,,,,,,,,KomputeProject/kompute,,,,,,,,,,,
774,nboost,koursaros-ai/nboost,,nlp,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25.000000,65,29.0,50.0,598.0,1336.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000000,,95.0,95.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
775,TF Compression,tensorflow/compression,,tensorflow-utils,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000000,2021-10-27 09:21:15.000000,2021-10-26 22:08:24.000000,193,2.0,73.0,540.0,175.0,Data compression in TensorFlow.,10.0,17,True,2021-05-14 00:38:32.000000,2.2,11.0,tensorflow-compression,,,,['tensorflow'],1.0,,https://pypi.org/project/tensorflow-compression,2021-05-14 00:25:53.000000,1.0,704.0,704.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
776,SKLL,EducationalTestingService/skll,,ml-experiments,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000000,2021-10-28 13:18:14.000000,2021-10-28 13:18:11.000000,64,40.0,349.0,525.0,,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,35.0,17,False,2021-02-26 03:01:01.000000,2.5,64.0,skll,,,,['sklearn'],49.0,32.0,https://pypi.org/project/skll,2020-03-13 16:23:35.000000,17.0,520.0,520.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,,
777,Auto Tune Models,HDI-Project/ATM,,hyperopt,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58.000000,129,17.0,71.0,512.0,775.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,17,False,2019-07-30 09:28:26.000000,0.2.2,14.0,atm,,,,,7.0,7.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000000,,149.0,149.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
778,Baal,ElementAI/baal,,probabilistics,https://github.com/ElementAI/baal,https://github.com/ElementAI/baal,Apache-2.0,2019-09-30 20:16:26.000000,2021-11-01 20:34:00.000000,2021-11-01 20:33:59.000000,45,13.0,43.0,464.0,140.0,Library to enable Bayesian active learning in your research or labeling work.,11.0,17,True,2021-10-12 17:54:54.000000,1.4.0,11.0,baal,,,,,0.0,,https://pypi.org/project/baal,2021-10-12 17:53:39.000000,0.0,528.0,528.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
779,kale,kubeflow-kale/kale,,data-pipelines,https://github.com/kubeflow-kale/kale,https://github.com/kubeflow-kale/kale,Apache-2.0,2019-01-24 17:58:44.000000,2021-11-09 16:15:00.000000,2021-10-20 12:44:09.000000,87,83.0,71.0,457.0,644.0,Kubeflows superfood for Data Scientists.,10.0,17,True,2021-05-19 12:56:53.000000,0.7.0,15.0,kubeflow-kale,,,,['jupyter'],,,https://pypi.org/project/kubeflow-kale,2021-05-19 12:56:53.000000,,897.0,897.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
780,Case Recommender,caserec/CaseRecommender,,recommender-systems,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000000,2021-06-17 10:47:07.000000,2021-06-17 10:47:07.000000,76,7.0,17.0,368.0,203.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,17,True,2019-08-20 13:48:43.000000,1.1.0,41.0,caserecommender,,,,['sklearn'],9.0,9.0,https://pypi.org/project/caserecommender,2019-08-20 13:48:43.000000,,518.0,518.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
781,Sematch,gsi-upm/sematch,,graph,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24.000000,100,14.0,19.0,366.0,122.0,semantic similarity framework for knowledge graph.,5.0,17,False,2017-04-17 10:56:52.000000,1.0.4,5.0,sematch,,,,,32.0,29.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000000,3.0,196.0,196.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
782,carefree-learn,carefree0910/carefree-learn,,tabular,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000000,2021-11-01 13:06:35.000000,2021-11-01 13:05:38.000000,30,,80.0,354.0,194.0,Deep Learning PyTorch.,1.0,17,True,2021-10-29 05:39:15.000000,0.2.1,20.0,carefree-learn,,,,['pytorch'],2.0,2.0,https://pypi.org/project/carefree-learn,2021-10-29 05:36:03.000000,,152.0,152.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
783,Camphr,PKSHATechnology-Research/camphr,,nlp,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000000,2021-08-18 06:06:52.000000,2021-08-18 06:06:51.000000,17,2.0,25.0,343.0,1404.0,Camphr - NLP libary for creating pipeline components.,7.0,17,True,2021-07-28 07:48:46.000000,0.10.0,48.0,camphr,,,,['spacy'],0.0,,https://pypi.org/project/camphr,2021-07-28 07:48:46.000000,0.0,428.0,428.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
784,pdvega,altair-viz/pdvega,,data-viz,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13.000000,30,16.0,10.0,339.0,177.0,Interactive plotting for Pandas using Vega-Lite.,9.0,17,False,,,1.0,pdvega,,,,,64.0,57.0,https://pypi.org/project/pdvega,2018-02-01 04:56:43.000000,7.0,163.0,163.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
785,bodywork-core,bodywork-ml/bodywork-core,,data-pipelines,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000000,2021-11-13 11:33:37.000000,2021-07-05 08:09:48.000000,14,12.0,43.0,307.0,467.0,"ML pipeline orchestration and model deployments on Kubernetes, made really easy.",4.0,17,False,2021-07-05 08:15:59.000000,2.1.7,45.0,bodywork,,,,,8.0,8.0,https://pypi.org/project/bodywork,2021-07-05 08:15:59.000000,,305.0,305.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
786,elegy,poets-ai/elegy,,ml-frameworks,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000000,2021-11-16 03:15:56.000000,2021-11-16 03:15:56.000000,19,28.0,62.0,287.0,319.0,A High Level API for Deep Learning in JAX.,14.0,17,False,2021-11-08 21:19:03.000000,0.8.1,25.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2021-11-08 21:19:03.000000,,454.0,454.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
787,solt,MIPT-Oulu/solt,,image,https://github.com/MIPT-Oulu/solt,https://github.com/MIPT-Oulu/solt,MIT,2018-08-02 15:09:05.000000,2021-10-12 22:58:52.000000,2020-04-09 06:44:39.000000,19,17.0,30.0,252.0,336.0,Streaming over lightweight data transformations.,4.0,17,False,2020-03-10 14:09:31.000000,0.1.9,18.0,solt,,,,,27.0,24.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000000,3.0,127.0,127.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
788,DeepGraph,deepgraph/deepgraph,,graph,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000000,2021-11-08 16:53:47.290000,2021-06-14 10:58:10.000000,36,9.0,5.0,247.0,162.0,Analyze Data with Pandas-based Networks. Documentation:.,2.0,17,False,2020-10-01 13:20:38.000000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,,,['pandas'],1.0,1.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000000,,366.0,2560.0,https://anaconda.org/conda-forge/deepgraph,2021-11-08 16:53:47.290000,111931.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
789,launchpad,deepmind/launchpad,,distributed-ml,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000000,2021-11-17 10:01:21.000000,2021-11-17 10:00:42.000000,16,2.0,15.0,237.0,187.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,13.0,17,False,2021-11-09 09:39:17.000000,0.3.2,5.0,dm-launchpad,,,,['tensorflow'],1.0,1.0,https://pypi.org/project/dm-launchpad,2021-11-09 09:39:17.000000,,430.0,430.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
790,fastT5,Ki6an/fastT5,,nlp,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000000,2021-11-17 07:56:02.000000,2021-09-02 06:33:02.000000,23,14.0,11.0,228.0,15.0,boost inference speed of T5 models by 5x & reduce the model size by 3x.,3.0,17,False,2021-09-02 06:35:26.000000,0.0.7,7.0,fastt5,,,,,4.0,4.0,https://pypi.org/project/fastt5,2021-09-02 06:35:26.000000,,864.0,864.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
791,Muda,bmcfee/muda,,audio,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000000,2021-05-03 14:04:37.000000,2021-05-03 14:04:36.000000,34,5.0,44.0,196.0,293.0,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:21.000000,0.4.1,11.0,muda,,,,,13.0,12.0,https://pypi.org/project/muda,2019-11-15 15:46:21.000000,1.0,137.0,137.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
792,lkpy,lenskit/lkpy,,recommender-systems,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000000,2021-11-12 01:30:50.433000,2021-11-08 21:58:32.000000,49,26.0,63.0,183.0,,Python recommendation toolkit.,13.0,17,False,2021-06-22 17:06:47.000000,0.13.1,20.0,lenskit,conda-forge/lenskit,,,,0.0,,https://pypi.org/project/lenskit,2021-06-22 17:07:09.000000,0.0,1870.0,2477.0,https://anaconda.org/conda-forge/lenskit,2021-11-12 01:30:50.433000,7289.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
793,Larq Compute Engine,larq/compute-engine,,model-serialisation,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000000,2021-11-09 17:35:13.000000,2021-11-04 16:04:44.000000,26,21.0,113.0,174.0,,Highly optimized inference engine for Binarized Neural Networks.,17.0,17,False,2021-09-08 21:44:17.000000,0.6.2,15.0,larq-compute-engine,,,,,4.0,4.0,https://pypi.org/project/larq-compute-engine,2021-09-08 21:44:17.000000,,600.0,615.0,,,,,,,,3.0,316.0,,,,,,,,,,,,,,,,,,,,,
794,DE⫶TR,facebookresearch/detr,,image,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000000,2021-10-18 10:06:31.000000,2021-10-18 10:06:31.000000,1354,130.0,266.0,7907.0,42.0,End-to-End Object Detection with Transformers.,24.0,16,True,2020-06-29 16:41:01.000000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
795,DeepMind Lab,deepmind/lab,,reinforcement-learning,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000000,2021-11-01 21:58:46.000000,2021-07-21 17:50:32.000000,1323,50.0,159.0,6572.0,488.0,A customisable 3D platform for agent-based AI research.,7.0,16,False,2020-12-07 11:26:33.000000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
796,tinygrad,geohot/tinygrad,,pytorch-utils,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000000,2021-11-05 16:11:31.000000,2021-10-31 03:07:31.000000,560,21.0,78.0,5066.0,590.0,You like pytorch? You like micrograd? You love tinygrad!.,52.0,16,True,,,,,,,,['pytorch'],1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
797,GraphEmbedding,shenweichen/GraphEmbedding,,graph,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000000,2021-10-08 04:42:07.000000,2020-10-18 09:32:47.000000,716,38.0,14.0,2393.0,28.0,Implementation and experiments of graph embedding algorithms.,8.0,16,False,,,,,,,,['sklearn'],12.0,12.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
798,automl-gs,minimaxir/automl-gs,,hyperopt,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14.000000,164,26.0,6.0,1758.0,102.0,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,16,False,2019-04-05 06:51:04.000000,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,2019-04-05 06:47:54.000000,,47.0,47.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,,,,
799,keepsake,replicate/keepsake,,ml-experiments,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000000,2021-11-16 23:18:01.000000,2021-05-07 00:33:52.000000,58,123.0,64.0,1523.0,,Version control for machine learning.,16.0,16,True,2021-03-11 21:15:01.000000,0.4.2,7.0,keepsake,,,,,,,https://pypi.org/project/keepsake,2021-03-11 21:15:01.000000,,731.0,731.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
800,Lambda Networks,lucidrains/lambda-networks,,pytorch-utils,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30.000000,151,12.0,15.0,1491.0,,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,16,True,2020-11-18 08:19:23.000000,0.4.0,11.0,lambda-networks,,,,['pytorch'],3.0,3.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000000,,108.0,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
801,Xcessiv,reiinakano/xcessiv,,hyperopt,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15.000000,109,22.0,13.0,1259.0,316.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000000,0.5.1,34.0,xcessiv,,,,,2.0,1.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000000,1.0,51.0,51.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
802,Botflow,kkyon/botflow,,data-pipelines,https://github.com/kkyon/botflow,https://github.com/kkyon/botflow,BSD-3-Clause,2018-08-20 03:13:31.000000,2020-12-31 09:03:22.000000,2019-05-23 14:40:50.000000,100,2.0,2.0,1179.0,192.0,"Python Fast Dataflow programming framework for Data pipeline work( Web Crawler,Machine Learning,Quantitative..",11.0,16,False,2018-09-14 14:38:32.000000,0.2.0,5.0,botflow,,,,,1.0,1.0,https://pypi.org/project/botflow,2018-09-14 14:38:32.000000,,43.0,43.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
803,MedicalTorch,perone/medicaltorch,,medical-data,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000000,2021-04-16 18:50:54.000000,2021-04-16 18:50:54.000000,110,14.0,9.0,753.0,57.0,A medical imaging framework for Pytorch.,8.0,16,True,2018-11-24 00:33:11.000000,0.2,2.0,medicaltorch,,,,['pytorch'],11.0,11.0,https://pypi.org/project/medicaltorch,2018-11-24 00:29:36.000000,,206.0,206.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
804,Anchor,marcotcr/anchor,,interpretability,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000000,2021-09-07 02:51:38.000000,2021-04-19 22:37:22.000000,93,18.0,48.0,673.0,42.0,Code for High-Precision Model-Agnostic Explanations paper.,8.0,16,True,,,8.0,anchor_exp,,,,,,,https://pypi.org/project/anchor_exp,2020-06-26 20:56:50.000000,,1180.0,1180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
805,NeoML,neoml-lib/neoml,,ml-frameworks,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000000,2021-11-17 17:35:10.000000,2021-11-16 22:27:47.000000,97,28.0,22.0,657.0,479.0,Machine learning framework for both deep learning and traditional algorithms.,24.0,16,True,2021-06-22 05:25:53.000000,NeoML-master_2.0.5.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
806,SpeedTorch,Santosh-Gupta/SpeedTorch,,gpu-utilities,https://github.com/Santosh-Gupta/SpeedTorch,https://github.com/Santosh-Gupta/SpeedTorch,MIT,2019-09-07 18:57:52.000000,2020-02-21 23:13:29.000000,2020-02-21 23:13:28.000000,39,4.0,2.0,643.0,170.0,Library for faster pinned CPU - GPU transfer in Pytorch.,3.0,16,False,2020-01-06 05:27:17.000000,0.1.6,14.0,SpeedTorch,,,,['pytorch'],5.0,3.0,https://pypi.org/project/SpeedTorch,2020-01-06 05:27:17.000000,2.0,112.0,112.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
