,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
717,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-05-18 10:57:33.000000,2022-05-18 10:57:29,1486,3.0,71,35.0,564.0,22.0,117.0,661,Scikit-learn style model finetuning for NLP.,19.0,20,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,75.0,75.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
718,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2022-05-12 05:04:25.000000,2020-07-03 18:01:17,397,,205,29.0,36.0,36.0,19.0,638,An open source python library for scalable Bayesian optimisation.,12.0,20,False,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,29054.0,29054.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
719,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2021-11-15 17:46:29.000000,2019-10-21 07:52:07,46,,51,29.0,11.0,11.0,15.0,620,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,51.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,51.0,54156.0,54156.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
720,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,GPL-3.0,2021-04-26 00:15:19.000,2022-05-17 21:02:29.000000,2022-05-13 00:04:32,729,100.0,56,14.0,165.0,35.0,44.0,603,Scalable and user friendly neural forecasting algorithms for time series data .,22.0,20,False,2022-04-21 20:27:55.000,0.0.9,7.0,neuralforecast,conda-forge/neuralforecast,,,,,,https://pypi.org/project/neuralforecast,2022-04-21 20:27:55.000,,320.0,421.0,https://anaconda.org/conda-forge/neuralforecast,2022-04-21 23:35:21.921,203.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
721,Baal,ElementAI/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-05-14 18:04:47.000000,2022-05-14 18:04:47,175,20.0,54,19.0,122.0,18.0,57.0,585,Library to enable Bayesian active learning in your research or labeling work.,14.0,20,True,2022-05-03 12:50:35.000,1.6.0,15.0,baal,conda-forge/baal,,,,1.0,,https://pypi.org/project/baal,2022-05-03 12:50:00.000,1.0,1101.0,1193.0,https://anaconda.org/conda-forge/baal,2022-05-04 11:29:40.433,1486.0,,,,,3.0,,,,,,,,,,,,,baal-org/baal,,,,,,,,
722,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2021-12-22 15:04:00.863000,2021-12-21 16:13:08,262,,88,9.0,10.0,4.0,12.0,490,Make Waffle Charts in Python.,6.0,20,True,2021-12-21 16:10:13.000,0.6.4,25.0,pywaffle,conda-forge/pywaffle,,,,132.0,131.0,https://pypi.org/project/pywaffle,2021-12-21 16:10:13.000,1.0,3099.0,3208.0,https://anaconda.org/conda-forge/pywaffle,2021-12-22 15:04:00.863,4478.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
723,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857,,88,42.0,56.0,38.0,21.0,474,Bias and Fairness Audit Toolkit.,16.0,20,True,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,,107.0,101.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,903.0,903.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
724,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362,,89,28.0,11.0,35.0,8.0,418,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,,27.0,25.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,32093.0,32093.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
725,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2022-04-26 18:03:18.000000,2022-04-17 14:49:12,264,26.0,85,13.0,28.0,9.0,12.0,392,A library of metrics for evaluating recommender systems.,16.0,20,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,25.0,25.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,1071.0,1071.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
726,bodywork-core,bodywork-ml/bodywork-core,data-pipelines,,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000,2022-05-12 16:02:27.000000,2022-05-05 21:05:43,847,58.0,16,9.0,111.0,4.0,56.0,336,"ML pipeline orchestration and model deployments on Kubernetes, made really easy.",4.0,20,False,2022-05-05 21:11:21.000,3.0.5,54.0,bodywork,,,,,10.0,10.0,https://pypi.org/project/bodywork,2022-05-05 21:11:21.000,,797.0,797.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
727,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292,,44,9.0,37.0,27.0,37.0,315,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,,139.0,136.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,6004.0,6004.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
728,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2022-04-05 03:23:12.000000,2022-04-05 03:21:24,38,6.0,34,8.0,9.0,17.0,29.0,292,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,20,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,13.0,13.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,2813.0,2813.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
729,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153,,30,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,236.0,223.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,3949.0,3955.0,,,,,,,,3.0,348.0,,,,,,,,,,,,,,,,,,,,
730,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-05-05 21:21:02.000000,2022-04-08 17:51:44,568,7.0,17,16.0,454.0,84.0,74.0,193,Functional tensors for probabilistic programming.,10.0,20,False,2022-03-21 15:23:15.000,0.4.3,9.0,funsor,,,,['pytorch'],33.0,30.0,https://pypi.org/project/funsor,2022-03-21 15:16:11.000,3.0,1304.0,1304.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
731,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5,,49,3.0,1.0,2.0,,78,Python 3 Bindings for the NVIDIA Management Library.,2.0,20,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,5782.0,5649.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,133.0,796803.0,796810.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,73.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
732,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-05-02 00:55:51.000000,2022-03-07 12:59:53,46,1.0,1588,149.0,73.0,159.0,270.0,8838,End-to-End Object Detection with Transformers.,25.0,19,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
733,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000,2022-03-16 12:22:35.000000,2022-01-05 13:45:51,493,,1323,475.0,18.0,55.0,162.0,6692,A customisable 3D platform for agent-based AI research.,7.0,19,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
734,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679,1.0,448,217.0,16.0,23.0,3.0,2911,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:58:03.000,0.11.11,12.0,finmarketpy,,,,,5.0,5.0,https://pypi.org/project/finmarketpy,2021-10-07 14:58:03.000,,74.0,74.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,,,,,,,
735,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-05-09 17:00:48.000000,2022-03-27 23:39:16,252,2.0,497,87.0,61.0,51.0,253.0,2439,Backtest trading strategies in Python.,15.0,19,False,2017-07-22 02:00:06.000,0.0.1,1.0,backtesting,,,,,2.0,,https://pypi.org/project/backtesting,2017-07-22 02:00:06.000,2.0,6021.0,6021.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
736,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-03-07 07:43:55.000000,2022-03-07 07:43:44,169,1.0,346,88.0,3.0,3.0,18.0,1985,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,2.0,19,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,40.0,39.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,563.0,563.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
737,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2022-03-21 17:15:55.000000,2022-03-21 17:12:16,138,2.0,459,153.0,142.0,77.0,27.0,1929,Deep Learning Pipelines for Apache Spark.,17.0,19,True,2020-01-08 19:50:31.000,1.6.0,9.0,,,,,['spark'],21.0,21.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
738,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62,,101,40.0,13.0,14.0,9.0,1254,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,19,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,54.0,54.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,,411.0,411.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
739,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271,,81,32.0,72.0,24.0,30.0,1028,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,42726.0,42726.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
740,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-05-19 09:18:42.000000,2022-05-19 09:18:37,263,79.0,113,29.0,290.0,34.0,25.0,946,Scenic: A Jax Library for Computer Vision Research and Beyond.,36.0,19,True,,,,,,,,['jax'],16.0,16.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
741,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79,,107,26.0,73.0,32.0,36.0,820,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,1.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,1.0,218677.0,218832.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,4031.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
742,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2022-05-12 09:12:38.000000,2022-04-23 13:47:59,417,4.0,161,58.0,4.0,12.0,29.0,781,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,3.0,3.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,83.0,83.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
743,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42,198,,97,24.0,46.0,19.0,34.0,680,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,18.0,18.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,1076.0,1076.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
744,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-05-11 13:50:24.000000,2022-05-11 13:48:29,1197,11.0,91,41.0,347.0,16.0,118.0,596,GPU accelerated signal processing.,38.0,19,True,2022-04-06 14:58:42.000,22.04.00,12.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
745,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-04-22 13:52:35.000000,2021-09-16 17:56:31,171,,128,31.0,70.0,7.0,54.0,517,Code for the TCAV ML interpretability project.,19.0,19,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],15.0,12.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,108.0,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
746,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264,,64,40.0,16.0,17.0,22.0,514,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,True,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,26.0,23.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,3.0,632.0,632.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
747,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-05-06 12:02:15.000000,2022-03-16 14:38:31,280,1.0,64,18.0,65.0,6.0,43.0,505,An intuitive library to extract features from time series.,14.0,19,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,,35.0,35.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,4803.0,4803.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
748,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-05-02 19:33:52.000000,2022-02-13 22:22:57,250,,80,15.0,13.0,10.0,62.0,432,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,19,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,1327.0,1327.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
749,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406,,46,59.0,6.0,15.0,24.0,415,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,22.0,21.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,391.0,391.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,
750,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-05-17 03:56:09.000000,2021-10-10 00:13:26,273,,73,16.0,123.0,15.0,129.0,399,A Python library for dynamic classifier and ensemble selection.,13.0,19,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],27.0,25.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,550.0,550.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
751,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-05-14 08:29:01.000000,2022-05-14 07:52:34,3250,50.0,33,10.0,1.0,,80.0,361,Deep Learning PyTorch.,1.0,19,True,2022-04-29 10:38:40.000,0.2.3,21.0,carefree-learn,,,,['pytorch'],2.0,2.0,https://pypi.org/project/carefree-learn,2022-04-29 10:38:40.000,,83.0,83.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
752,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-05-12 21:56:02.000000,2022-03-23 21:47:08,338,14.0,23,12.0,143.0,30.0,66.0,359,A High Level API for Deep Learning in JAX.,17.0,19,True,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,836.0,836.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
753,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283,,64,23.0,47.0,13.0,19.0,356,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,2323.0,2791.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,24361.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
754,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42,,46,25.0,19.0,16.0,15.0,332,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],149.0,142.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,2466.0,2466.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
755,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-04-11 14:23:30.000000,2022-04-11 14:23:27,145,1.0,41,14.0,1.0,6.0,3.0,321,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,19,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,,424.0,424.0,https://pypi.org/project/suod,2021-10-01 18:05:35.000,,26210.0,26210.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
756,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371,,23,23.0,239.0,24.0,25.0,295,Textpipe: clean and extract metadata from text.,28.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,756.0,756.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
757,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2022-04-28 23:30:26.000000,2022-04-28 23:30:20,217,18.0,47,12.0,202.0,16.0,2.0,279,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,13.0,19,False,2022-04-28 16:34:21.000,1.3.2,10.0,model-card-toolkit,,,,,8.0,8.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,,1152.0,1152.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
758,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07,58,,48,25.0,38.0,7.0,10.0,278,Distributed scikit-learn meta-estimators in PySpark.,7.0,19,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",12.0,10.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,39608.0,39608.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
759,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2022-05-14 23:27:44.000000,2022-05-14 23:27:29,615,4.0,33,12.0,60.0,3.0,51.0,262,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2022-03-10 14:58:28.000,2.07,33.0,ivis,,,,['tensorflow'],22.0,21.0,https://pypi.org/project/ivis,2022-03-10 14:57:02.000,1.0,349.0,349.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
760,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-05-18 02:52:37.000000,2022-05-17 16:07:12,294,13.0,67,19.0,289.0,12.0,8.0,255,Tensorflows Fairness Evaluation and Visualization Toolkit.,30.0,19,False,2022-03-07 20:10:18.000,0.38.0,24.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2022-03-07 20:10:18.000,,698.0,698.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
761,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619,,62,26.0,29.0,26.0,107.0,236,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,19,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,,,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,1328.0,2382.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,59055.0,,,,,3.0,1597.0,,,,,,,,,,,,,,,,,,,,
