,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,dnf_id,yay_id,snap_id,new_addition
849,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2022-07-19 18:09:12.000000,2022-07-19 18:08:39,47.0,,108,26.0,10.0,24.0,51.0,757,Code for High-Precision Model-Agnostic Explanations paper.,10.0,15,True,,,,anchor_exp,,,,,,,https://pypi.org/project/anchor_exp,1188.0,1188.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
850,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2023-04-14 10:59:37.000000,2023-04-14 10:59:37,29.0,1.0,74,16.0,31.0,3.0,20.0,734,Leave One Feature Out Importance.,5.0,15,True,,,,lofo-importance,,,,,26.0,26.0,https://pypi.org/project/lofo-importance,1666.0,1666.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
851,SpeedTorch,Santosh-Gupta/SpeedTorch,gpu-utilities,,https://github.com/Santosh-Gupta/SpeedTorch,https://github.com/Santosh-Gupta/SpeedTorch,MIT,2019-09-07 18:57:52.000,2020-02-21 23:13:29.000000,2020-02-21 23:13:28,170.0,,40,25.0,4.0,4.0,2.0,657,Library for faster pinned CPU - GPU transfer in Pytorch.,3.0,15,False,2020-01-06 05:27:17.000,0.1.6,14.0,SpeedTorch,,,,['pytorch'],7.0,5.0,https://pypi.org/project/SpeedTorch,60.0,60.0,,,,,,,,3.0,,2020-01-06 05:27:17.000,2.0,,,,,,,,,,,,,,,,,,
852,KD-Lib,SforAiDl/KD_Lib,others,,https://github.com/SforAiDl/KD_Lib,https://github.com/SforAiDl/KD_Lib,MIT,2020-05-10 13:08:42.000,2023-03-01 21:06:37.000000,2023-03-01 21:03:09,298.0,,49,16.0,83.0,18.0,49.0,516,A Pytorch Knowledge Distillation library for benchmarking and extending works in the domains of Knowledge..,6.0,15,True,2022-05-18 08:35:04.000,0.0.32,8.0,KD-Lib,,,,['pytorch'],,,https://pypi.org/project/KD-Lib,63.0,63.0,,,,,,,,3.0,,2022-05-18 08:35:04.000,,,,,,,,,,,,,,,,,,,
853,Pywick,achaiah/pywick,pytorch-utils,,https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,MIT,2019-03-25 15:42:47.000,2022-02-04 15:57:11.000000,2021-10-22 03:09:17,149.0,,38,15.0,39.0,2.0,13.0,389,High-level batteries-included neural network training library for Pytorch.,4.0,15,False,2021-10-22 03:19:11.000,0.6.5,8.0,pywick,,,,['pytorch'],9.0,9.0,https://pypi.org/project/pywick,84.0,84.0,,,,,,,,3.0,,2021-10-22 03:19:11.000,,,,,,,,,,,,,,,,,,,
854,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2022-09-15 18:52:06.000000,2022-09-15 18:52:06,185.0,,47,9.0,13.0,11.0,17.0,351,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,15,True,2021-02-07 11:06:21.000,2.407,21.0,explainx,,,,,,,https://pypi.org/project/explainx,3023.0,3023.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,
855,NeuralCompression,facebookresearch/NeuralCompression,others,,https://github.com/facebookresearch/NeuralCompression,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2023-04-11 13:16:38.000000,2023-04-11 13:16:34,105.0,5.0,30,19.0,133.0,18.0,59.0,334,A collection of tools for neural compression enthusiasts.,6.0,15,True,2022-01-12 14:55:21.000,0.2.1,3.0,neuralcompression,,,,,,,https://pypi.org/project/neuralcompression,96.0,96.0,,,,,,,,3.0,,2022-01-12 14:55:21.000,,,,,,,,,,,,,,,,,,,
856,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2023-03-28 03:38:13.000000,2023-03-28 03:38:13,1094.0,1.0,65,28.0,57.0,29.0,32.0,286,Distributed and decentralized training framework for PyTorch over graph.,9.0,15,False,2021-05-15 01:39:45.000,0.3.0,9.0,bluefog,,,,['pytorch'],,,https://pypi.org/project/bluefog,49.0,52.0,,,,,,,,3.0,128.0,2021-05-15 01:39:45.000,,,,,,,,,,,,,,,,,,,
857,Headliner,as-ideas/headliner,nlp,,https://github.com/as-ideas/headliner,https://github.com/as-ideas/headliner,MIT,2019-09-30 11:33:28.000,2021-03-26 07:19:57.000000,2020-02-14 09:03:27,276.0,,41,17.0,7.0,2.0,13.0,230,Easy training and deployment of seq2seq models.,2.0,15,False,2020-01-24 09:06:29.000,1.0.2,30.0,headliner,,,,,5.0,4.0,https://pypi.org/project/headliner,203.0,203.0,,,,,,,,3.0,,2020-01-24 09:06:29.000,1.0,,,,,,,,,,,,,,,,,,
858,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2023-05-19 19:20:21.000000,2022-11-28 08:00:21,399.0,,39,15.0,60.0,8.0,28.0,199,Represent trained machine learning models as Pyomo optimization formulations.,13.0,15,False,,,,omlt,,,,,,,https://pypi.org/project/omlt,15625.0,15625.0,,,,,,,,3.0,,,,-4.0,,,,,,,,,,,,,,,,,
859,ipyexperiments,stas00/ipyexperiments,gpu-utilities,,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11,6.0,2.0,1.0,5.0,157,jupyter/ipython experiment containers for GPU and general RAM re-use.,3.0,15,False,2021-12-07 18:44:34.000,0.1.28,24.0,ipyexperiments,,,,['jupyter'],10.0,8.0,https://pypi.org/project/ipyexperiments,40.0,40.0,,,,,,,,3.0,,2021-12-07 18:44:34.000,2.0,,,,,,,,,,,,,,,,,,
860,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2023-05-23 10:16:33.000000,2023-03-30 15:02:29,808.0,20.0,15,8.0,159.0,9.0,19.0,144,Toolkit for developing and maintaining ML models.,14.0,15,False,2022-09-01 14:16:20.000,0.0.25,11.0,modelkit,,,,,,,https://pypi.org/project/modelkit,468.0,468.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
861,GraphSAGE,williamleif/GraphSAGE,graph,,https://github.com/williamleif/GraphSAGE,https://github.com/williamleif/GraphSAGE,MIT,2017-05-29 15:36:22.000,2022-11-21 22:24:51.000000,2018-09-19 19:27:00,59.0,,807,78.0,34.0,116.0,59.0,3057,Representation learning on large graphs using stochastic graph convolutions.,9.0,14,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
862,OpenNE,thunlp/OpenNE,graph,,https://github.com/thunlp/OpenNE,https://github.com/thunlp/OpenNE,MIT,2017-10-08 04:58:20.000,2022-11-30 16:03:14.000000,2022-11-02 02:28:59,99.0,,484,67.0,25.0,5.0,96.0,1636,An Open-Source Package for Network Embedding (NE).,11.0,14,True,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
863,Medical Detection Toolkit,MIC-DKFZ/medicaldetectiontoolkit,medical-data,,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,Apache-2.0,2018-10-12 12:34:57.000,2022-11-22 12:15:32.000000,2022-04-04 08:29:54,41.0,,294,52.0,16.0,42.0,85.0,1204,"The Medical Detection Toolkit contains 2D + 3D implementations of prevalent object detectors such as Mask R-CNN,..",3.0,14,False,,,,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
864,GraphVite,DeepGraphLearning/graphvite,graph,,https://github.com/DeepGraphLearning/graphvite,https://github.com/DeepGraphLearning/graphvite,Apache-2.0,2019-07-16 15:48:20.000,2021-01-14 02:19:03.000000,2021-01-14 02:18:46,15.0,,144,31.0,,48.0,59.0,1130,GraphVite: A General and High-performance Graph Embedding System.,,14,False,,,4.0,,milagraph/graphvite,,,,,,,,99.0,https://anaconda.org/milagraph/graphvite,2020-03-19 18:21:30.972,4593.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
865,BLINK,facebookresearch/BLINK,nlp,,https://github.com/facebookresearch/BLINK,https://github.com/facebookresearch/BLINK,MIT,2019-09-25 21:27:44.000,2022-07-19 22:06:41.000000,2021-04-02 03:03:34,211.0,,203,39.0,37.0,55.0,34.0,1041,Entity Linker solution.,16.0,14,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
866,atspy,firmai/atspy,time-series-data,,https://github.com/firmai/atspy,https://github.com/firmai/atspy,MIT,2020-01-28 05:00:10.000,2022-11-21 21:55:23.000000,2021-12-18 09:26:18,99.0,,87,21.0,18.0,22.0,2.0,480,AtsPy: Automated Time Series Models in Python (by @firmai).,5.0,14,False,2020-11-12 16:10:48.000,zen,39.0,atspy,,,,,9.0,9.0,https://pypi.org/project/atspy,228.0,228.0,,,,,,,,3.0,,2020-04-24 18:16:15.000,,,,,,,,,,,,,,,,,,,
867,OpenRec,ylongqi/openrec,recommender-systems,,https://github.com/ylongqi/openrec,https://github.com/ylongqi/openrec,Apache-2.0,2017-11-29 16:04:40.000,2023-03-24 23:54:19.000000,2020-02-19 07:57:17,213.0,,84,37.0,47.0,5.0,12.0,401,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms.,11.0,14,False,2020-02-18 06:52:11.000,0.3.0,12.0,openrec,,,,,2.0,1.0,https://pypi.org/project/openrec,14.0,14.0,,,,,,,,3.0,,2020-02-18 06:52:11.000,1.0,,,,,,,,,,,,,,,,,,
868,Adversary,airbnb/artificial-adversary,adversarial,,https://github.com/airbnb/artificial-adversary,https://github.com/airbnb/artificial-adversary,MIT,2018-08-08 04:42:11.000,2022-01-07 11:24:14.000000,2018-08-29 15:31:30,15.0,,56,19.0,6.0,6.0,,378,Tool to generate adversarial text examples and test machine learning models against them.,5.0,14,False,2018-08-29 15:14:41.000,1.1.1,3.0,Adversary,conda-forge/artificial-adversary,,,,8.0,7.0,https://pypi.org/project/Adversary,34.0,177.0,https://anaconda.org/conda-forge/artificial-adversary,2021-04-30 19:05:10.636,5008.0,,,,,3.0,,2018-08-29 15:14:41.000,1.0,,,,,,,,,,,,,,,,,,
869,ptgnn,microsoft/ptgnn,graph,,https://github.com/microsoft/ptgnn,https://github.com/microsoft/ptgnn,MIT,2020-05-12 08:42:30.000,2022-02-01 17:31:29.000000,2022-02-01 17:31:29,99.0,,40,12.0,17.0,,5.0,367,A PyTorch Graph Neural Network Library.,7.0,14,False,2021-10-21 21:42:15.000,0.10.4,16.0,ptgnn,,,,['pytorch'],3.0,3.0,https://pypi.org/project/ptgnn,60.0,60.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
870,tsaug,arundo/tsaug,time-series-data,,https://github.com/arundo/tsaug,https://github.com/arundo/tsaug,Apache-2.0,2019-09-27 00:38:05.000,2023-01-11 11:16:16.000000,2020-04-17 02:46:38,10.0,,35,11.0,8.0,8.0,3.0,300,A Python package for time series augmentation.,4.0,14,False,2020-04-17 02:50:25.000,0.2.1,4.0,tsaug,,,,,2.0,,https://pypi.org/project/tsaug,1309.0,1309.0,,,,,,,,3.0,,2020-04-17 02:50:25.000,2.0,,,,,,,,,,,,,,,,,,
871,TorchDrift,torchdrift/torchdrift,pytorch-utils,,https://github.com/TorchDrift/TorchDrift,https://github.com/TorchDrift/TorchDrift,Apache-2.0,2021-02-10 09:27:48.000,2022-08-26 08:15:45.000000,2022-08-26 08:15:45,38.0,,13,11.0,6.0,8.0,6.0,287,Drift Detection for your PyTorch Models.,4.0,14,False,2021-03-08 12:21:48.000,0.1.0,3.0,torchdrift,,,,['pytorch'],23.0,23.0,https://pypi.org/project/torchdrift,60.0,60.0,,,,,,,,3.0,,2021-03-08 12:51:05.000,,,,,,,,,,,,,,,,,,,
872,Torch Points 3D,nicolas-chaulet/torch-points3d,image,,https://github.com/nicolas-chaulet/torch-points3d,https://github.com/nicolas-chaulet/torch-points3d,BSD-3-Clause,2022-01-09 14:41:37.000,2021-12-10 20:17:18.000000,2021-12-10 20:17:18,1788.0,,34,,,,,144,Pytorch framework for doing deep learning on point clouds.,29.0,14,False,,,,torch-points3d,,,,['pytorch'],,,https://pypi.org/project/torch-points3d,762.0,762.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
873,spacy-dbpedia-spotlight,MartinoMensio/spacy-dbpedia-spotlight,nlp,,https://github.com/MartinoMensio/spacy-dbpedia-spotlight,https://github.com/MartinoMensio/spacy-dbpedia-spotlight,MIT,2020-04-29 19:35:04.000,2023-03-24 11:33:01.000000,2023-03-24 11:32:56,55.0,14.0,11,7.0,4.0,5.0,13.0,88,A spaCy wrapper for DBpedia Spotlight.,5.0,14,False,2023-03-08 10:33:19.000,0.2.6,11.0,spacy-dbpedia-spotlight,,,,['spacy'],,,https://pypi.org/project/spacy-dbpedia-spotlight,628.0,628.0,,,,,,,,3.0,,2022-10-07 09:58:11.751,,,,,,,,,,,,,,,,,,,
874,ENAS,carpedm20/ENAS-pytorch,hyperopt,,https://github.com/carpedm20/ENAS-pytorch,https://github.com/carpedm20/ENAS-pytorch,Apache-2.0,2018-02-15 04:54:37.000,2020-12-09 18:13:03.000000,2020-06-16 07:23:32,53.0,,475,113.0,11.0,39.0,8.0,2627,PyTorch implementation of Efficient Neural Architecture Search via Parameters Sharing.,6.0,13,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
875,traingenerator,jrieke/traingenerator,others,,https://github.com/jrieke/traingenerator,https://github.com/jrieke/traingenerator,MIT,2020-12-03 16:47:16.000,2022-06-30 14:08:50.000000,2022-06-30 14:05:23,118.0,,168,38.0,9.0,13.0,3.0,1285,A web app to generate template code for machine learning.,3.0,13,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
876,rliable,google-research/rliable,reinforcement-learning,,https://github.com/google-research/rliable,https://github.com/google-research/rliable,Apache-2.0,2021-08-20 00:41:06.000,2023-05-29 18:33:56.000000,2023-05-29 18:33:56,62.0,1.0,36,11.0,7.0,1.0,11.0,589,"[NeurIPS21 Outstanding Paper] Library for reliable evaluation on RL and ML benchmarks, even with only a handful of..",6.0,13,True,,,,rliable`,,,,,67.0,67.0,https://pypi.org/project/rliable`,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
877,interpret-text,interpretml/interpret-text,interpretability,,https://github.com/interpretml/interpret-text,https://github.com/interpretml/interpret-text,MIT,2019-09-04 16:39:48.000,2023-01-06 03:52:07.000000,2021-12-06 17:38:41,146.0,,65,20.0,167.0,87.0,17.0,366,A library that incorporates state-of-the-art explainers for text-based machine learning models and visualizes the..,17.0,13,False,2021-12-07 15:12:02.000,0.1.3,5.0,interpret-text,,,,['jupyter'],,,https://pypi.org/project/interpret-text,22.0,22.0,,,,,,,,3.0,,2021-12-07 01:57:31.000,,,,,,,,,,,,,,,,,,,
878,TransferNLP,feedly/transfer-nlp,nlp,,https://github.com/feedly/transfer-nlp,https://github.com/feedly/transfer-nlp,MIT,2019-03-12 20:00:31.000,2020-05-28 19:00:02.000000,2020-05-28 17:31:53,465.0,,19,12.0,57.0,4.0,20.0,291,NLP library designed for reproducible experimentation management.,7.0,13,False,2020-05-28 19:00:02.000,0.1.6,8.0,transfer-nlp,,,,['pytorch'],,,https://pypi.org/project/transfer-nlp,45.0,45.0,,,,,,,,3.0,,2020-05-28 19:00:02.000,,,,,,,,,,,,,,,,,,,
879,backprop,backprop-ai/backprop,model-serialisation,,https://github.com/backprop-ai/backprop,https://github.com/backprop-ai/backprop,Apache-2.0,2020-10-30 15:25:14.000,2021-05-03 09:15:25.000000,2021-05-03 09:15:21,219.0,,12,15.0,14.0,5.0,4.0,239,"Backprop makes it simple to use, finetune, and deploy state-of-the-art ML models.",8.0,13,False,2021-04-20 13:53:12.000,0.1.2,14.0,backprop,,,,,1.0,1.0,https://pypi.org/project/backprop,95.0,95.0,,,,,,,,3.0,,2021-04-20 13:53:12.000,,,,,,,,,,,,,,,,,,,
880,ONNX-T5,abelriboulot/onnxt5,nlp,,https://github.com/abelriboulot/onnxt5,https://github.com/abelriboulot/onnxt5,Apache-2.0,2020-08-01 09:38:35.000,2022-11-02 18:43:57.000000,2021-01-28 09:24:52,74.0,,28,8.0,6.0,7.0,8.0,228,"Summarization, translation, sentiment-analysis, text-generation and more at blazing speed using a T5 version..",3.0,13,False,2021-01-28 09:24:24.000,0.1.9,9.0,onnxt5,,,,,1.0,1.0,https://pypi.org/project/onnxt5,90.0,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
881,NeuralQA,victordibia/neuralqa,nlp,,https://github.com/victordibia/neuralqa,https://github.com/victordibia/neuralqa,MIT,2020-05-19 03:55:56.000,2023-01-06 14:17:43.000000,2020-12-16 17:41:37,312.0,,31,8.0,71.0,20.0,8.0,224,NeuralQA: A Usable Library for Question Answering on Large Datasets with BERT.,3.0,13,False,,,,neuralqa,,,,,4.0,4.0,https://pypi.org/project/neuralqa,51.0,51.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
882,HugsVision,qanastek/HugsVision,image,,https://github.com/qanastek/HugsVision,https://github.com/qanastek/HugsVision,MIT,2021-08-12 21:46:08.000,2023-01-22 01:25:48.000000,2023-01-22 01:25:39,75.0,,18,5.0,2.0,15.0,23.0,178,HugsVision is a easy to use huggingface wrapper for state-of-the-art computer vision.,2.0,13,False,,,,hugsvision,,,,['huggingface'],10.0,10.0,https://pypi.org/project/hugsvision,860.0,860.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
883,ModelChimp,ModelChimp/modelchimp,ml-experiments,,https://github.com/ModelChimp/modelchimp,https://github.com/ModelChimp/modelchimp,BSD-2-Clause,2018-11-05 08:39:03.000,2023-05-31 23:15:26.000000,2021-08-01 07:11:57,363.0,,12,5.0,1136.0,4.0,10.0,123,Experiment tracking for machine and deep learning projects.,3.0,13,False,2019-04-09 10:43:15.000,0.4.0,37.0,modelchimp,,modelchimp/modelchimp-server,,,,,https://pypi.org/project/modelchimp,44.0,55.0,,,,https://hub.docker.com/r/modelchimp/modelchimp-server,2019-04-09 10:15:09.532793,,657.0,3.0,,2019-04-09 10:41:20.000,,,,,,,,,,,,,,,,,,,
884,model_search,google/model_search,hyperopt,,https://github.com/google/model_search,https://github.com/google/model_search,Apache-2.0,2021-01-19 18:26:34.000,2023-03-14 16:25:22.000000,2022-02-09 22:20:11,9.0,,409,96.0,17.0,37.0,15.0,3242,AutoML algorithms for model architecture search at scale.,,12,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
885,MedicalNet,Tencent/MedicalNet,medical-data,,https://github.com/Tencent/MedicalNet,https://github.com/Tencent/MedicalNet,MIT,2019-07-17 09:53:10.000,2022-06-21 22:20:52.000000,2020-08-27 13:37:26,26.0,,393,63.0,5.0,62.0,17.0,1624,Many studies have shown that the performance on deep learning is significantly affected by volume of training data...,1.0,12,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
886,surpriver,tradytics/surpriver,financial-data,,https://github.com/tradytics/surpriver,https://github.com/tradytics/surpriver,GPL-3.0,2020-08-30 07:56:22.000,2021-08-13 08:02:31.000000,2020-09-21 04:32:05,64.0,,296,86.0,11.0,12.0,6.0,1592,Find big moving stocks before they move using machine learning and anomaly detection.,6.0,12,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
887,Devol,joeddav/devol,hyperopt,,https://github.com/joeddav/devol,https://github.com/joeddav/devol,MIT,2017-02-10 03:07:54.000,2023-05-25 14:45:47.000000,2020-07-05 21:56:58,116.0,,112,46.0,13.0,7.0,20.0,952,Genetic neural architecture search with Keras.,18.0,12,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
888,deltapy,firmai/deltapy,tabular,,https://github.com/firmai/deltapy,https://github.com/firmai/deltapy,MIT,2020-04-08 05:27:53.000,2022-03-01 16:13:48.000000,2022-03-01 16:13:48,42.0,,48,16.0,2.0,2.0,1.0,494,DeltaPy - Tabular Data Augmentation (by @firmai).,4.0,12,False,2020-11-12 16:13:21.000,zen,11.0,deltapy,,,,,3.0,3.0,https://pypi.org/project/deltapy,39.0,39.0,,,,,,,,3.0,,2020-04-09 01:48:32.000,,,,,,,,,,,,,,,,,,,
889,VizSeq,facebookresearch/vizseq,nlp,,https://github.com/facebookresearch/vizseq,https://github.com/facebookresearch/vizseq,MIT,2019-08-26 13:19:38.000,2023-05-08 14:22:49.000000,2023-05-08 14:22:46,70.0,2.0,54,17.0,56.0,6.0,9.0,424,"An Analysis Toolkit for Natural Language Generation (Translation, Captioning, Summarization, etc.).",3.0,12,True,,,,vizseq,,,,,6.0,6.0,https://pypi.org/project/vizseq,62.0,62.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
890,Auptimizer,LGE-ARC-AdvancedAI/auptimizer,hyperopt,,https://github.com/LGE-ARC-AdvancedAI/auptimizer,https://github.com/LGE-ARC-AdvancedAI/auptimizer,GPL-3.0,2019-09-12 01:08:37.000,2023-01-27 02:15:43.000000,2021-03-03 01:30:06,79.0,,24,22.0,44.0,1.0,5.0,197,An automatic ML model optimization tool.,11.0,12,False,2021-03-03 02:00:23.000,2.0,3.0,auptimizer,,,,,,,https://pypi.org/project/auptimizer,43.0,43.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
891,DeepNeuro,QTIM-Lab/DeepNeuro,medical-data,,https://github.com/QTIM-Lab/DeepNeuro,https://github.com/QTIM-Lab/DeepNeuro,MIT,2017-06-01 19:36:34.000,2020-06-24 13:00:15.000000,2020-06-24 13:00:14,285.0,,34,14.0,18.0,27.0,16.0,114,A deep learning python package for neuroimaging data. Made by:.,6.0,12,False,2019-06-10 21:04:04.000,0.2.3,6.0,deepneuro,,,,,1.0,1.0,https://pypi.org/project/deepneuro,18.0,18.0,,,,,,,,3.0,,2019-06-10 21:04:04.000,,,,,,,,,,,,,,,,,,,
892,jaxdf,ucl-bug/jaxdf,jax-utils,,https://github.com/ucl-bug/jaxdf,https://github.com/ucl-bug/jaxdf,LGPL-3.0,2021-09-08 16:38:46.000,2023-05-11 16:14:18.000000,2023-05-11 16:14:18,270.0,6.0,6,7.0,112.0,4.0,5.0,71,A JAX-based research framework for writing differentiable numerical simulators with arbitrary discretizations.,4.0,12,False,2022-12-28 21:17:17.000,0.2.4,6.0,,,,,['jax'],3.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
893,PySparNN,facebookresearch/pysparnn,nn-search,,https://github.com/facebookresearch/pysparnn,https://github.com/facebookresearch/pysparnn,BSD-3-Clause,2016-03-28 20:43:42.000,2020-10-02 06:01:01.000000,2018-01-31 16:50:23,147.0,,144,40.0,7.0,15.0,14.0,911,Approximate Nearest Neighbor Search for Sparse Data in Python!.,5.0,11,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
894,Maze,enlite-ai/maze,reinforcement-learning,,https://github.com/enlite-ai/maze,https://github.com/enlite-ai/maze,Custom,2021-02-11 08:26:37.000,2023-01-20 01:26:45.000000,2022-11-21 12:12:41,1044.0,,9,6.0,25.0,1.0,2.0,238,Maze Applied Reinforcement Learning Framework.,3.0,11,False,2022-11-21 12:23:00.858,0.2.0,21.0,maze-rl,,enliteai/maze,,['pytorch'],2.0,2.0,https://pypi.org/project/maze-rl,27.0,35.0,,,,https://hub.docker.com/r/enliteai/maze,2021-06-24 21:00:27.801118,,239.0,3.0,,2022-11-21 12:23:00.858,,,,,,,,,,,,,,,,,,,
895,textvec,textvec/textvec,nlp,,https://github.com/textvec/textvec,https://github.com/textvec/textvec,MIT,2018-04-12 14:03:53.000,2022-07-05 09:43:14.000000,2022-07-05 09:43:05,72.0,,25,8.0,15.0,4.0,6.0,188,Text vectorization tool to outperform TFIDF for classification tasks.,11.0,11,False,2019-09-12 07:41:04.000,2.0,1.0,textvec,,,,['sklearn'],4.0,4.0,https://pypi.org/project/textvec,16.0,16.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
896,contextual-ai,SAP/contextual-ai,interpretability,,https://github.com/SAP/contextual-ai,https://github.com/SAP/contextual-ai,Apache-2.0,2020-05-12 07:15:56.000,2022-06-22 02:09:01.000000,2021-11-11 10:53:33,630.0,,10,14.0,22.0,2.0,13.0,84,"Contextual AI adds explainability to different stages of machine learning pipelines - data, training, and inference -..",12.0,11,False,,,2.0,contextual-ai,,,,,,,https://pypi.org/project/contextual-ai,51.0,51.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
897,nylon,Palashio/nylon,others,,https://github.com/Palashio/nylon,https://github.com/Palashio/nylon,MIT,2021-06-04 17:33:49.000,2021-07-29 20:34:04.000000,2021-07-23 19:37:10,185.0,,8,6.0,4.0,14.0,18.0,81,"An intelligent, flexible grammar of machine learning.",3.0,11,False,2021-06-25 14:27:32.000,0.0.7,8.0,nylon-ai,,,,,,,https://pypi.org/project/nylon-ai,3.0,3.0,,,,,,,,3.0,,2021-06-25 14:27:32.000,,,,,,,,,,,,,,,,,,,
898,Mozart,aashrafh/Mozart,ocr,,https://github.com/aashrafh/Mozart,https://github.com/aashrafh/Mozart,Apache-2.0,2020-12-14 11:49:14.000,2022-08-24 18:18:43.000000,2022-08-24 18:18:43,62.0,,68,17.0,5.0,2.0,11.0,473,An optical music recognition (OMR) system. Converts sheet music to a machine-readable version.,5.0,10,True,,,,,,,,['sklearn'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
