,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
725,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,332.0,101.0,1000.0,94.0,263.0,2828.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
726,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,827.0,85.0,30.0,45.0,80.0,2651.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,69.0,69.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,,594.0,594.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
727,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,455.0,127.0,225.0,87.0,183.0,2312.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,63.0,63.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
728,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,179.0,55.0,895.0,129.0,586.0,1911.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",50.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,18.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1020.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
729,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157.0,46.0,3.0,13.0,15.0,1533.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],27.0,27.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,2194.0,2194.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
730,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,356.0,61.0,47.0,37.0,71.0,1478.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,20,False,2018-07-17 01:59:21.000,1.0.8,14.0,anago,,,,['tensorflow'],38.0,32.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000,6.0,99.0,99.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
731,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,405.0,102.0,36.0,13.0,24.0,1420.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,112.0,112.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
732,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101.0,40.0,13.0,14.0,9.0,1268.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,145.0,143.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,2.0,3053.0,3053.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
733,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,250.0,47.0,46.0,26.0,127.0,1059.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,20,True,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,141.0,141.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
734,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-01-14 08:39:28.000000,2020-04-17 02:27:44,79.0,,142.0,25.0,76.0,49.0,36.0,1034.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,5.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,5.0,251898.0,252060.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,8117.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
735,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,52.0,12.0,16.0,42.0,1005.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],84.0,80.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,120.0,120.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
736,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,132.0,36.0,16.0,8.0,4.0,925.0,Nudity detection with Python.,12.0,20,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3629.0,3624.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,5.0,604.0,604.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
737,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2024-05-29 14:46:40.000000,2024-04-25 03:40:02,286.0,103.0,55.0,13.0,60.0,5.0,19.0,917.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",14.0,20,True,2024-04-25 03:41:41.000,3.0.2,34.0,uform,,,,['pytorch'],7.0,6.0,https://pypi.org/project/uform,2024-04-25 03:41:41.000,1.0,738.0,756.0,,,,,,,,3.0,276.0,,,,,,,,,,,,,,,,,,,
738,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,130.0,18.0,24.0,28.0,39.0,828.0,python partial dependence plot toolbox.,7.0,20,True,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,21631.0,21984.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,20524.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
739,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,126.0,30.0,29.0,21.0,34.0,763.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],44.0,44.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,,536.0,536.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
740,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,148.0,36.0,33.0,25.0,39.0,756.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",20.0,20,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,107.0,107.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,,855.0,855.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
741,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,158.0,79.0,98.0,51.0,43.0,751.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,10604.0,10604.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
742,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-04-28 01:04:18.000000,2024-04-25 13:16:31,491.0,1.0,110.0,33.0,558.0,206.0,246.0,699.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-01-15 02:09:18.000,23.12.00,16.0,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,8096.0,8096.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
743,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2024-05-05 11:51:57.000000,2024-05-05 11:51:05,300.0,5.0,108.0,17.0,25.0,1.0,87.0,685.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",13.0,20,True,2024-05-05 11:51:57.000,0.0.92,39.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2024-05-05 11:51:57.000,,11872.0,11872.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
744,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2024-04-03 18:32:28.000000,2021-09-16 17:56:31,171.0,,144.0,34.0,82.0,16.0,55.0,620.0,Code for the TCAV ML interpretability project.,19.0,20,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],24.0,21.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,369.0,369.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
745,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,105.0,23.0,25.0,43.0,61.0,608.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],174.0,172.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,1506.0,1620.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3999.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
746,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,104.0,10.0,14.0,5.0,16.0,575.0,Make Waffle Charts in Python.,6.0,20,False,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,,370.0,364.0,https://pypi.org/project/pywaffle,2022-06-08 03:10:36.000,6.0,7814.0,7999.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,12057.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
747,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2024-01-11 20:34:53.000000,2023-10-04 12:31:54,297.0,,98.0,15.0,53.0,13.0,15.0,560.0,A library of metrics for evaluating recommender systems.,20.0,20,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,52.0,52.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,18696.0,18696.0,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,
748,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,167.0,56.0,20.0,39.0,60.0,545.0,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,30.0,29.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,1.0,121.0,121.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
749,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,57.0,60.0,9.0,25.0,25.0,533.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,102.0,100.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,2.0,377.0,377.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,
750,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-11-17 16:30:15.000000,2021-11-18 21:06:54,172.0,,46.0,9.0,9.0,11.0,21.0,490.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,,123.0,115.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,8.0,6333.0,6333.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,,
751,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-02-04 00:13:12.000000,2023-07-18 10:24:07,542.0,,35.0,14.0,223.0,15.0,40.0,487.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,20,True,2023-07-18 10:32:00.587,1.4.6,36.0,popmon,,,,"['pandas', 'spark']",22.0,20.0,https://pypi.org/project/popmon,2023-07-18 10:32:00.587,2.0,15106.0,15109.0,,,,,,,,3.0,149.0,,,,,,,,,,,,,,,,,,,
752,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,108.0,20.0,57.0,26.0,21.0,485.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,True,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,69.0,61.0,https://pypi.org/project/rrcf,2023-04-30 02:25:49.592,8.0,2510.0,2510.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-12-26 14:50:12.000000,2023-12-26 14:50:08,383.0,,100.0,18.0,9.0,6.0,41.0,445.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4.5, CART, CHAID and Regression Trees; some..",7.0,20,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,53.0,53.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,2804.0,2804.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
754,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-05-29 15:40:39.000000,2024-05-29 15:40:39,3025.0,67.0,63.0,11.0,259.0,9.0,110.0,428.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,22.0,20,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,68.0,68.0,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,
755,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,83.0,20.0,247.0,10.0,23.0,404.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,24.0,23.0,https://pypi.org/project/model-card-toolkit,2022-04-28 16:34:21.000,1.0,1338.0,1338.0,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,,
756,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-05-15 11:09:46.000000,2024-05-15 11:06:29,819.0,6.0,25.0,7.0,76.0,30.0,22.0,375.0,Flexible time series feature extraction & processing.,6.0,20,True,2024-04-04 10:31:07.000,0.4.0,37.0,tsflex,conda-forge/tsflex,,,,14.0,13.0,https://pypi.org/project/tsflex,2024-04-04 10:23:01.000,1.0,325.0,968.0,https://anaconda.org/conda-forge/tsflex,2024-04-08 09:54:58.786,21885.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2024-03-27 12:25:36.647000,2024-03-27 08:46:27,190.0,11.0,41.0,19.0,3.0,10.0,8.0,281.0,Analyze Data with Pandas-based Networks. Documentation:.,3.0,20,False,2024-03-27 10:16:33.000,0.2.4,14.0,deepgraph,conda-forge/deepgraph,,,['pandas'],9.0,9.0,https://pypi.org/project/deepgraph,2024-03-27 10:16:33.000,,468.0,4772.0,https://anaconda.org/conda-forge/deepgraph,2024-03-27 12:25:36.647,185072.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2024-05-17 19:12:15.000000,2024-05-16 21:59:57,520.0,27.0,57.0,14.0,85.0,13.0,35.0,250.0,Represent trained machine learning models as Pyomo optimization formulations.,17.0,20,False,2022-01-21 16:05:52.000,0.3.1,7.0,omlt,,,,,1.0,,https://pypi.org/project/omlt,2022-02-08 01:23:07.000,1.0,17442.0,17442.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-02-10 16:41:21.000000,2024-02-10 16:41:20,438.0,,192.0,61.0,7.0,13.0,29.0,1073.0,Python AutoML for Trading Systems and Sports Betting.,5.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,169.0,169.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
760,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,140.0,17.0,11.0,41.0,43.0,1063.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],136.0,131.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,3506.0,3506.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
761,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-12-08 11:42:52.000000,2021-08-06 08:18:46,282.0,,143.0,14.0,24.0,58.0,69.0,851.0,PyTorch to Keras model convertor.,13.0,19,False,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,99.0,98.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,285.0,285.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
762,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,228.0,30.0,38.0,41.0,21.0,838.0,An open source python library for scalable Bayesian optimisation.,13.0,19,False,2022-10-01 22:28:00.848,0.1.7,10.0,dragonfly-opt,,,,,,,https://pypi.org/project/dragonfly-opt,2022-10-01 22:28:00.848,,3424.0,3424.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
763,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2024-01-16 09:19:50.000000,2024-01-16 09:12:58,32.0,,82.0,14.0,35.0,3.0,23.0,806.0,Leave One Feature Out Importance.,6.0,19,True,2024-01-16 09:19:50.000,0.3.4,14.0,lofo-importance,,,,,32.0,28.0,https://pypi.org/project/lofo-importance,2024-01-16 09:19:50.000,4.0,4030.0,4030.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
764,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-10-03 19:59:49.000000,2023-08-29 06:49:30,294.0,,71.0,23.0,47.0,16.0,17.0,794.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,19,True,2023-08-29 06:52:02.000,0.2.16,22.0,evojax,conda-forge/evojax,,,['jax'],26.0,21.0,https://pypi.org/project/evojax,2023-08-29 06:52:02.000,5.0,877.0,1786.0,https://anaconda.org/conda-forge/evojax,2023-08-29 10:08:55.843,24543.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
765,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2023-04-23 10:08:18.000000,2020-04-25 18:37:42,198.0,,102.0,26.0,48.0,19.0,35.0,730.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,28.0,26.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,2.0,275.0,275.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
766,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,75.0,39.0,17.0,13.0,22.0,565.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,35.0,31.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,4.0,262.0,262.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
767,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-07-09 16:15:44.000000,2023-07-09 16:09:49,767.0,,63.0,17.0,111.0,8.0,48.0,561.0,A simplified framework and utilities for PyTorch.,20.0,19,False,2023-07-09 16:15:44.000,1.17.1,37.0,poutyne,,,,['pytorch'],140.0,135.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3282.0,3282.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
768,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2024-02-21 14:38:09.000000,2024-02-21 14:09:04,30.0,,68.0,7.0,5.0,4.0,29.0,540.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,3.0,19,True,2024-02-21 14:38:09.000,0.2.7,10.0,shap-hypetune,,,,,18.0,16.0,https://pypi.org/project/shap-hypetune,2024-02-21 14:34:22.000,2.0,1272.0,1272.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
