,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
730,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2024-09-13 04:58:28.982000,2024-01-18 11:58:51,626.0,,68.0,28.0,31.0,33.0,113.0,267.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",20.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,2053.0,6632.0,18.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,18.0,4084.0,https://anaconda.org/conda-forge/somoclu,2024-09-13 04:58:28.982,121529.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
731,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/predict-idlab/pyRDF2Vec,https://github.com/predict-idlab/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-10-01 21:27:00.000000,2023-07-02 18:02:16,1462.0,,47.0,15.0,213.0,27.0,64.0,245.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,631.0,51.0,45.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,6.0,631.0,,,,3.0,,,,,,predict-idlab/pyRDF2Vec,,,,,,,,,,,,,,,,,,
732,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2024-08-09 06:53:19.000000,2024-08-09 06:53:17,591.0,1.0,35.0,24.0,644.0,21.0,129.0,243.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2024-06-21 06:39:45.000,0.16.0,21.0,larq-compute-engine,,,,1213.0,3444.0,10.0,10.0,https://pypi.org/project/larq-compute-engine,2024-06-21 07:18:03.000,,3423.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
733,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2024-09-26 08:36:59.000000,2024-09-26 08:31:01,28.0,4.0,23.0,8.0,13.0,3.0,11.0,213.0,A Python module to convert natural language numerics into ints and floats.,4.0,21,False,2024-09-26 08:36:59.000,0.2.4,12.0,numerizer,,,,,22538.0,93.0,90.0,https://pypi.org/project/numerizer,2024-09-26 08:36:59.000,3.0,22538.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
734,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2024-06-18 11:46:06.000000,2021-06-13 00:22:13,176.0,,1717.0,19.0,19.0,72.0,24.0,5097.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,20,False,2021-05-27 22:28:29.000,0.1.2,13.0,deepmatcher,,,,,5302.0,,,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,5302.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
735,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,101.0,16.0,53.0,17.0,3414.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,False,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,1067.0,161.0,154.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,1067.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
736,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,321.0,58.0,242.0,175.0,111.0,3183.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,20,False,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,694.0,4522.0,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,4511.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
737,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,101.0,54.0,64.0,48.0,2938.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,887.0,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,887.0,,,,3.0,,,,,,rhsimplex/image-match,,,,,,,,,,,,,,,,,,
738,StreamAlert,airbnb/streamalert,others,,https://github.com/airbnb/streamalert,https://github.com/airbnb/streamalert,Apache-2.0,2017-01-22 01:10:56.000,2023-10-23 17:15:34.000000,2022-07-20 20:54:36,1904.0,,332.0,101.0,1000.0,94.0,263.0,2854.0,"StreamAlert is a serverless, realtime data analysis framework which empowers you to ingest, analyze, and alert on data..",33.0,20,False,2021-11-04 19:07:51.000,3.5.0,28.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
739,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,831.0,84.0,30.0,46.0,80.0,2672.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,696.0,74.0,74.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000,,696.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
740,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000000,2023-08-26 20:55:56,106.0,,237.0,61.0,106.0,27.0,56.0,2136.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,20,False,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,['pytorch'],,1325.0,20.0,20.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,1325.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
741,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,181.0,55.0,895.0,129.0,586.0,1930.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",52.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,17.0,,,,,,,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1055.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
742,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,281.0,31.0,41.0,34.0,176.0,1860.0,A library for graph deep learning research.,50.0,20,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,547.0,,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,,547.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
743,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2024-06-13 10:11:03.000000,2024-01-16 17:27:35,27.0,,104.0,39.0,31.0,30.0,79.0,1814.0,"A flexible, intuitive and fast forecasting library.",10.0,20,True,2024-01-18 18:33:20.000,1.0.0,11.0,greykite,,,,36.0,6814.0,34.0,34.0,https://pypi.org/project/greykite,2024-01-12 20:13:07.000,,6813.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
744,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,2.0,159.0,18.0,74.0,24.0,41.0,1790.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,20,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,['pytorch'],,2218.0,33.0,33.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,2218.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
745,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2023-08-03 00:59:57.000000,2020-07-17 20:19:46,350.0,,118.0,38.0,11.0,39.0,51.0,1624.0,"A fast, efficient universal vector embedding utility package.",4.0,20,False,2020-05-25 11:26:36.000,0.1.143,128.0,pymagnitude,,,,,2942.0,9.0,,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,9.0,2942.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
746,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2024-04-19 09:46:18.000000,2020-12-17 06:57:15,932.0,,292.0,66.0,202.0,5.0,74.0,1590.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,20,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,,['tensorflow'],,339.0,2.0,2.0,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,137.0,,,,3.0,zh794390558/delta,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13131.0,,,,,,,,,,,,,,,,,,,
747,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,156.0,46.0,3.0,13.0,15.0,1532.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,['pytorch'],,2075.0,32.0,32.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,2075.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
748,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2023-02-15 19:57:27.000000,2022-08-08 02:56:23,378.0,,257.0,56.0,65.0,8.0,31.0,1380.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,20,False,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,420.0,4.0,4.0,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,420.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
749,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-04-17 19:59:55.000000,2024-04-17 19:59:46,779.0,,182.0,19.0,262.0,77.0,94.0,1347.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,20,True,2023-10-26 11:36:48.000,0.11,12.0,dice-ml,,,"['tensorflow', 'pytorch']",,33719.0,6.0,,https://pypi.org/project/dice-ml,2023-10-27 03:54:06.000,6.0,33719.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
750,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101.0,39.0,13.0,14.0,9.0,1272.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,2876.0,170.0,168.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,2.0,2876.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
751,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2024-10-01 18:35:24.000000,2024-10-01 18:33:14,293.0,4.0,62.0,15.0,62.0,9.0,21.0,1031.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",18.0,20,True,2024-10-01 18:35:24.000,3.0.3,35.0,uform,,,['pytorch'],412.0,1882.0,8.0,6.0,https://pypi.org/project/uform,2024-10-01 18:35:24.000,2.0,1862.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
752,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,169.0,57.0,14.0,30.0,19.0,1026.0,python toolbox for visualizing geographical data and making maps.,8.0,20,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,716.0,184.0,182.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,2.0,487.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,9410.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
753,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131.0,36.0,16.0,9.0,4.0,925.0,Nudity detection with Python.,12.0,20,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,778.0,3641.0,3636.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,5.0,778.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
754,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2024-06-27 07:32:19.000000,2024-06-27 07:26:43,298.0,,85.0,23.0,49.0,16.0,17.0,833.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,20,True,2024-06-18 06:17:13.000,0.2.17,23.0,evojax,conda-forge/evojax,,['jax'],,2775.0,32.0,26.0,https://pypi.org/project/evojax,2024-06-18 06:17:13.000,6.0,1843.0,https://anaconda.org/conda-forge/evojax,2024-06-18 11:07:15.191,29844.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
755,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,147.0,36.0,33.0,26.0,39.0,763.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",20.0,20,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,790.0,115.0,115.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,,790.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
756,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-07-28 01:04:48.000000,2024-07-22 10:16:42,493.0,1.0,112.0,34.0,561.0,211.0,246.0,759.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,20,True,2024-06-14 12:19:07.000,24.06.00,16.0,merlin-core,,,,,9406.0,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,9406.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
757,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2024-08-20 13:45:17.000000,2024-05-05 11:51:05,300.0,,114.0,18.0,26.0,2.0,87.0,727.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",13.0,20,True,2024-05-05 11:51:57.000,0.0.92,39.0,auto-ts,,,,,11910.0,,,https://pypi.org/project/auto-ts,2024-05-05 11:51:57.000,,11910.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
758,dabl,amueller/dabl,sklearn-utils,,https://github.com/amueller/dabl,https://github.com/amueller/dabl,BSD-3-Clause,2020-01-30 18:26:49.000,2024-08-07 20:31:21.000000,2024-01-09 18:05:38,305.0,,106.0,5.0,3.0,1.0,,722.0,Data Analysis Baseline Library.,24.0,20,True,2024-08-07 20:31:21.000,0.3.1,19.0,dabl,,,['sklearn'],,5508.0,3.0,,https://pypi.org/project/dabl,2024-08-07 20:31:21.000,3.0,5508.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
759,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2024-07-25 11:20:23.000000,2022-02-09 16:35:40,142.0,,103.0,23.0,26.0,44.0,61.0,613.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,['pytorch'],,5069.0,185.0,183.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,4949.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,4824.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
760,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,75.0,39.0,17.0,14.0,22.0,569.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,22.0,20,False,2020-10-16 03:43:47.000,0.1.7,9.0,n2,,,,,396.0,38.0,34.0,https://pypi.org/project/n2,2020-10-16 03:10:01.000,4.0,396.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
761,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-11-11 03:23:44.000000,2023-11-11 03:23:44,413.0,,57.0,60.0,9.0,25.0,25.0,546.0,Python library assists deep learning on graphs.,18.0,20,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,13.0,595.0,115.0,113.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,2.0,595.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
762,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2024-02-24 12:21:01.000000,2023-08-12 16:28:59,266.0,,109.0,19.0,57.0,26.0,21.0,495.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,20,False,2023-04-30 02:25:49.592,0.4.4,8.0,rrcf,,,,,5161.0,83.0,75.0,https://pypi.org/project/rrcf,2023-04-30 02:25:49.592,8.0,5161.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
763,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,32.0,16.0,148.0,40.0,66.0,470.0,A High Level API for Deep Learning in JAX.,18.0,20,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,"['tensorflow', 'jax']",,2296.0,54.0,54.0,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,2296.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
764,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,52.0,25.0,19.0,15.0,17.0,324.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,['mxnet'],,2735.0,256.0,256.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,,2735.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
765,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-10-09 16:17:25.000000,2024-08-14 15:39:49,663.0,2.0,18.0,23.0,361.0,50.0,87.0,318.0,Serverside scaling for Vega and Altair visualizations.,4.0,20,True,2024-05-09 19:19:11.000,1.6.9,75.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,7523.0,9926.0,5.0,,https://pypi.org/project/vegafusion-jupyter,2024-05-09 19:01:07.000,2.0,1589.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-05-10 13:02:13.580,243767.0,3.0,,,,,,vega/vegafusion,,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2024-05-09 19:11:31.675,3.0,247.0,,,,,,,,,,,
766,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,26.0,22.0,239.0,24.0,25.0,300.0,Textpipe: clean and extract metadata from text.,29.0,20,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,1019.0,11.0,10.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,1019.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
767,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2024-09-13 15:25:32.000000,2024-09-13 15:25:31,427.0,5.0,76.0,21.0,443.0,27.0,51.0,274.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,32.0,20,False,2023-10-25 10:51:36.000,0.2.1,23.0,pipeline-dp,,,,,464.0,4.0,4.0,https://pypi.org/project/pipeline-dp,2023-11-22 19:01:05.000,,464.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
768,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2024-10-10 01:45:54.000000,2024-10-04 20:13:18,493.0,4.0,109.0,20.0,552.0,58.0,126.0,266.0,An open-source toolkit for large-scale genomic analysis.,28.0,20,False,2024-03-12 08:52:09.000,2.0.0,16.0,glow.py,conda-forge/glow,,,109.0,58731.0,,,https://pypi.org/project/glow.py,2024-03-12 08:52:09.000,,58615.0,https://anaconda.org/conda-forge/glow,2024-03-13 03:00:18.463,5070.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
769,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,21.0,18.0,464.0,90.0,76.0,235.0,Functional tensors for probabilistic programming.,11.0,20,False,2023-08-31 18:37:22.000,0.4.6,12.0,funsor,,,['pytorch'],,6743.0,82.0,72.0,https://pypi.org/project/funsor,2023-01-23 08:32:39.757,10.0,6743.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
770,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,414.0,1530.0,448.0,446.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,2.0,1526.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
771,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,766.0,338.0,58.0,2.0,,6758.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,19,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,370.0,546.0,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,540.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
772,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2024-04-02 17:52:52.000000,2021-06-15 18:41:51,22.0,,279.0,31.0,22.0,34.0,37.0,3184.0,A small package to create visualizations of PyTorch execution graphs.,6.0,19,False,,,,,,,,,,2189.0,2189.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
773,GraphGym,snap-stanford/GraphGym,graph,,https://github.com/snap-stanford/GraphGym,https://github.com/snap-stanford/GraphGym,MIT,2020-10-14 05:01:35.000,2023-11-10 05:37:18.000000,2023-03-14 23:02:49,75.0,,178.0,24.0,20.0,18.0,30.0,1693.0,Platform for designing and evaluating Graph Neural Networks (GNN).,6.0,19,False,2022-03-24 23:28:17.000,0.4.0,3.0,graphgym,,,,46.0,190.0,8.0,8.0,https://pypi.org/project/graphgym,2022-03-24 23:19:13.000,,189.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
774,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2024-08-12 14:02:24.000000,2022-05-24 23:48:09,791.0,,71.0,27.0,1005.0,127.0,65.0,1649.0,Version control for machine learning.,17.0,19,False,2021-03-11 21:15:01.000,0.4.2,7.0,keepsake,,,,,371.0,1.0,,https://pypi.org/project/keepsake,2021-01-25 21:51:16.000,1.0,371.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
